prog,bird,duration_scaled,frequency_change_scaled,direction_scaled
1721,C,0.167084378,4444.764789,766.3953262
1722,C,0.196324143,4692.679957,677.1039819
1723,C,0.171261487,4267.682528,623.817951
1724,C,0.187969924,1664.573268,-20.78003719
1725,C,0.167084378,3860.393324,-45.90043794
1726,C,0.154553049,5117.677388,157.9431992
1727,C,0.192147035,3098.939594,-159.0635134
1728,C,0.121136174,4674.971732,-117.5286696
1729,C,0.150375939,4179.141396,918.8678257
1730,C,0.167084378,4356.223658,745.6424207
1731,C,0.171261487,4621.847053,366.0584442
1732,C,0.187969924,3931.226229,175.037474
1733,C,0.179615706,4568.722373,-61.89758928
1734,C,0.137844612,4214.557849,1363.099202
1735,C,0.192147035,4551.014148,764.143763
1736,C,0.162907268,4462.473016,-141.787239
1737,C,0.171261487,4303.09898,186.0600317
1738,C,0.175438597,3382.271214,763.0284406
1739,C,0.196324143,4427.056564,269.5721544
1740,C,0.162907268,4249.974301,510.2836791
1741,C,0.171261487,4320.807206,849.0418327
1742,C,0.171261487,4232.266074,57.96623719
1743,C,0.179615706,2319.77764,292.7574311
1744,C,0.15873016,4002.059133,735.8254525
1745,C,0.167084378,4002.059133,807.2166454
1746,C,0.15873016,5277.051424,549.8038488
1747,C,0.183792816,3842.685097,158.8679736
1748,C,0.179615706,5029.136257,524.8639771
1749,C,0.187969924,4232.266074,72.54198803
1750,C,0.154553049,3984.350908,-241.6150395
1751,C,0.125313283,4958.303352,242.9702829
1752,C,0.183792816,5436.425461,-40.91620745
1753,C,0.146198831,4515.597694,-235.6596064
1754,C,0.162907268,4604.138826,506.9264194
1755,C,0.154553049,4267.682528,125.1273115
1756,C,0.183792816,3258.313632,490.765103
1757,C,0.167084378,3789.560418,760.0380155
1758,C,0.150375939,4710.388184,-72.58497242
1759,C,0.137844612,4409.348337,-44.98887829
1760,C,0.162907268,3488.520572,-707.5185921
1761,C,0.200501253,4002.059133,-82.88520461
1762,C,0.187969924,1664.573268,275.5275602
1763,C,0.175438597,5170.802066,917.0364579
1764,C,0.179615706,4409.348337,50.63646227
1765,C,0.179615706,3701.019288,494.5766299
1766,C,0.150375939,5064.552709,144.6821202
1767,C,0.200501253,3718.727513,439.4549245
1768,C,0.162907268,3771.852192,-416.5240516
1769,C,0.171261487,3577.061704,3.836305368
1770,C,0.15873016,4161.433169,410.8069882
1771,C,0.179615706,4356.223658,704.9127127
1772,C,0.321637428,3807.268645,320.3361885
1773,C,0.346700084,3878.101549,-150.8702873
1774,C,0.179615706,5046.844482,390.8722336
1775,C,0.167084378,5099.969161,870.8332883
1776,C,0.355054303,4533.305921,211.3223242
1777,C,0.192147035,5188.510293,-289.7221929
1778,C,0.171261487,4515.597694,945.9629161
1779,C,0.342522974,4604.138826,-123.2817149
1780,C,0.171261487,3647.894609,29.50693127
1781,C,0.171261487,3966.642681,588.8154196
1782,C,0.15873016,5029.136257,308.4359347
1783,C,0.129490393,4232.266074,134.7376862
1784,C,0.154553049,4391.640112,-310.9817053
1785,C,0.167084378,4072.892038,-46.15946122
1786,C,0.162907268,4674.971732,288.2893543
1787,C,0.288220551,3860.393324,-446.8889697
1788,C,0.175438597,4427.056564,354.0132026
1789,C,0.167084378,4834.345768,604.4802431
1790,C,0.146198831,4090.600265,212.6408344
1791,C,0.200501253,4852.053993,540.5311313
1792,C,0.133667502,5578.09127,323.5866281
1793,C,0.14202172,4586.4306,1023.982186
1794,C,0.183792816,3559.353477,-131.0752696
1795,C,0.14202172,4409.348337,-484.7989262
1796,C,0.187969924,3860.393324,523.5198064
1797,C,0.179615706,5383.300781,501.3876883
1798,C,0.14202172,4551.014148,248.1808227
1799,C,0.167084378,4019.76736,39.17575962
1800,C,0.15873016,3240.605405,180.4320408
1801,C,0.192147035,4072.892038,62.64323219
1802,C,0.154553049,3860.393324,495.2381942
1803,C,0.146198831,3541.645252,763.7500914
1804,C,0.15873016,4816.637541,310.6826743
1805,C,0.179615706,3895.809776,663.2645737
1806,C,0.183792816,3276.021857,219.5647701
1807,C,0.179615706,4816.637541,541.9721887
1808,C,0.334168755,3293.730084,274.0908597
1809,C,0.167084378,3647.894609,-40.8347312
1810,C,0.183792816,4533.305921,274.1231597
1811,C,0.167084378,3860.393324,234.1283638
1812,C,0.183792816,4143.724944,122.4086479
1813,C,0.167084378,3701.019288,420.4976309
1814,C,0.15873016,4427.056564,396.4688765
1815,C,0.162907268,4320.807206,517.0651911
1816,C,0.162907268,3754.143965,-25.59674225
1817,C,0.167084378,4816.637541,103.0676359
1818,C,0.187969924,4887.470446,312.1491748
1819,C,0.175438597,3984.350908,868.2568957
1820,C,0.146198831,4745.804637,-578.8087814
1821,C,0.175438597,4019.76736,888.3084313
1822,C,0.200501253,3807.268645,691.0736979
1823,C,0.162907268,3081.231368,-249.8056365
1824,C,0.183792816,4391.640112,718.0070525
1825,C,0.175438597,3807.268645,767.7016054
1826,C,0.150375939,4037.475586,619.5300275
1827,C,0.162907268,4639.555278,66.46458995
1828,C,0.14202172,4391.640112,-321.0415429
1829,C,0.183792816,4161.433169,-177.5261526
1830,C,0.175438597,3382.271214,110.5655588
1831,C,0.183792816,4497.889469,337.8995793
1832,C,0.171261487,4338.515433,426.1139166
1833,C,0.167084378,4356.223658,516.3176408
1834,C,0.162907268,3417.687668,667.2219791
1835,C,0.167084378,4196.849622,-33.97383337
1836,C,0.179615706,4763.512862,26.77236564
1837,C,0.179615706,3577.061704,795.67559
1838,C,0.171261487,4391.640112,634.2506219
1839,C,0.150375939,4568.722373,156.9312757
1840,C,0.15873016,2337.485865,396.1023757
1841,C,0.137844612,4037.475586,434.9208237
1842,C,0.15873016,5011.42803,-258.8654321
1843,C,0.183792816,3187.480725,735.5333082
1844,C,0.179615706,5153.09384,141.0688018
1845,C,0.112781956,4674.971732,357.8010775
1846,C,0.150375939,3647.894609,601.3007867
1847,C,0.179615706,4444.764789,629.0755253
1848,C,0.162907268,5241.634972,1754.614919
1849,C,0.179615706,3134.356048,-851.4842416
1850,C,0.162907268,4763.512862,518.1960743
1851,C,0.162907268,4657.263505,-374.28235
1852,C,0.15873016,2514.568128,-274.5931181
1853,C,0.146198831,4373.931885,722.6314393
1854,C,0.137844612,3081.231368,598.357915
1855,C,0.121136174,3258.313632,345.4742258
1856,C,0.14202172,4533.305921,374.7038365
1857,C,0.183792816,2744.775069,605.9169786
1858,D,0.612244898,8032.894133,-2422.93012
1859,D,0.599489797,10346.03119,-1919.456157
1860,D,0.471938777,7654.380797,-1921.650296
1861,D,0.676020406,6098.270418,-3148.901544
1862,D,0.586734695,10430.14527,-1376.284798
1863,D,0.688775512,9925.460816,-2321.728279
1864,D,0.688775512,9546.94748,-1915.828346
1865,D,0.459183672,12869.45343,-1495.801625
1866,D,0.625,10598.37341,-2473.992493
1867,D,0.522959184,10430.14527,-2126.812776
1868,D,0.433673469,7444.095613,-1894.037079
1869,D,0.612244898,5509.471895,-3221.688488
1870,D,0.459183672,9462.833406,-2292.642779
1871,D,0.573979594,6350.612641,-2555.995893
1872,D,0.535714285,4752.445223,-3605.640407
1873,D,0.586734695,4668.331145,-3491.397954
1874,D,0.637755102,9673.11859,-1535.14033
1875,D,0.561224488,5004.787445,-3112.119902
1876,D,0.548469387,8074.951172,-1992.132282
1877,D,0.433673469,10766.60156,6.419707641
1878,D,0.471938777,9546.94748,-1919.49674
1879,D,0.663265305,8201.122285,-1366.724589
1880,D,0.637755102,4289.817809,-1957.340234
1881,D,0.676020406,8285.236359,-1827.81352
1882,D,0.599489797,8663.749695,-2391.915929
1883,D,0.216836734,10766.60156,1114.168497
1884,D,0.599489797,8916.091918,-1311.624665
1885,D,0.561224488,8159.065246,-2004.8872
1886,D,0.44642857,9210.49118,-1213.516885
1887,D,0.484693879,10850.71564,-563.4000945
1888,D,0.459183672,9210.49118,-1300.470016
1889,D,0.75255102,3490.7341,-1767.334521
1890,D,0.854591836,2565.479279,-1101.60869
1891,D,0.905612246,9000.205992,-197.8637509
1892,D,0.625,8705.80673,-2427.232034
1893,D,0.829081633,5004.787445,-616.4549559
1894,D,0.867346938,6266.498566,-701.0420773
1895,D,0.931122449,6014.15634,-503.0123945
1896,D,1.045918367,8117.008211,-689.7262047
1897,D,0.969387754,3322.505951,-1398.324652
1898,D,0.216836734,11018.94379,40.12805395
1899,D,0.969387754,3658.96225,-2180.346671
1900,D,1.301020406,2733.707428,-1788.434027
1901,D,1.147959184,2901.935577,-1621.460188
1902,D,1.275510203,3364.562988,-1317.366415
1903,D,0.216836734,9462.833406,-1012.912804
1904,D,1.237244898,4415.988922,-827.9581727
1905,D,1.007653063,4710.388184,-523.6883207
1906,D,0.816326531,4752.445223,-1052.704728
1907,D,0.701530613,4710.388184,-2243.865929
1908,D,0.778061223,4920.673371,-2260.191164
1909,D,0.80357143,2649.593353,-3006.461005
1910,D,0.790816328,2943.992615,-2501.33312
1911,D,0.969387754,2313.137054,-1156.686672
1912,D,0.829081633,1976.680755,-2040.5152
1913,D,0.841836734,6813.240051,-749.9216996
1914,D,0.344387754,8411.407473,-480.7016355
1915,D,0.637755102,9589.004516,-1707.744346
1916,D,0.561224488,9673.11859,-1168.439884
1917,D,0.688775512,8243.17932,-1166.848437
1918,D,0.420918367,9000.205992,551.5731555
1919,D,0.357142855,8537.578582,483.0674715
1920,D,0.420918367,7444.095613,1432.766243
1921,D,0.382653063,9000.205992,247.6161327
1922,D,0.344387754,10514.25934,66.84957246
1923,D,0.433673469,9336.662293,-1104.075948
1924,D,0.484693879,6434.726715,-886.7351695
1925,D,0.433673469,11313.34305,-602.8603453
1926,D,0.408163266,8747.86377,-568.4034773
1927,D,0.408163266,10850.71564,-669.2239797
1928,D,0.433673469,9000.205992,-1056.572168
1929,D,0.408163266,9210.49118,485.2650094
1930,D,0.484693879,10472.2023,-913.0935848
1931,D,0.369897961,7864.665984,496.0609238
1932,D,0.433673469,10346.03119,-182.9434486
1933,D,0.369897961,8958.148957,-1085.081136
1934,D,0.357142855,6939.411164,896.3741355
1935,D,0.395408164,5887.98523,1516.800893
1936,D,0.433673469,8916.091918,1236.648079
1937,D,0.242346938,8453.464508,553.6726742
1938,D,0.357142855,10892.77268,-763.365593
1939,D,0.331632652,9715.175629,1871.204591
1940,D,0.459183672,9168.434145,-160.5912637
1941,D,0.369897961,7738.494875,1120.24093
1942,D,0.267857145,9336.662293,369.902973
1943,D,0.344387754,7317.9245,1140.60528
1944,D,0.395408164,6476.783754,1555.748314
1945,D,0.459183672,10640.43045,-681.3156141
1946,D,0.420918367,10556.31638,-768.7589363
1947,D,0.510204082,10009.57489,-1198.750331
1948,D,0.625,10219.86008,-1724.333873
1949,D,0.510204082,9084.32007,-1324.566214
1950,D,0.573979594,9925.460816,-2170.517656
1951,D,0.688775512,10009.57489,-1296.005786
1952,D,0.637755102,9420.776367,-2054.663157
1953,D,0.433673469,8369.350434,-847.9910652
1954,D,0.420918367,8916.091918,1199.362758
1955,D,0.637755102,8453.464508,-2070.69139
1956,D,0.522959184,7402.038574,-1180.672561
1957,D,0.510204082,9420.776367,-1414.655632
1958,D,0.44642857,7317.9245,-1464.100441
1959,D,0.484693879,7444.095613,-669.3602191
1960,D,0.484693879,8663.749695,-775.9435746
1961,D,0.471938777,8916.091918,-1269.174367
1962,D,1.173469387,8916.091918,-1800.683284
1963,D,1.25,5257.129668,-1096.326063
1964,D,1.058673469,6560.897828,-2474.862243
1965,D,1.033163266,4584.21707,-1398.673392
1966,D,0.969387754,3154.277802,-1357.904451
1967,D,1.096938777,3280.448914,-2615.717283
1968,D,0.969387754,2691.650391,-1882.148838
1969,D,0.293367348,9925.460816,-746.0060523
1970,D,1.12244898,7948.780059,-1540.37469
1971,D,0.484693879,11397.45712,-3253.833857
1972,D,0.790816328,2649.593353,-1523.766179
1973,D,0.778061223,5383.300781,-1131.12879
1974,D,0.650510203,5509.471895,-2359.929343
1975,D,0.765306121,8958.148957,-1603.777341
1976,D,0.969387754,2607.536316,-1505.947229
1977,D,0.790816328,6645.011902,-1287.218763
1978,D,1.109693879,2439.308166,-1572.276213
1979,D,0.204081633,11103.05786,-312.0542833
1980,D,0.969387754,2691.650391,-1914.174561
1981,D,1.045918367,2733.707428,-1680.130753
1982,D,0.420918367,10388.08823,-1288.268526
1983,D,0.918367348,6392.66968,-703.3351004
1984,D,1.033163266,2313.137054,-1586.923434
1985,D,0.573979594,11313.34305,-1449.702183
1986,D,0.382653063,9378.719328,5.37384423
1987,D,0.408163266,10177.80304,-1121.694884
1988,D,0.255102039,10303.97415,250.4933006
1989,D,0.420918367,7906.723023,-167.5383589
1990,D,0.44642857,9925.460816,-1057.268734
1991,D,0.408163266,10135.746,1213.431091
1992,D,0.408163266,10598.37341,-1106.38708
1993,D,0.382653063,10346.03119,-336.2294747
1994,D,0.395408164,10093.68896,1238.917581
1995,D,0.408163266,10766.60156,-39.24662008
1996,D,0.471938777,10766.60156,-836.877116
1997,D,0.369897961,9336.662293,-144.4866455
1998,D,0.548469387,10598.37341,102.1893576
1999,D,0.49744898,9210.49118,-1548.063398
2000,D,0.420918367,10430.14527,-751.803057
2001,D,0.318877551,11018.94379,860.2872465
2002,D,0.344387754,10724.54452,328.8954862
2003,D,0.318877551,7486.152648,-312.368545
2004,D,0.306122449,10598.37341,-380.0980142
2005,D,0.344387754,9336.662293,-759.9339734
2006,D,0.382653063,2775.764465,974.8586844
2007,D,0.318877551,7822.608949,781.069693
2008,D,0.344387754,7317.9245,1410.498914
2009,D,0.382653063,8201.122285,746.7294707
2010,D,0.433673469,6392.66968,1132.18157
2011,D,0.331632652,11145.1149,1280.75307
2012,D,1.135204082,2397.251129,-1783.796381
2013,D,0.369897961,8411.407473,878.4639859
2014,D,0.408163266,9673.11859,1211.620013
2015,D,0.293367348,8285.236359,350.7213214
2016,D,0.369897961,7233.810426,859.9938023
2017,D,0.382653063,10724.54452,1157.463008
2018,D,0.344387754,9631.061555,1300.739227
2019,D,0.331632652,10177.80304,487.0753734
2020,D,0.369897961,9210.49118,715.4645656
2021,D,0.357142855,6434.726715,1240.037763
2022,D,0.344387754,10093.68896,438.479334
2023,D,0.369897961,9546.94748,510.2789719
2024,D,0.369897961,8747.86377,-1237.775872
2025,D,0.420918367,9294.605254,2063.180628
2026,D,0.306122449,10346.03119,1218.047495
2027,D,0.433673469,9757.232668,2213.621139
2028,D,0.408163266,6645.011902,492.4305582
2029,D,0.420918367,10051.63193,1619.269695
2030,D,0.510204082,10892.77268,688.5073781
2031,D,0.484693879,10051.63193,-276.2955436
2032,D,0.408163266,9084.32007,-604.564207
2033,D,0.395408164,8537.578582,-467.6799652
2034,D,0.382653063,9925.460816,-1169.291752
2035,D,0.293367348,10388.08823,-368.4645313
2036,D,0.344387754,8201.122285,884.2349883
2037,D,0.357142855,9378.719328,821.7618438
2038,D,0.318877551,6687.068938,1362.129454
2039,D,0.369897961,6602.954863,1119.058792
2040,D,0.408163266,9799.289703,-169.6384064
2041,D,0.331632652,5972.099305,385.9887943
2042,D,0.357142855,8747.86377,1157.482318
2043,D,0.382653063,7444.095613,781.9636438
2044,D,0.420918367,9042.263031,839.7768492
2045,D,0.369897961,7612.323762,633.8465629
2046,D,0.318877551,10682.48749,-586.2023492
2047,D,0.395408164,7948.780059,1000.940071
2048,D,0.420918367,10303.97415,852.9703766
2049,D,0.484693879,8369.350434,-1443.485856
2050,D,0.471938777,9883.403777,-709.0456703
2051,D,0.535714285,11018.94379,-1093.486967
2052,D,0.561224488,10051.63193,-574.0618504
2053,D,0.357142855,10346.03119,533.7686035
2054,D,0.535714285,7233.810426,-1198.826478
2055,D,0.408163266,9546.94748,-295.0429688
2056,D,0.357142855,8705.80673,1391.625845
2057,D,0.433673469,10430.14527,466.4530656
2058,D,0.344387754,10430.14527,-445.9365867
2059,D,0.395408164,8117.008211,1382.697502
2060,D,0.44642857,8705.80673,2488.185183
2061,D,0.395408164,9546.94748,386.2610096
2062,D,0.459183672,7696.437836,1365.002066
2063,D,0.433673469,7654.380797,1725.091333
2064,D,0.44642857,10051.63193,-368.5118073
2065,D,0.484693879,10640.43045,-1543.964663
2066,D,0.522959184,9504.890441,-731.9272988
2067,D,0.382653063,6602.954863,587.2557094
2068,D,0.369897961,8537.578582,1232.835745
2069,D,0.956632652,4289.817809,-1448.065568
2070,D,1.020408164,4794.502258,-1505.394289
2071,D,0.943877551,5677.700043,-746.0506805
2072,D,0.701530613,4079.532625,-2107.041828
2073,D,0.778061223,3574.848175,-1534.180081
2074,D,0.727040816,4163.646699,-1690.005817
2075,D,0.637755102,4289.817809,-2339.647104
2076,D,0.548469387,10051.63193,-1247.498442
2077,D,0.612244898,7275.867461,-2602.182836
2078,D,0.663265305,3532.791138,-1638.391064
2079,D,0.242346938,10724.54452,589.1218785
2080,D,0.676020406,10009.57489,-1013.900246
2081,D,0.522959184,7570.266723,-2383.848873
2082,D,0.688775512,9336.662293,-2926.839871
2083,D,0.420918367,8117.008211,-1124.658641
2084,D,0.637755102,8831.977844,-1447.760227
2085,D,0.484693879,7107.639313,-1423.996612
2086,D,0.471938777,9336.662293,-929.2192949
2087,D,0.612244898,10261.91711,-1421.386682
2088,D,0.561224488,9504.890441,-1237.83982
2089,D,0.484693879,11061.00082,-91.51361238
2090,D,0.369897961,7906.723023,-185.3174854
2091,D,0.49744898,7906.723023,-1203.60511
2092,D,0.459183672,7822.608949,-1419.667336
2093,D,0.357142855,9925.460816,1111.897268
2094,D,0.471938777,10556.31638,143.7874786
2095,D,0.573979594,9378.719328,-814.6420969
2096,D,0.433673469,9925.460816,-1043.099353
2097,D,0.382653063,10640.43045,-1118.468152
2098,D,0.420918367,8495.521547,-586.1867848
2099,D,0.44642857,8958.148957,1294.875996
2100,D,0.471938777,9420.776367,795.8396754
2101,D,0.408163266,11187.17194,-886.2729094
2102,D,0.357142855,7402.038574,1172.119618
2103,D,0.255102039,10640.43045,505.5946559
2104,D,0.306122449,9841.346742,1519.177563
2105,D,0.280612246,9168.434145,881.1741535
2106,D,0.395408164,7822.608949,1911.17726
2107,D,0.369897961,5467.414855,1089.934606
2108,D,0.395408164,7402.038574,1156.860844
2109,D,0.382653063,6056.213379,656.9645664
2110,D,0.369897961,9841.346742,601.837609
2111,D,0.357142855,7359.981535,919.0804402
2112,D,0.357142855,9673.11859,1224.777338
2113,D,0.267857145,9673.11859,559.9035395
2114,E,0.194760931,2146.715035,510.8233893
2115,E,0.202551368,2493.49208,569.672585
2116,E,0.17138962,2014.609495,913.3006761
2117,E,0.179180057,2625.59762,719.1319442
2118,E,0.210341805,1684.345643,447.7441713
2119,E,0.17138962,2394.412925,914.0497408
2120,E,0.155808745,1667.832451,742.9351253
2121,E,0.186970494,2361.386538,884.8083681
2122,E,0.194760931,2592.571235,530.1172002
2123,E,0.155808745,1750.398414,635.4842121
2124,E,0.233713117,1766.911606,96.95499629
2125,E,0.194760931,2377.899732,724.464436
2126,E,0.163599183,1965.069917,622.2919046
2127,E,0.17138962,2361.386538,1067.045957
2128,E,0.163599183,1568.753294,1145.315014
2129,E,0.202551368,1849.477569,930.2691311
2130,E,0.225922679,1849.477569,802.3938259
2131,E,0.202551368,2212.767805,1067.626629
2132,E,0.186970494,3682.441945,216.8592721
2133,E,0.179180057,1535.72691,820.0148106
2134,E,0.155808745,2774.216354,271.5119227
2135,E,0.186970494,2443.952502,654.7155275
2136,E,0.186970494,2080.662265,937.0515902
2137,E,0.17138962,2196.254613,605.3634396
2138,E,0.179180057,1865.990762,737.3217379
2139,E,0.202551368,2163.228229,288.9979716
2140,E,0.186970494,2410.926117,557.7012417
2141,E,0.17138962,1865.990762,730.1667873
2142,E,0.17138962,1766.911606,495.7080741
2143,E,0.179180057,2427.43931,831.1223161
2144,E,0.194760931,3087.967012,434.6015684
2145,E,0.202551368,1799.937991,524.6066577
2146,E,0.179180057,1899.017147,842.427098
2147,E,0.186970494,2609.084428,603.894092
2148,E,0.163599183,2031.122687,570.1545801
2149,E,0.155808745,1568.753294,463.1657839
2150,E,0.186970494,2311.846962,577.0949248
2151,E,0.163599183,1932.043532,647.4172558
2152,E,0.163599183,1436.647754,530.1116699
2153,E,0.148018308,1915.530339,932.721288
2154,E,0.155808745,1783.424799,347.1862836
2155,E,0.179180057,2295.333768,458.3450095
2156,E,0.194760931,1915.530339,880.9143472
2157,E,0.179180057,1899.017147,473.4359997
2158,E,0.202551368,2493.49208,883.0618649
2159,E,0.179180057,2262.307383,920.1046876
2160,E,0.179180057,1965.069917,552.712514
2161,E,0.155808745,2080.662265,727.6988368
2162,E,0.179180057,2295.333768,939.6668109
2163,E,0.155808745,2427.43931,869.5323319
2164,E,0.163599183,1899.017147,361.863367
2165,E,0.194760931,2972.374664,665.0051388
2166,E,0.163599183,1948.556724,687.1099925
2167,E,0.186970494,2229.280998,649.971379
2168,E,0.179180057,2625.59762,361.945429
2169,E,0.179180057,1849.477569,862.9169305
2170,E,0.179180057,2262.307383,595.2110914
2171,E,0.148018308,3187.046169,316.0827629
2172,E,0.186970494,2097.175457,542.5106433
2173,E,0.186970494,2047.63588,708.6964666
2174,E,0.17138962,2080.662265,526.5889822
2175,E,0.179180057,2179.74142,676.5378459
2176,E,0.163599183,1337.568599,840.6399026
2177,E,0.179180057,3104.480206,483.1802284
2178,E,0.186970494,2427.43931,1127.152116
2179,E,0.163599183,2196.254613,753.435902
2180,E,0.17138962,1882.503954,597.440235
2181,E,0.17138962,2047.63588,863.6150745
2182,E,0.155808745,1321.055406,723.5625472
2183,E,0.155808745,1288.029021,629.4304008
2184,E,0.155808745,1965.069917,455.9508313
2185,E,0.163599183,2031.122687,655.1865709
2186,E,0.194760931,3021.914242,402.672311
2187,E,0.163599183,1948.556724,746.5989468
2188,E,0.186970494,2361.386538,515.6863965
2189,E,0.179180057,2443.952502,763.5226459
2190,E,0.202551368,2724.676776,920.902863
2191,E,0.17138962,2229.280998,534.4078877
2192,E,0.179180057,3120.993397,335.1436604
2193,E,0.163599183,2196.254613,700.9385613
2194,E,0.155808745,2031.122687,607.0104942
2195,E,0.186970494,2510.005273,550.7390084
2196,E,0.202551368,1535.72691,477.2459406
2197,E,0.202551368,2295.333768,522.0791653
2198,E,0.186970494,1750.398414,700.5732597
2199,E,0.186970494,2080.662265,615.9793525
2200,E,0.17138962,1733.885221,609.7845817
2201,E,0.163599183,2427.43931,506.1551072
2202,E,0.17138962,3021.914242,525.6762287
2203,E,0.202551368,1981.58311,615.9101583
2204,E,0.163599183,2262.307383,942.2034354
2205,E,0.163599183,2955.861472,471.4748597
2206,E,0.17138962,1766.911606,98.06463681
2207,E,0.186970494,3038.427436,691.182589
2208,E,0.210341805,1783.424799,580.0078443
2209,E,0.14022787,1519.213717,850.2619779
2210,E,0.17138962,2229.280998,702.7904597
2211,E,0.17138962,3319.151709,260.885191
2212,E,0.202551368,2196.254613,649.4200833
2213,E,0.155808745,1651.319258,434.1673592
2214,E,0.155808745,1469.67414,816.2654181
2215,E,0.17138962,2592.571235,553.5666868
2216,E,0.186970494,2245.794192,670.8594299
2217,E,0.210341805,1667.832451,864.4167218
2218,E,0.202551368,1733.885221,695.085186
2219,E,0.202551368,1899.017147,586.9422773
2220,E,0.17138962,2031.122687,789.1704813
2221,E,0.194760931,2625.59762,452.6956449
2222,E,0.17138962,1155.923481,364.1693575
2223,E,0.186970494,1998.096302,706.1803143
2224,E,0.194760931,1238.489444,794.7870416
2225,E,0.194760931,1618.292873,903.3814491
2226,E,0.194760931,1981.58311,751.0486632
2227,E,0.194760931,2708.163583,654.145666
2228,E,0.210341805,1321.055406,647.339789
2229,E,0.210341805,2658.624006,679.3749227
2230,E,0.179180057,2229.280998,948.6630584
2231,E,0.163599183,2196.254613,373.2080135
2232,E,0.163599183,2724.676776,324.3271173
2233,E,0.186970494,1981.58311,962.6118755
2234,E,0.202551368,2245.794192,551.5941975
2235,E,0.186970494,1618.292873,1188.658686
2236,E,0.194760931,2212.767805,677.2065862
2237,E,0.186970494,1519.213717,838.6089756
2238,E,0.179180057,1502.700525,897.1055693
2239,E,0.194760931,2163.228229,1031.071137
2240,E,0.17138962,1585.266488,848.132234
2241,E,0.186970494,445.8561997,760.025302
2242,E,0.186970494,2675.137198,652.1095488
2243,E,0.179180057,3120.993397,608.9325048
2244,E,0.202551368,1700.858836,744.3267959
2245,E,0.202551368,1981.58311,698.6948429
2246,E,0.202551368,2790.729546,552.3722551
2247,E,0.202551368,2295.333768,688.5110353
2248,E,0.202551368,2592.571235,472.0854397
2249,E,0.17138962,2113.68865,872.1977229
2250,E,0.17138962,1188.949866,726.0587207
2251,E,0.210341805,2410.926117,529.8918495
2252,E,0.194760931,3319.151709,514.9215408
2253,E,0.17138962,1799.937991,850.1723387
2254,E,0.148018308,2790.729546,356.6732607
2255,E,0.186970494,2906.321894,491.1236612
2256,E,0.186970494,2493.49208,700.508973
2257,E,0.179180057,2097.175457,623.220331
2258,E,0.202551368,2163.228229,456.7670112
2259,E,0.194760931,3038.427436,535.1754618
2260,E,0.179180057,2988.887857,339.8651989
2261,E,0.17138962,1486.187332,993.5021695
2262,E,0.210341805,2840.269124,551.5001653
2263,E,0.194760931,2807.242739,602.8006221
2264,E,0.155808745,1783.424799,701.8290868
2265,E,0.194760931,1436.647754,1019.6974
2266,E,0.155808745,2113.68865,362.7415344
2267,E,0.194760931,2113.68865,903.0378371
2268,E,0.179180057,2229.280998,661.2654963
2269,E,0.202551368,1585.266488,825.7406615
2270,E,0.163599183,2427.43931,657.7127555
2271,E,0.163599183,1717.372029,779.7806914
2272,E,0.186970494,2196.254613,914.0334433
2273,E,0.194760931,2047.63588,608.6974808
2274,E,0.210341805,3996.192604,617.1132314
2275,E,0.163599183,1552.240103,860.3493486
2276,E,0.132437433,2493.49208,595.9482871
2277,E,0.17138962,2113.68865,795.5830417
2278,E,0.186970494,1899.017147,519.7261049
2279,E,0.17138962,2097.175457,743.3648388
2280,E,0.179180057,1981.58311,655.9535624
2281,E,0.210341805,1899.017147,1236.005991
2282,E,0.163599183,1684.345643,615.9396845
2283,E,0.179180057,1816.451184,719.0436773
2284,E,0.194760931,2229.280998,565.1615471
2285,E,0.210341805,2377.899732,600.3387709
2286,E,0.163599183,2212.767805,518.248163
2287,E,0.194760931,2278.820577,549.0524732
2288,E,0.163599183,1502.700525,614.0753334
2289,E,0.17138962,2691.650391,575.1716196
2290,E,0.186970494,1535.72691,787.4249448
2291,E,0.186970494,3418.230863,799.0194831
2292,E,0.202551368,2179.74142,808.5874543
2293,E,0.179180057,2658.624006,888.0090385
2294,E,0.186970494,2064.149072,490.1463517
2295,E,0.194760931,3104.480206,459.40765
2296,E,0.194760931,1998.096302,555.4788555
2297,E,0.17138962,1634.806066,615.0072063
2298,E,0.186970494,1750.398414,809.6612738
2299,E,0.194760931,875.1992067,792.2146448
2300,E,0.202551368,2410.926117,777.563185
2301,E,0.17138962,1502.700525,908.8450155
2302,E,0.186970494,1965.069917,1142.678231
2303,E,0.210341805,1932.043532,595.6542931
2304,E,0.225922679,1519.213717,957.805375
2305,E,0.17138962,2394.412925,488.5635725
2306,E,0.194760931,2262.307383,632.0104756
2307,E,0.179180057,1552.240103,722.7057845
2308,E,0.210341805,1948.556724,711.8238925
2309,E,0.186970494,1436.647754,1006.928855
2310,E,0.14022787,1387.108177,766.7664896
2311,E,0.186970494,2708.163583,848.5139537
2312,E,0.194760931,1535.72691,1011.60074
2313,E,0.179180057,1634.806066,889.9739689
2314,E,0.148018308,3005.401049,1099.918336
2315,E,0.179180057,2410.926117,1258.822169
2316,E,0.202551368,1899.017147,904.3567695
2317,E,0.202551368,1172.436673,865.294136
2318,E,0.210341805,2443.952502,387.4328587
2319,E,0.186970494,1799.937991,782.6384581
2320,E,0.186970494,2410.926117,632.3590198
