id,duration,frequency_range,direction
21,0.224943311,1205.859375,-107.7645405
21,0.224943311,2260.986328,-336.9477558
21,0.212244898,2444.018555,-251.7472763
21,0.212244898,1496.557617,6.020222313
21,0.194104308,1593.457031,-288.4901404
21,0.20861678,2045.654297,-217.0859791
21,0.2430839,2153.320313,-72.81556677
21,0.199546485,1410.424805,-344.0424829
21,0.195918367,2282.519531,-489.422142
21,0.212244898,1787.255859,-74.61054288
21,0.159637188,2508.618164,-435.0014719
21,0.143310658,2519.384766,-416.6455783
21,0.198820862,2411.71875,-328.9152273
21,0.219138322,2853.149414,-392.3084176
21,0.243809524,2454.785156,-277.3700217
21,0.207528345,2476.318359,-408.3880681
21,0.175600907,2325.585938,-225.4229084
21,0.195918367,1776.489258,-204.7833993
21,0.210430839,2465.551758,-119.2022708
21,0.222040816,2433.251953,-104.9052201
21,0.133514739,2616.28418,-300.2200522
21,0.243809524,2142.553711,-154.9401419
21,0.142222222,2400.952148,-560.7069477
21,0.25106576,1948.754883,-204.4154309
21,0.200272109,2465.551758,-494.4511245
21,0.142222222,2616.28418,-269.0278454
21,0.187210884,2637.817383,-288.9993882
21,0.203174603,2551.68457,-265.5150282
21,0.111746032,2573.217773,-499.5861298
21,0.146575964,2357.885742,-763.1706978
21,0.21478458,2637.817383,-362.762708
21,0.227845805,2099.487305,-149.0848407
21,0.191564626,2508.618164,-298.6453261
21,0.142222222,2508.618164,-194.2595652
21,0.146575964,2799.316406,-419.4343118
21,0.088526077,2648.583984,90.6744481
21,0.233650794,2282.519531,-232.8380234
21,0.133514739,2896.21582,-639.8993855
21,0.172698413,2422.485352,-644.914679
21,0.19446712,2497.851563,-289.2286653
21,0.187210884,2314.819336,-392.2052046
21,0.09723356,2357.885742,430.3338868
21,0.092879819,2217.919922,20.70907415
21,0.161088435,2422.485352,-535.771943
21,0.235102041,2034.887695,-249.8388689
21,0.091428571,1701.123047,312.972961
21,0.088526077,2067.1875,155.075141
21,0.104489796,2260.986328,45.0143751
21,0.09723356,2293.286133,-37.52630111
21,0.08707483,2304.052734,178.0964165
21,0.102108844,2594.750977,271.2972171
21,0.101587302,1302.758789,185.0614912
21,0.217687075,1927.22168,78.90224942
21,0.09260771,2088.720703,339.314753
21,0.121904762,1765.722656,97.45413646
21,0.114648526,1184.326172,502.0752661
21,0.245260771,1711.889648,-96.47412759
21,0.11755102,2433.251953,375.4375227
21,0.098684807,2390.185547,296.1043218
21,0.079773243,1830.322266,-371.7812443
21,0.108480726,2325.585938,-57.24809046
21,0.101111111,1636.523438,257.4251507
21,0.085623583,2885.449219,197.324401
21,0.178503401,2347.119141,-724.0670264
21,0.110294785,1798.022461,500.2066478
21,0.098888889,1378.125,340.3694346
21,0.096258503,1970.288086,400.7112978
21,0.126258503,1701.123047,219.1100756
21,0.17414966,2530.151367,-94.17820158
21,0.188662132,2239.453125,-272.6001084
21,0.111746032,1550.390625,-33.24715592
21,0.073378685,2045.654297,-81.40638897
21,0.090453515,2045.654297,39.66998336
21,0.121904762,2519.384766,275.5395237
21,0.104489796,2002.587891,178.6232565
21,0.09521542,2304.052734,-55.35028434
21,0.120453515,2476.318359,-112.304495
21,0.102086168,1937.988281,-92.87170857
21,0.104126984,2637.817383,73.51640452
21,0.096507937,1496.557617,468.5620064
21,0.041473923,2530.151367,-65.62290604
21,0.10845805,2045.654297,113.134681
21,0.078412698,2874.682617,-144.1697411
21,0.092539683,2400.952148,261.8307717
21,0.105283447,2562.451172,-127.2317029
21,0.114875283,2260.986328,-82.87025705
21,0.102494331,1733.422852,381.7960857
21,0.114852608,2336.352539,151.0045363
21,0.102108844,1733.422852,119.3251025
21,0.044648526,2637.817383,48.52204181
21,0.089319728,2433.251953,306.1348002
21,0.101519274,1679.589844,559.8118466
21,0.10845805,1937.988281,224.3664868
21,0.098911565,2530.151367,-170.8298664
21,0.114875283,1937.988281,-86.13098385
21,0.120657596,2411.71875,75.12666991
21,0.093696145,2487.084961,-238.9862697
21,0.099319728,2594.750977,269.8062288
21,0.110929705,2260.986328,26.5835298
21,0.094535147,1152.026367,407.3457242
21,0.111678005,2067.1875,152.8396986
21,0.110294785,2077.954102,118.1011221
21,0.102630385,1291.992188,191.5535002
21,0.09185941,2088.720703,164.1185036
21,0.073514739,1528.857422,272.9834016
21,0.092517007,2293.286133,-434.6336642
21,0.12122449,2702.416992,200.3217949
21,0.089342404,2239.453125,-286.7151882
21,0.057437642,2390.185547,199.2851035
21,0.092517007,2368.652344,-84.79892134
21,0.108480726,2293.286133,-72.85528907
21,0.096099773,2271.75293,426.0598515
21,0.108208617,2379.418945,-86.38188351
21,0.146780045,2659.350586,518.2406598
21,0.098888889,2153.320313,2.669834831
21,0.098911565,2917.749023,-250.9372713
21,0.119365079,1152.026367,554.4526439
21,0.098911565,2368.652344,-182.1501298
21,0.079750567,1981.054688,463.9859904
21,0.083015873,2325.585938,135.1093924
21,0.076575964,2013.354492,333.3181741
21,0.092517007,2174.853516,99.82473016
21,0.111678005,2067.1875,159.6191042
21,0.116825397,2153.320313,336.4423357
21,0.086145125,2131.787109,213.0726138
21,0.093038549,1399.658203,283.6839809
21,0.111655329,2433.251953,-90.78818007
21,0.159637188,2465.551758,-264.4793329
21,0.192290249,2573.217773,-137.2509411
21,0.186848073,2508.618164,-200.8593222
21,0.179591837,2444.018555,-509.3892669
21,0.257596372,678.2958984,-157.0683234
21,0.197732426,1528.857422,-256.3475137
21,0.204988662,2034.887695,-166.3702136
21,0.228571429,2260.986328,-6.274308939
21,0.273922902,893.6279297,-265.4417717
21,0.246712018,2024.121094,-74.0567358
21,0.170521542,2508.618164,-406.7656904
21,0.239455782,1614.990234,-62.82716635
21,0.201360544,2207.15332,-343.5166571
21,0.248526077,1367.358398,-187.5563399
21,0.270294785,1399.658203,-202.0072608
21,0.195918367,1894.921875,17.38912086
21,0.204988662,2239.453125,-180.7146343
21,0.292063492,1055.126953,-271.8454821
21,0.257596372,1033.59375,-220.9114107
21,0.204988662,2379.418945,-214.6756561
21,0.2430839,1571.923828,-61.34160894
21,0.150566893,2777.783203,-384.751333
21,0.197732426,1356.591797,-230.9641633
21,0.221315193,1830.322266,-206.1120708
21,0.17414966,2422.485352,-429.1829748
21,0.125170068,2659.350586,-185.5100645
21,0.275736961,1754.956055,26.22194028
21,0.188662132,2131.787109,-134.9888375
21,0.201360544,2196.386719,-293.8426973
21,0.273922902,1862.62207,-161.9932453
21,0.19047619,2077.954102,67.1294092
21,0.248526077,2282.519531,-233.1914414
21,0.215873016,1539.624023,-42.2394314
21,0.130793651,2465.551758,-19.97817502
21,0.092539683,2314.819336,-194.4701335
21,0.085260771,2196.386719,169.7412883
21,0.114852608,2583.984375,272.1253467
21,0.26122449,2217.919922,290.9542093
21,0.130816327,2519.384766,62.7341028
21,0.263038549,1776.489258,-287.6265982
21,0.137755102,2605.517578,164.2363538
21,0.103401361,2411.71875,232.9019045
21,0.121927438,2368.652344,-65.54158629
21,0.079818594,2508.618164,17.41623855
21,0.270294785,1571.923828,-158.2953908
21,0.082970522,2207.15332,-17.88892556
21,0.178662132,2540.917969,-170.3162036
21,0.203174603,1679.589844,-79.18969988
21,0.091632653,1098.193359,356.2762872
21,0.257596372,2024.121094,-250.7145849
21,0.272108844,1754.956055,101.9240255
21,0.060634921,2422.485352,-315.3300596
21,0.272108844,1862.62207,-124.05251
21,0.179591837,1733.422852,-28.44325648
21,0.108480726,2088.720703,109.6596312
21,0.183219955,1711.889648,-75.61916514
21,0.27755102,2067.1875,-105.1693819
21,0.10031746,2411.71875,236.609588
21,0.080680272,2239.453125,135.6091338
21,0.101587302,2024.121094,-41.29424512
21,0.099773243,2670.117188,103.3814922
21,0.116870748,2487.084961,110.8451541
21,0.248526077,1378.125,-182.8780972
21,0.203174603,2207.15332,-96.92841928
21,0.115124717,2637.817383,119.5312567
21,0.106825397,2756.25,-125.6843971
21,0.143151927,2293.286133,-210.4411706
21,0.267029478,2121.020508,-209.3444787
21,0.108843537,2034.887695,-111.0270939
21,0.142222222,2734.716797,-238.3598733
21,0.118049887,2497.851563,6.622831989
21,0.0769161,2454.785156,-112.1567797
21,0.147414966,2745.483398,-72.19951798
21,0.155306122,2702.416992,-181.6168147
21,0.242403628,1636.523438,-118.6379042
21,0.124716553,2508.618164,34.69521953
21,0.141405896,2325.585938,-147.6845049
21,0.137188209,2756.25,-15.70526543
21,0.242358277,1905.688477,-187.308612
21,0.16,2185.620117,-96.40295954
21,0.247913832,2002.587891,180.0012183
21,0.25829932,2153.320313,385.1012023
21,0.235102041,2142.553711,29.41239322
21,0.130612245,2648.583984,-120.8558165
21,0.114852608,2325.585938,-51.70689274
21,0.137188209,2519.384766,-108.4253471
21,0.265578231,1851.855469,-30.16567747
21,0.277188209,2540.917969,-50.08349036
21,0.137188209,2465.551758,-39.01649251
21,0.273401361,2077.954102,0.320156514
21,0.275736961,2185.620117,166.8411185
21,0.212244898,2121.020508,48.50784051
21,0.12893424,2508.618164,-43.52709356
21,0.233650794,1916.455078,-45.92554204
21,0.166099773,2605.517578,-23.71775071
21,0.108480726,2379.418945,106.715644
21,0.182857143,2142.553711,-371.1739161
21,0.162698413,2325.585938,-48.98194317
21,0.258321995,2121.020508,-143.2331954
21,0.265578231,1991.821289,-70.75761253
