Category,PCA_0,PCA_1,PCA_2,PCA_3
Contact,-1.852406321,-5.202722199,-1.291572075,-11.58172464
Contact,-2.528675377,-4.462473433,-0.696585668,-5.356973684
Contact,-4.818141754,-2.904414781,-8.016223145,-4.609725627
Contact,-1.596946151,-4.554887545,1.592415524,-9.222965264
Contact,-1.127262552,-3.576229162,-2.720269138,-5.329946854
Contact,-4.396109492,-5.914318934,-0.464536747,-2.757949197
Contact,-2.461635752,-2.843693164,-1.764008837,-6.880387717
Contact,-5.176397058,0.208529802,-4.772758491,-3.748998689
Contact,-7.187252186,-7.762658778,-6.42665532,-5.119662342
Contact,-7.259595294,-6.441977532,-8.38982677,-4.558735042
Contact,-9.871675584,-5.671052437,-7.134111014,-4.714263633
Contact,-5.948697041,-6.757566014,-3.879429261,-4.470153735
Contact,-8.416466176,-6.65450488,-5.315178641,-3.481404133
Contact,-4.95835546,-1.073547148,-4.023276869,-4.908785713
Contact,-8.801115362,-2.237074582,-7.682814883,-7.381521197
Contact,-8.766913601,-4.263545564,-4.551107072,-8.150945927
Contact,-9.67203025,-2.410976824,-3.238424708,-8.563514199
Contact,-12.08382722,-9.03909989,-3.419190312,-9.132323655
Contact,-7.810307055,-2.86336848,-4.579436791,-11.01115725
Contact,-9.596568759,-3.820987972,-6.866447673,-10.53133337
Contact,-10.56408571,-1.421035642,-7.215566241,-8.07661237
Contact,-12.99581943,-2.932942273,-7.350886993,-7.511158804
Contact,-10.55000351,-1.601549006,-3.280904047,-9.234587112
Contact,-12.38249438,-5.441839969,-0.346961527,-7.254978461
Contact,-10.46993763,-1.742809696,-2.025988391,-7.408573911
Contact,-12.18195711,-0.550879726,-4.617545239,-9.277401669
Contact,-11.23463108,-1.192628075,0.34913804,-7.445149796
Contact,-12.73324349,-3.617147943,-3.023757192,-9.30649229
Contact,-12.26660907,-2.833146978,-6.974482962,-9.721521146
Contact,-11.60863547,-1.534012671,-3.642519553,-5.766133369
Contact,-15.42782663,-3.332388043,-4.999871119,-5.476852167
Contact,-14.35886311,-2.746482771,-5.092845815,-4.972652096
Contact,-13.55336224,-5.388432551,-0.825309969,-4.861441177
Contact,-13.70955441,-2.640817421,-4.75483004,-5.418182553
Contact,-14.64862752,-5.72219235,-5.462707576,-3.240291474
Contact,-15.11756381,-4.215432128,-7.031994132,-4.43743914
Contact,-14.8705463,-5.561268855,-5.625935858,-4.76604157
Contact,-14.55294628,-4.456140201,-4.253297834,-5.457661535
Contact,-15.87544316,-6.492829843,-7.797973105,-4.191856035
Contact,-14.45669537,-2.69342175,-7.100223163,-5.954629035
Contact,-13.5780574,-2.933791498,-5.345868206,-5.471848202
Contact,-12.83255522,-1.838480779,-6.478577769,-8.4375099
Contact,-12.94966979,-3.436184839,-2.310185642,-8.25098228
Contact,-13.35583919,-4.005371322,-5.129211651,-8.486588077
Contact,-9.483047637,-2.710050212,-3.141650491,-7.215400192
Contact,-14.69718912,-3.150418864,-4.865228021,-6.209938518
Contact,-14.01644495,-4.080783818,-3.012375879,-4.647286228
Contact,-11.38296594,-3.280782151,-0.818052151,-6.946846092
Pleasure,0.950007679,10.38526474,6.184758385,1.735886026
Pleasure,-7.916504795,13.45451851,-8.822361691,0.435559129
Pleasure,6.041715866,17.33676161,4.595780418,-2.909284528
Pleasure,4.639664011,14.17437835,1.463628809,2.196271166
Pleasure,2.942010876,13.98019201,0.182882531,1.232449876
Pleasure,1.972652594,16.09005698,-2.402995057,0.450079346
Pleasure,6.448974707,13.17758887,6.203260323,2.099210188
Pleasure,-2.955749174,15.33004566,-4.819631729,2.114881452
Pleasure,5.252432934,12.83811733,5.794710756,7.156244136
Pleasure,0.498071617,19.16556114,-2.751189257,3.345217846
Pleasure,2.689315747,16.41922413,5.707115753,3.260076331
Pleasure,-4.377452357,19.03735446,-10.96012995,-0.295590148
Pleasure,0.430597163,16.81222142,-3.334113636,1.529607297
Pleasure,9.75927013,16.82979921,3.713565337,-1.359228681
Pleasure,5.504071406,18.20382272,-5.546690791,-1.776588623
Pleasure,5.110689016,13.46332935,-0.101534329,0.764939613
Pleasure,2.806823159,12.82318388,4.536502676,7.002755711
Pleasure,4.323883133,17.80348914,0.71735149,-2.95966794
Pleasure,5.086723828,17.541036,-1.678541051,-0.628405989
Pleasure,5.053920113,13.53066187,5.726336914,0.375050943
Pleasure,-0.349420813,7.935525851,0.719069015,10.18465504
Pleasure,3.368197508,13.04552467,3.012964538,3.642404476
Pleasure,7.621514372,12.09300624,5.138467367,3.291593189
Pleasure,6.844140432,14.00901154,4.124988025,5.645290382
Pleasure,-2.812417417,10.93123234,-9.37136083,0.93328134
Pleasure,3.510864376,15.29033659,-9.488268278,-3.653802803
Pleasure,6.212168251,16.88522094,-8.813199428,-0.317990293
Pleasure,5.472289862,11.93115441,4.267962233,3.436296126
Pleasure,3.754854663,14.92717169,0.421876672,3.220313952
Pleasure,0.527700277,11.20223492,-2.033945397,7.440045025
Pleasure,3.88415562,9.437302169,3.928343532,5.837804572
Pleasure,7.924551868,15.36502957,1.455495552,-3.861592588
Pleasure,7.444896823,16.87929669,1.763533969,-4.925968016
Pleasure,10.19253538,15.61336693,5.975641069,0.320867093
Pleasure,9.608507122,13.64173285,4.292105625,-4.550805548
Pleasure,6.935362638,14.46001505,4.91875201,1.182617671
Pleasure,11.74085194,12.21344949,6.542908493,0.207952241
Pleasure,11.56279941,16.12549186,7.701429989,-3.637046333
Pleasure,10.50871931,16.13251043,6.260839793,-4.741305105
Pleasure,12.35805587,17.51864123,6.532486442,-8.526586217
Pleasure,7.746951746,15.98343193,2.995539187,-5.583362606
Pleasure,11.3964521,15.7973025,7.076373646,0.682396622
Pleasure,12.77900196,15.02302113,7.245980508,2.445907748
Pleasure,1.47212362,18.86411545,-5.724129385,-0.179734684
Pleasure,13.43707676,15.76312863,4.489742537,-6.063055212
Pleasure,1.42320983,16.62872815,-2.286224413,-1.973774398
Pleasure,-1.952879373,17.04101614,-5.047558078,0.486177366
Pleasure,7.874169584,17.1118845,3.100151446,-5.740036242
Pleasure,5.709770737,14.08315949,5.556087582,2.488554497
Pleasure,11.72270173,17.75596742,7.651236007,-3.259565855
Pleasure,5.127245006,14.33910568,6.284599775,0.258485629
Pleasure,6.214676464,15.94293071,5.445826244,-2.922642352
Pleasure,3.064712663,16.73705952,-1.93359287,-3.10332273
Pleasure,8.593242008,15.72852782,11.02920099,-6.525070805
Pleasure,11.12332611,14.27359603,10.57012466,-2.68428772
Pleasure,2.936120306,15.6250843,-7.249001598,-2.369516371
Pleasure,16.21255331,8.799125801,15.98002487,-2.994942671
Pleasure,13.0264211,11.23741978,12.8673206,-1.426813979
Pleasure,14.02190552,17.08288478,9.792718376,-1.856516304
Pleasure,-0.170161081,14.40750074,0.62169237,0.374615804
Pleasure,1.411762208,14.97811718,3.280976506,3.166892044
Pleasure,1.309215055,16.65327588,2.671722294,3.145936502
Pleasure,0.90623976,15.46276789,2.549346124,3.455391999
Pleasure,-0.234844801,14.83342162,2.626270584,2.633651743
Pleasure,2.628344097,15.10820539,-0.009633998,-1.423508355
Pleasure,3.714858058,16.28446982,-1.105478852,-3.413324674
Pleasure,-4.239802496,11.78982225,-8.60944143,4.050434708
Pleasure,-3.957380953,14.11452246,-12.85788035,0.591462587
Pleasure,-4.793351102,11.61368729,-8.152662869,2.636938792
Pleasure,-5.855710989,14.41456869,-11.25689197,2.093685014
Pleasure,-3.917122912,14.71087691,-8.159176054,-0.241336145
Pleasure,-0.439037627,14.48854411,-7.157188907,-0.291502515
Pleasure,-1.30595805,14.61203654,-6.88568186,2.483089902
Pleasure,-2.494100379,16.47545452,-7.102549745,1.47957303
Pleasure,-2.775130738,13.66145096,-9.954158944,0.770362663
Pleasure,1.129406782,18.13264464,-3.246073068,1.621157107
Pleasure,-4.269169922,17.17690074,-14.24286358,-0.182144945
Pleasure,-1.735115001,11.75343625,-10.47726558,-0.18650066
Pleasure,0.320920172,14.2572423,-4.002425052,2.450321665
Pleasure,0.154691314,15.30101373,-2.699477727,2.725051744
Pleasure,1.183609624,11.7401252,0.828613629,4.420432911
Pleasure,4.314768834,15.26046941,3.665299928,-1.285965136
Pleasure,2.485525236,18.82003921,5.339326804,0.661698816
Pleasure,2.026531325,18.81925197,2.058131739,0.879303417
Pleasure,-2.318394265,17.58306326,-2.930026792,-0.244351678
Pleasure,-3.07322817,18.26894543,-7.112506302,-2.695088963
Pleasure,0.142701778,17.71857879,-1.690736412,-3.141648811
Pleasure,-6.674572498,15.834129,-10.12718968,-0.446234523
Pleasure,-7.726452439,13.65152737,-9.785962944,5.621018861
Pleasure,-8.039245527,15.31328957,-13.41085505,1.188988724
Pleasure,-5.638120528,15.47540897,-10.04881648,1.516994055
Pleasure,-3.694793293,14.65621176,-7.850352401,-1.092825533
Pleasure,-3.945027363,15.18700072,-8.450309297,2.581056595
Pleasure,1.441655479,16.42396207,0.425747099,2.460345126
Pleasure,0.983375338,16.17912352,-1.739745444,3.01670753
Pleasure,-0.745095681,13.53431181,-3.849234303,-0.028313716
Pleasure,-1.89470361,17.20614242,-12.26982679,-3.692710069
Pleasure,-3.979474274,16.94230272,-8.477916239,-2.342482244
Pleasure,-4.786912413,17.63513437,-8.843435103,-0.544387824
Pleasure,-0.094994834,13.48923211,3.320255529,2.099607867
Pleasure,-7.40267986,13.70346723,-8.447494216,3.036644201
Pleasure,-4.694654907,17.61250051,-5.260090268,0.18865535
Pleasure,-5.326457177,16.16315608,-3.61739228,2.343136275
Pleasure,-4.976334964,14.942029,-5.508685107,1.934924585
Pleasure,-7.457138155,17.28613106,-10.53291006,0.501406038
Pleasure,-5.573077973,16.36274519,-6.471598234,5.256456076
Pleasure,-9.68002325,12.55649855,-13.96159091,2.336467332
Pleasure,-7.39194552,16.03841624,-10.57876195,0.182174085
Pleasure,-6.65230614,15.72591218,-7.057897292,0.626576497
Pleasure,-3.091915528,14.24609909,-2.98110176,1.207785072
Pleasure,-7.676161951,13.55896265,-9.088758519,3.95903153
Pleasure,0.098955425,15.2530578,2.82263082,5.527280048
Pleasure,-5.912685977,16.54604953,-7.561034018,1.190118384
Pleasure,-7.400022979,11.6440573,-10.25578656,-0.382889046
Pleasure,-6.683245402,16.74297686,-8.552197568,-0.925335729
Pleasure,-0.783808569,17.09424353,-2.251721868,2.526875578
Pleasure,-4.395010961,16.46465239,-7.417310845,3.942744798
Pleasure,-2.452590831,14.97682274,-3.950664398,5.01490656
Pleasure,0.967525351,17.44959208,-0.698850305,-0.502934415
Pleasure,1.970771512,16.5173875,-2.70706659,-2.061260758
Pleasure,-0.095786736,16.23474572,-0.600817226,3.412943322
Pleasure,-2.656492702,17.1339252,-5.783721518,0.534996346
Pleasure,0.878615895,14.60902808,3.036076887,2.334448175
Pleasure,-3.03204395,15.19318392,-7.599038863,0.094733851
Pleasure,-3.774627889,17.42613455,-8.906336418,-3.067554733
Pleasure,-5.24389909,14.5327484,-8.627914423,0.46372657
Pleasure,-3.152972351,14.40439546,-10.42720012,2.736352713
Pleasure,-2.645580522,12.28513774,-6.413499357,4.331123943
Pleasure,1.11157069,17.04147752,-3.710780375,-3.025737812
Pleasure,-0.902489545,16.31226816,-4.807328577,-1.216483621
Pleasure,-3.66320651,15.46246571,-7.202322548,0.561942113
Pleasure,-1.725878423,15.32928592,-4.671514451,0.256461466
Pleasure,-9.876774803,16.16866295,-13.77265101,-0.264392321
Pleasure,-7.541628207,17.93262635,-10.27965453,0.945115237
Pleasure,-2.966689667,18.6208952,-3.736355118,1.195457991
Pleasure,-11.57074648,12.67480185,-12.73275442,2.689001749
Pleasure,-5.804843198,16.19135983,-7.524538277,2.868997267
Pleasure,-2.826953831,15.09904716,-7.14513243,-0.077035429
Pleasure,-8.834482224,14.68713107,-8.207690716,2.768065449
Pleasure,-3.834487464,15.33079113,-5.039013043,2.302330428
Pleasure,-6.174017843,13.71341841,-8.97729043,3.906239409
Pleasure,-0.800156837,17.78792855,-3.151545021,-1.303171816
Pleasure,-10.51777312,15.93888802,-13.11274231,1.294774736
Pleasure,-4.154175041,15.51784067,-7.372191028,1.023639608
Pleasure,-5.234505495,15.24397744,-10.25570366,-0.077054258
Pleasure,3.76950453,15.47165855,1.110128265,-0.816445249
Pleasure,0.883818478,13.8256067,-4.89897193,1.227417377
Pleasure,1.817578989,14.73104544,0.179417002,-0.89837955
Pleasure,-1.989335154,14.47379542,-8.277114881,-0.439156512
Pleasure,-6.734397045,14.82567296,-8.346231206,3.037253813
Pleasure,-5.549099489,17.32499016,-10.55346565,0.473734294
Pleasure,-9.034245406,12.4413568,-9.02583055,3.270531614
Pleasure,-2.248361176,15.82001515,-9.989267125,1.556798124
Pleasure,-3.797900828,14.52562283,-8.463575977,1.789702643
Pleasure,-4.335501557,15.75280719,-9.476177718,0.289111997
Pleasure,-9.095556504,15.51202742,-14.17265813,2.363028831
Pleasure,-7.819628308,15.56129579,-10.91647192,0.820879399
Pleasure,2.38112632,16.6868356,-0.72743059,0.087032911
Pleasure,1.176661898,18.31251581,-5.274923274,-4.91696898
Pleasure,-0.497663793,18.50976712,-2.803963671,-2.834833201
Pleasure,9.058649113,12.80833191,11.11151495,2.924252138
Pleasure,-3.586427266,17.57962404,-5.953654018,-0.002266735
Pleasure,0.776850092,15.90673199,0.147643441,3.105341647
Pleasure,0.303563275,17.97827581,-6.17403282,-1.318319807
Pleasure,-3.071052427,16.04600845,-7.523833486,2.331434913
Pleasure,2.784620872,17.45680388,-1.724884667,-1.305431578
Pleasure,-3.914410968,14.43161989,-7.329019874,0.79230802
Pleasure,0.144654984,16.03212361,-1.812666502,0.018045056
Pleasure,6.36680339,11.7445929,9.385631196,3.607358338
Pleasure,1.337616942,14.20089401,5.359714034,0.365690196
Pleasure,-1.477464902,14.89877841,-2.377704292,-1.821973254
Pleasure,2.508365914,15.56015559,-0.909059783,-1.798964434
Pleasure,-2.055476638,14.72588998,-4.454946381,-0.12198097
Pleasure,8.323959275,15.25165847,5.89122102,-1.627196365
Pleasure,7.140763198,12.9220623,1.716679384,-0.874543931
Pleasure,8.215185043,10.11510004,10.09102149,4.044751196
Pleasure,5.890013805,12.24226346,6.193103041,-0.415984901
Pleasure,11.94971322,11.83596343,11.69687062,-1.052592611
Pleasure,7.730009243,15.49725099,6.774613957,1.889029288
Pleasure,-0.758538837,9.8106659,-6.34020636,0.733371743
Pleasure,-4.059210896,12.35825546,-8.432893739,-0.030207895
Pleasure,9.43098532,13.74512557,9.261390819,0.351200617
Pleasure,3.126491499,12.45815131,2.592973853,1.660696145
Pleasure,7.292787521,14.22180395,3.771331144,-3.260079569
Pleasure,11.41481576,13.09613729,9.446756517,-1.56688523
Pleasure,15.18651947,16.3137565,13.01146037,-3.807904059
Pleasure,5.741992571,14.54113699,6.623153017,0.932864696
Pleasure,7.270054467,12.59536809,1.731502571,-2.146486512
Pleasure,-0.749841953,12.83456167,-3.294184944,0.368118019
Pleasure,-0.039869273,12.12991287,-0.482873533,0.946296646
Pleasure,0.313958127,10.392198,0.215818778,3.355628559
Pleasure,4.770165844,12.3195754,4.44925844,1.537402722
Pleasure,2.332291635,11.40855244,2.272876671,2.947049961
Pleasure,3.257811373,15.14743609,4.370193304,1.953319294
Pleasure,2.892331584,15.51112326,3.112761918,1.636844074
Pleasure,7.425639519,10.91954035,2.479369772,-1.868524313
Pleasure,10.83453048,12.31540641,7.833821223,0.193320404
Pleasure,10.05513531,11.8840725,7.786283183,2.133466572
Pleasure,7.48490428,12.90593591,5.768380884,0.091959203
Pleasure,6.976184672,11.09956926,5.972555802,1.745302211
Pleasure,3.879314105,15.20383116,3.360951573,1.631268091
Pleasure,-0.028482308,16.81934451,-0.393759657,0.90417572
Pleasure,1.967501404,13.73379801,2.442807519,0.890554052
Pleasure,13.65335238,13.27196666,16.62487513,0.828651005
Pleasure,-4.190744115,13.01233808,-4.06849311,-2.212001072
Pleasure,10.62237515,13.92863471,12.92042891,1.766635823
Pleasure,1.017890948,12.39714476,1.625410684,0.426458251
Pleasure,4.492755908,11.75828818,4.94271098,0.362132619
Pleasure,11.30130402,18.36451093,2.993567362,-7.788890728
Pleasure,11.03023987,15.0971309,3.303998961,-5.48301544
Pleasure,3.632089867,13.36424032,4.309498042,0.166812813
Pleasure,11.25654855,12.35403146,13.27271722,-1.297694432
Pleasure,4.146592269,11.34219248,-1.29946973,-1.420673947
Pleasure,4.826734427,12.76958901,0.568283433,1.111220141
Pleasure,2.060974497,11.46185045,1.488326628,2.054085825
Pleasure,2.574147662,17.51113498,-1.452840174,-4.152026548
Pleasure,-1.260506628,15.00607088,-0.635317053,2.636474661
Pleasure,4.655353867,11.13489952,2.172842471,-2.232383043
Pleasure,-0.894207308,16.23406706,-1.122998854,-0.528682626
Pleasure,-0.102696377,14.39745199,-2.539689233,-0.94662985
Pleasure,6.89993717,19.62392998,0.082469673,-7.435397128
Pleasure,7.872323525,16.26305351,6.188904672,-5.107748616
Pleasure,11.36455145,14.27402078,7.217513128,-6.126816595
Pleasure,10.34881825,16.16279304,9.227886333,-3.251927378
Pleasure,8.889397653,12.74012907,12.37411786,-0.490065061
Pleasure,11.2367227,15.97795317,13.73501163,-2.550044833
Pleasure,6.656667764,14.14880637,11.13149024,-0.190601533
Pleasure,9.079398263,17.1463491,11.88714419,-1.69345841
Pleasure,10.67197086,13.59460765,9.213745729,-2.994926656
Pleasure,8.547858165,16.33849378,7.457310275,-3.149555826
Pleasure,4.322930435,10.10731077,7.183295423,-2.078624106
Pleasure,8.960403391,13.81813989,10.70431971,-3.039710144
Pleasure,6.56588377,15.0283483,7.761122355,-0.963391631
Pleasure,6.37568176,10.89072414,9.434938415,1.885717634
Pleasure,14.95012165,14.00254278,18.94143735,-2.672648111
Pleasure,17.30293703,16.54235312,17.27076858,-5.507487072
Pleasure,13.09926393,12.26088067,15.29297228,0.716372682
Pleasure,14.19473065,15.51110006,13.22302576,-3.034971714
Pleasure,15.85209657,11.68293148,16.97255004,-2.0718122
Pleasure,10.54635964,9.622663427,11.33814971,1.337258074
Pleasure,8.489043788,18.13458076,1.190879725,-5.489882126
Pleasure,8.887649252,13.09351606,8.284083117,-0.825028283
Pleasure,5.746509782,16.33935925,3.004185217,-3.867275687
Pleasure,9.320107818,13.16692706,9.581873083,-2.837027849
Pleasure,8.829946953,9.391288848,11.71516944,2.038835568
Pleasure,7.917603558,12.99761123,4.963002564,-1.900957503
Pleasure,22.8165482,11.9576977,25.8373398,-0.974752643
Pleasure,19.67691755,10.68607791,21.86788963,1.878639792
Pleasure,26.17155039,8.26535882,29.16151317,0.117964586
Pleasure,24.03360687,9.401929142,26.023215,-0.77071073
Pleasure,18.81677901,-8.669537252,-4.21511427,5.535036989
Pleasure,18.32420039,-6.09647444,1.0942442,4.030924284
Pleasure,18.06924118,-10.92988779,-7.016346167,5.046091237
Pleasure,14.74267276,-8.228394577,-6.552177499,3.560866765
Pleasure,17.90159458,-6.180866078,0.095137608,3.230987833
Pleasure,16.43089945,-6.68771258,-5.222447151,3.244943953
Pleasure,20.63378412,-6.058583942,3.547756082,3.132790699
Pleasure,17.96598184,-7.415034718,-4.242486923,4.868870415
Pleasure,16.14079758,-9.411099073,-7.817336846,4.368657839
Pleasure,18.51954455,-7.624179931,-0.870394127,2.190410797
Pleasure,18.71865281,-8.381078523,-1.857666357,5.415941138
Pleasure,16.97216732,-7.65885668,-5.802232854,2.974852449
Pleasure,17.74419653,-6.526500562,-3.928321255,5.535596843
Pleasure,15.34228068,-6.20860248,-2.949995015,3.837065573
Pleasure,17.75613099,-6.17262166,-0.511758824,2.299136357
Pleasure,16.88501578,-8.602984835,-9.818883223,3.725330284
Pleasure,17.78981255,-9.282522302,-6.780945238,4.48472629
Pleasure,18.20400318,-6.226232518,-10.14488065,3.470565169
Pleasure,17.10623199,-7.96429912,-10.2909181,4.571862461
Pleasure,17.25028735,-4.868960324,-1.563685158,-0.306733804
Pleasure,18.02746266,-6.461599608,0.404878716,2.23667582
Pleasure,18.01479629,-6.454921812,-3.431250574,2.350161442
Pleasure,15.91395319,-4.046536967,-4.874216131,0.632349046
Pleasure,19.20547284,-6.938942425,-1.651835528,2.063918589
Pleasure,15.36651028,-7.15752353,-4.829811242,1.24279019
Pleasure,16.12333152,-2.155133895,-7.84641069,0.509025699
Pleasure,15.5866097,-5.429925785,-4.425473752,3.498278102
Pleasure,14.08159523,-3.838257126,-2.379324474,3.143976562
Pleasure,19.74053552,-7.130439188,-1.349670476,5.130857961
Pleasure,18.48921936,-5.742139534,0.540646204,4.054524973
Pleasure,19.0911166,-3.944538985,1.177622436,3.577077955
Pleasure,16.18997089,-9.306514687,-6.02957014,5.199764658
Pleasure,15.25279496,-5.478685678,-1.080835475,0.005666552
Pleasure,14.30616182,-8.745356675,-10.60498949,1.548315956
Pleasure,18.08787563,-7.400792808,-2.326568733,1.554807104
Pleasure,19.14074049,-8.827764124,-7.625600147,4.640405113
Pleasure,17.44934687,-8.226419562,-7.414885923,4.299440897
Pleasure,20.77370898,-7.192937724,1.169521261,2.714974475
Pleasure,13.27532744,-8.454444972,-7.359123298,4.69825064
Pleasure,16.70993482,-8.978087172,-11.71321887,4.902965987
Pleasure,19.45175198,-4.697030722,-4.969102398,1.567930405
Pleasure,16.10920654,-6.110347724,-12.19692547,-1.010579751
Pleasure,17.85862278,-5.39087734,-1.776671658,2.810912698
Pleasure,16.19863238,-7.139669804,-8.837142509,2.375219666
Pleasure,18.72190843,-5.921142632,-0.193171932,4.456337182
Pleasure,17.86255909,-2.379363378,-1.461300417,1.467165699
Pleasure,10.91307497,-1.064194745,-13.13386731,-2.17868952
Pleasure,19.67761324,-6.968743831,-0.041782285,2.597873282
Pleasure,17.22856672,-3.768320822,0.113998368,2.021582179
Pleasure,16.30668413,-5.420133859,1.135946366,2.728983949
Pleasure,20.97818397,-5.19428612,-2.750009971,5.766747135
Pleasure,18.57468451,-5.607079948,2.834901971,4.92498153
Pleasure,21.30888212,-7.863302817,-0.047292475,6.516350493
Pleasure,16.65279478,-5.446032517,-4.242284656,4.465847254
Pleasure,12.32040648,-4.452871042,-9.484614609,0.664490615
Pleasure,12.63798736,-6.25257223,-7.467808268,-0.577306879
Pleasure,11.18827252,-2.269972534,-3.168010201,-1.164125162
Pleasure,17.70145771,-4.242355593,1.040559446,2.577847245
Pleasure,18.10416842,-6.50792355,-2.866547379,4.761649897
Pleasure,18.8947588,-5.811177911,-3.165567382,2.201557535
Pleasure,17.89419326,-6.015188624,-5.509164606,0.620648052
Pleasure,15.88377228,-3.459030186,-3.930045274,0.391893227
Pleasure,18.65135674,-5.583299722,3.905033075,2.421246456
Pleasure,18.32982461,-5.821994514,-2.873911472,2.937297097
Pleasure,16.5811992,-6.578928692,-2.375040661,1.924233671
Pleasure,17.85579839,-6.965377554,2.335958432,2.90005794
Pleasure,14.35415016,-4.82518379,-4.082000478,1.997166547
Pleasure,15.04742273,-6.949340591,-6.053230924,4.906376989
Pleasure,13.75194104,-4.615022565,-4.057205809,2.179978015
Pleasure,13.86797931,-5.545402333,-11.38749217,3.644475878
Pleasure,14.55395972,-0.974434114,-2.740455432,0.744662506
Pleasure,15.13339548,-4.586269631,-6.150754097,0.591322483
Pleasure,14.23942038,-2.55451623,-2.91920302,1.969210733
Pleasure,16.72279319,-5.315405477,-9.115071399,4.096482062
Pleasure,19.31807153,-5.427969776,-0.03009245,4.6244173
Pleasure,15.17326755,-7.6727071,-6.913216056,4.490141691
Pleasure,18.59648221,-6.461685234,2.283781852,5.046098807
Pleasure,16.53381889,-6.825508317,-1.561809447,2.53985972
Pleasure,13.62811811,-5.396490366,-12.08472612,2.516373115
Pleasure,16.18323236,-5.383841535,-2.182750795,2.784806142
Pleasure,18.62979525,-4.721785822,0.361093544,3.720059811
Pleasure,16.80517952,-7.765749456,-4.089097771,3.152945302
Pleasure,15.00548134,-5.216088601,-2.38914665,0.90459936
Pleasure,15.53881216,-6.283236174,-7.513448903,3.444211821
Pleasure,16.14060021,-6.876028151,-5.677187218,6.491934601
Pleasure,19.30589801,-9.549439748,-1.944762667,5.033577209
Pleasure,19.29096958,-6.880247741,2.933582447,2.718755302
Pleasure,14.35212607,-5.815187032,-8.63058834,4.044640296
Pleasure,19.47683681,-6.170058998,-0.024108165,2.006524068
Pleasure,19.75966125,-7.273115849,2.901257993,5.201005481
Pleasure,17.08736656,-7.882221453,4.069212845,3.76341605
Pleasure,20.91199472,-5.973862508,5.906414898,2.305060262
Pleasure,19.94316517,-5.296523858,4.639030912,2.108817481
Pleasure,20.17512237,-7.561665408,1.849089359,4.66737337
Pleasure,17.17442218,-6.350380151,-3.009408381,4.573688077
Pleasure,16.22980935,-4.314425577,1.617889591,3.7211848
Pleasure,16.81185275,-7.583932386,0.061709978,5.299918306
Pleasure,18.28005013,-5.530001185,1.836682587,3.420692255
Pleasure,15.67181254,-6.142433187,-1.680804784,-0.481276583
Pleasure,18.17861303,-9.477853668,-7.931725448,3.61913899
Pleasure,17.58370823,-7.197058052,-1.761832433,3.881707234
Pleasure,16.82133918,-3.201224345,1.126234505,-3.805519828
Pleasure,21.15829123,-7.204654059,3.285488915,5.20496923
Pleasure,13.8712918,-7.865602162,-6.91247288,4.337282158
Pleasure,16.58874998,-5.056758306,0.465331715,2.124277583
Pleasure,16.1736455,-6.124294899,-6.329429757,3.836725664
Pleasure,21.12116861,-5.307882545,6.844928836,2.694258321
Pleasure,18.19557012,-6.442420034,0.226651357,4.34335952
Pleasure,18.11968525,-6.681501988,4.272734346,3.910370286
Pleasure,19.96139179,-7.130791494,0.593413816,1.932131242
Pleasure,17.83738044,-6.958810631,1.550303596,2.417239603
Pleasure,17.03267988,-6.556104421,-3.772180405,3.675525266
Pleasure,18.35167418,-6.078189251,-2.02958935,2.668147651
Pleasure,17.26224547,-5.976237535,0.158819206,5.021765304
Pleasure,17.81091649,-8.576949291,-3.957826526,2.381390259
Pleasure,19.07151501,-6.905610297,-2.856719616,5.904967031
Pleasure,18.35922631,-4.707520576,-0.913861208,3.739020897
Pleasure,16.59514589,-5.740631678,-4.813816192,4.276785178
Pleasure,20.15066923,-6.688511137,3.970636041,3.73718716
Pleasure,20.14576464,-6.660021467,1.861292235,6.049558806
Pleasure,16.38559627,-5.286484268,-5.047459402,2.018450766
Pleasure,15.84036738,-8.780471361,-2.235189937,3.102780486
Pleasure,18.67253366,-10.76096146,-2.919193331,2.913309327
Pleasure,17.45569508,-8.279514904,-4.464053183,5.021933999
Pleasure,18.17662912,-5.753978287,1.398006502,2.396254237
Pleasure,18.14080592,-5.934679914,0.674932938,2.513441461
Pleasure,17.76306275,-5.839128131,5.838701103,1.551756455
Pleasure,20.39874433,-5.11281852,3.601693513,1.899976933
Pleasure,16.91653041,-7.699509614,-3.749254832,0.874434151
Pleasure,22.0911409,-5.02276874,7.431975241,1.090407419
Pleasure,13.96015906,-5.388047862,-5.670590907,1.581438663
Pleasure,18.71505244,-7.835563735,7.393309107,1.715601252
Pleasure,20.73128925,-9.076704929,1.009487866,2.885951726
Pleasure,17.6397833,-8.022554071,0.930306568,3.964056924
Pleasure,12.92909994,-6.849657149,-2.680450097,2.983274484
Pleasure,12.40412904,-2.845335897,-6.159371967,-0.991940846
Pleasure,13.73891515,-5.346802896,-4.686915049,1.40539065
Pleasure,9.911343556,-2.265871696,-7.6622214,-2.397464586
Pleasure,16.04548325,-3.344227142,-2.273383193,1.410383491
Pleasure,14.24933621,-5.810533095,-1.898152142,2.038304193
Pleasure,12.89932621,-5.171799826,-6.935295377,1.536411094
Pleasure,16.09519516,-4.732698282,5.285709619,1.087498624
Pleasure,16.83300147,-5.308287443,0.329899493,3.225931816
Pleasure,16.66657923,-6.566721155,-1.895391078,2.165902082
Pleasure,14.89889684,-5.745730093,-3.577720551,1.126074578
