duration_scaled,frequency_change_scaled,direction_scaled
0.203,2088.505,99.928
0.221,1728.418,-75.467
0.179,1908.461,-30.68
0.155,1737.42,-260.687
0.203,2961.716,-395.269
0.203,1710.413,49.907
0.191,1818.439,-170.515
0.24,1737.42,-136.709
0.2,1746.422,-15.352
0.167,1656.4,-132.272
0.194,1737.42,-96.261
0.218,1944.47,-342.453
0.176,1512.365,74.031
0.152,1944.47,59.655
0.228,1782.431,-79.506
0.197,1971.476,-122.102
0.197,1737.42,31.623
0.209,2178.526,-261.686
0.146,1620.392,44.19
0.155,1737.42,102.113
0.231,1827.442,134.721
0.252,1395.337,-18.927
0.258,1809.437,-122.189
0.14,1782.431,240.075
0.188,1683.407,-370.695
0.146,1836.444,-0.707
0.182,1935.468,-287.226
0.179,2178.526,-108.005
0.179,2016.487,-55.145
0.218,1917.463,-21.489
0.179,2106.509,-216.558
0.231,2007.485,62.254
0.14,1701.411,-17.711
0.103,1566.378,55.151
0.143,1467.355,129.134
0.17,1701.411,-20.103
0.109,2052.496,-181.882
0.185,1674.405,-29.021
0.137,1710.413,-116.149
0.167,2079.502,-22.578
0.124,1404.339,-97.317
0.127,1404.339,-88.094
0.109,1296.313,-64.516
0.167,1827.442,89.881
0.115,1530.37,30.028
0.149,1899.459,13.816
0.118,1674.405,-118.733
0.146,2097.507,125.235
0.152,1656.4,91.102
0.179,1836.444,202.708
0.212,1809.437,86.718
0.127,1881.455,-13.129
0.127,1440.348,62.884
0.13,1935.468,-48.358
0.155,1935.468,466.846
0.17,1818.439,112.669
0.155,1836.444,-93.029
0.206,2025.489,163.744
0.106,1620.392,-97.35
0.121,2025.489,279.753
0.124,2043.494,96.838
0.209,2124.513,-232.072
0.14,1836.444,25.654
0.106,1971.476,-4.835
0.109,2232.539,154.078
0.14,1566.378,214.598
0.173,1827.442,-146.706
0.058,2079.502,33.942
0.167,1890.457,-86.648
0.14,1989.481,-182.297
0.091,2043.494,-101.12
0.194,1611.389,56.352
0.197,1296.313,-5.673
0.164,2007.485,88.327
0.197,2232.539,131.291
0.203,1818.439,270.789
0.185,2187.529,-121.247
0.133,1908.461,-77.785
0.14,1863.45,121.895
0.158,2169.524,268.735
0.194,1620.392,-262.755
0.149,2088.505,-105.046
0.224,1899.459,-403.8
0.143,1638.396,148.686
0.097,1854.448,271.319
0.152,1773.429,115.95
0.133,1881.455,6.017
0.231,1674.405,-49.828
0.121,1980.479,-187.525
0.215,1782.431,178.954
0.197,1584.383,-19.639
0.152,1908.461,34.828
0.17,1773.429,-171.21
0.14,1395.337,137.348
0.106,1629.394,108.254
0.206,1809.437,-247.818
0.14,2358.57,332.611
0.143,1809.437,153.798
0.1,1764.426,-8.883
0.146,1845.446,-102.521
0.13,1494.361,249.946
0.191,1899.459,-106.395
0.109,2331.563,-87.308
0.112,2106.509,232.536
0.237,2088.505,-235.867
0.146,1692.409,-1.189
0.118,2421.585,88.916
0.106,2070.5,93.809
0.137,1935.468,63.827
0.137,1521.368,-143.02
0.133,2241.542,114.961
0.115,1458.352,233.444
0.164,1764.426,40
0.173,1584.383,19.594
0.115,1836.444,44.21
0.176,1539.372,-161.112
0.118,2142.518,32.338
0.146,1935.468,146.105
0.206,2016.487,-58.63
0.088,1512.365,150.063
0.224,1854.448,-9.959
0.14,2016.487,234.401
0.152,2484.6,-68.187
0.143,1494.361,-7.241
0.215,1863.45,88.77
0.173,1782.431,263.825
0.143,1962.474,93.702
0.24,1863.45,-226.111
0.112,2574.622,233.688
0.109,2061.498,-57.058
0.14,1188.287,-214.821
0.121,1737.42,120.287
0.127,1215.294,16.948
0.209,1647.398,-179.784
0.137,2511.607,116.656
0.1,1935.468,27.584
0.203,1719.415,-175.489
0.194,1746.422,-191.938
0.206,1764.426,-152.827
0.109,2304.557,200.241
0.121,2106.509,157.674
0.212,1791.433,126.472
0.209,1935.468,-493.546
0.249,1890.457,-33.083
0.246,1656.4,-258.678
0.234,1836.444,-133.654
0.185,1782.431,-151.608
0.246,1440.348,-211.623
0.2,1845.446,120.866
0.206,1953.472,-140.298
0.243,1908.461,-242.692
0.167,2034.492,210.725
0.231,2043.494,-107.215
0.197,1908.461,-152.107
0.191,1764.426,292.697
0.249,1485.359,-159.714
0.243,1872.452,-273.431
0.206,1530.37,-384.52
0.212,1701.411,-258.196
0.221,2043.494,-0.021
0.237,1710.413,29.737
0.194,2034.492,-269.787
0.224,1494.361,-353.452
0.218,2016.487,-1.936
0.173,1782.431,311.512
0.218,1827.442,-56.038
0.243,1845.446,-131.354
0.221,1809.437,-85.225
0.164,1836.444,120.85
0.146,2079.502,46.836
0.182,1818.439,154.306
0.203,1782.431,-271.765
0.209,1764.426,-14.158
0.234,1755.424,-39.6
0.215,1953.472,32.032
0.212,1854.448,-64.558
0.215,1863.45,-321.476
0.249,1701.411,-514.44
0.237,1701.411,-12.355
0.234,1782.431,5.32
0.221,1953.472,-224.507
0.264,1422.344,-102.329
0.224,1818.439,-157.727
0.221,1557.376,-152.525
0.252,1899.459,-188.189
0.158,1692.409,12.08
0.221,1701.411,4.323
0.249,1989.481,-103.379
0.212,1818.439,-250.747
0.215,1629.394,-251.432
0.224,2106.509,81.319
0.194,2034.492,54.307
0.173,1953.472,-73.609
0.234,1755.424,-473.367
0.249,1728.418,-272.699
0.234,1674.405,-87.194
0.206,1953.472,-294.709
0.212,1854.448,-320.659
0.252,1935.468,-71.002
0.228,1575.381,-228.455
0.194,1485.359,-142.507
0.13,2205.533,-44.83
0.267,1602.387,-136.195
0.127,1908.461,380.091
0.185,1998.483,421.609
0.171,1980.479,327.618
0.173,1791.433,56.129
0.203,2007.485,-53.193
0.109,2142.518,-146.056
0.27,2178.526,84.278
0.252,1755.424,-206.237
0.17,1737.42,74.604
0.209,1854.448,-161.099
0.255,2304.557,-366
0.155,1908.461,-60.414
0.209,1953.472,167.814
0.179,1845.446,-107.043
0.179,1638.396,65.981
0.2,2007.485,-51.411
0.138,2043.494,245.934
0.218,1935.468,153.888
0.176,1782.431,274.81
0.164,1710.413,37.972
0.221,1728.418,-13.256
0.109,882.213,162.041
0.164,1314.318,261.711
0.135,1917.463,109.668
0.133,1242.3,57.046
0.14,1683.407,151.496
0.215,1845.446,-219.823
0.221,1782.431,-401.33
0.224,2061.498,578.849
0.221,1566.378,-99.775
0.215,1755.424,187.402
0.073,1881.455,9.741
0.279,2097.507,56.878
0.249,1863.45,22.96
0.197,1953.472,200.271
0.27,1539.372,67.192
0.218,1548.374,45.824
0.133,1665.402,193.152
0.206,1422.344,9.221
0.24,1962.474,-42.416
0.084,1989.481,2.291
0.2,1710.413,-332.357
0.234,1782.431,127.871
0.221,1719.415,-84.703
0.185,1548.374,1.793
0.212,2016.487,-38.784
0.121,1836.444,-225.832
0.073,1782.431,-27.027
0.139,1998.483,180.48
0.139,2583.624,171.562
0.131,1584.383,156.732
0.145,2088.505,57.428
0.134,1935.468,129.5
0.147,2106.509,296.433
0.161,1755.424,166.053
0.175,2160.522,50.578
0.12,1935.468,103.575
0.123,2061.498,-21.95
0.104,1629.394,33.711
0.153,2151.52,126.304
0.126,2016.487,51.321
0.131,1764.426,217.789
0.12,1944.47,-11.392
0.172,2025.489,77.985
0.079,2376.574,-26.931
0.161,1881.455,-182.075
0.115,1863.45,32.494
0.137,1413.342,142.603
0.12,1611.389,137.89
0.131,2097.507,117.941
0.197,1827.442,-45.99
0.082,2178.526,-78.683
0.09,1782.431,108.234
0.128,1620.392,87.333
0.15,2169.524,166.89
0.126,1602.387,99.477
0.109,1998.483,40.896
0.137,1935.468,143.581
0.126,1863.45,226.005
0.142,2484.6,-95.659
0.131,1710.413,325.024
0.123,1719.415,-279.202
0.101,1548.374,169.729
0.145,1827.442,-78.161
0.128,1890.457,117.763
0.161,2448.592,118.538
0.115,1845.446,79.504
0.137,2043.494,37.276
0.15,2241.542,138.804
0.131,1314.318,346.384
0.117,1836.444,84.842
0.109,1656.4,286.169
0.147,1467.355,156.658
0.076,1935.468,3.408
0.153,1746.422,-164.124
0.117,1737.42,65.992
0.137,2250.544,-13.741
0.115,1890.457,-90.135
0.172,2187.529,-195.916
0.156,1998.483,153.67
0.12,1638.396,101.851
0.161,1989.481,70.024
0.134,2043.494,233.709
0.142,1530.37,-29.978
0.197,1710.413,-275.334
0.137,1926.465,-24.547
0.237,1782.431,-211.661
0.228,1953.472,-366.69
0.197,2007.485,4.627
0.131,1899.459,146.563
0.133,2394.579,56.864
0.212,1620.392,-244.945
0.115,1809.437,94.763
0.142,1692.409,2.884
0.145,2088.505,209.582
0.139,1737.42,-17.251
0.121,2385.576,16.376
0.128,1791.433,154.468
0.254,2079.502,93.709
0.115,1701.411,185.888
0.127,2025.489,83.19
0.112,2052.496,1.499
0.066,1818.439,142.907
0.131,1854.448,280.827
0.169,2169.524,-49.957
0.098,1935.468,45.691
0.123,2025.489,57.162
0.126,1791.433,81.741
0.112,1890.457,-89.999
0.164,1620.392,209.166
0.234,1665.402,122.365
0.124,2034.492,-31.988
0.079,1944.47,-92.29
0.224,1755.424,-130.657
0.126,1962.474,101.001
0.127,1773.429,329.605
0.101,1971.476,44.747
0.221,2088.505,-138.933
0.13,1890.457,36.132
0.139,2052.496,159.689
0.093,2241.542,-80.127
0.112,2034.492,77.529
0.115,1782.431,243.096
0.197,2340.566,-270.031
0.123,1593.385,166.287
0.221,1962.474,-112.903
0.228,1872.452,-87.662
0.17,2286.553,-134.032
0.121,2250.544,-53.324
0.177,2133.516,-17.072
0.2,1728.418,-81.181
0.127,1665.402,191.003
0.139,1935.468,118.632
0.101,2070.5,-12.192
0.112,1863.45,91.619
0.134,2061.498,-62.173
0.098,1638.396,19.871
0.24,1674.405,-244.747
0.134,1611.389,431.564
0.123,1710.413,-71.378
0.18,2106.509,61.775
0.149,1899.459,76.315
0.147,1872.452,-83.332
0.115,2205.533,-30.1
0.128,2232.539,296.775
0.202,2052.496,-225.216
0.133,2007.485,-120.998
0.209,1953.472,38.622
0.143,1737.42,83.317
0.167,1890.457,20.321
0.167,1737.42,73.192
0.167,1701.411,-11.442
0.2,2070.5,-152.883
0.179,1656.4,-159.177
0.164,2493.603,-62.669
0.118,2322.561,15.562
0.176,1692.409,-197.573
0.127,1800.435,46.789
0.228,1656.4,-212.007
0.137,1845.446,237.881
0.1,1647.398,117.968
0.17,1989.481,-59.263
0.203,1683.407,-154.706
0.121,1584.383,91.51
0.149,2232.539,-45.147
0.127,2097.507,287.846
0.237,1836.444,54.548
0.176,1692.409,-49.392
0.161,1638.396,-211.587
0.118,1998.483,16.47
0.1,1908.461,-171.972
0.182,1782.431,83.582
0.176,1764.426,30.33
0.17,1755.424,-59.658
0.091,1863.45,-2.443
0.218,1737.42,74.563
0.2,1782.431,-1.889
0.218,2106.509,-22.102
0.234,1926.465,66.587
0.155,1854.448,213.736
0.188,1800.435,-82.575
0.218,1566.378,-67.619
0.218,2034.492,-165.428
0.17,1845.446,15.893
0.146,1809.437,-6.425
0.155,2034.492,3.487
0.112,1890.457,19.751
0.185,1809.437,-107.861
0.203,1521.368,-32.393
0.2,1836.444,204.669
0.143,2124.513,23.451
0.152,2070.5,146.906
0.13,2277.55,-237.239
0.161,2259.546,-4.813
0.212,1791.433,148.127
0.194,1791.433,147.293
0.133,1791.433,129.41
0.13,2205.533,57.475
0.127,990.239,-0.049
0.146,1755.424,-78.972
0.179,1377.333,-148.703
0.206,1809.437,-71.102
0.206,2286.553,-78.08
0.17,1998.483,112.282
0.191,1917.463,-116.848
0.24,1890.457,-125.508
0.212,1674.405,35.977
0.143,1836.444,-111.533
0.115,2286.553,-136.089
0.149,1872.452,102.783
0.185,2313.559,-54.688
0.2,1809.437,324.153
0.203,2007.485,-32.386
0.185,1800.435,-36.222
0.24,1755.424,91.366
0.158,1899.459,-149.95
0.252,1575.381,-64.601
0.212,1764.426,-136.97
0.182,1683.407,162.409
0.173,1854.448,139.44
0.206,1908.461,-113.085
0.224,2070.5,131.601
0.224,1773.429,117.543
0.203,1809.437,222.499
0.218,1557.376,-17.102
0.2,1809.437,-201.937
0.221,1818.439,-3.536
0.173,2124.513,227.869
0.237,1953.472,-292.974
0.176,1818.439,-33.874
0.237,1890.457,-37.422
0.115,1863.45,-125.396
0.243,1791.433,85.603
0.209,1782.431,-125.933
0.182,1692.409,244.078
0.255,1863.45,-154.54
0.164,1944.47,-90.995
0.209,1791.433,-166.248
0.161,2358.57,-157.447
0.179,1674.405,-25.866
0.218,1836.444,-18.116
0.155,1917.463,109.65
0.179,2457.594,-40.311
0.2,1989.481,38.746
0.188,1656.4,21.869
0.152,2088.505,15.948
0.231,1422.344,192.302
0.221,1827.442,216.143
0.167,1944.47,-7.594
0.228,2493.603,-90.504
0.231,2034.492,-326.22
0.212,2502.605,-310.294
0.185,1827.442,-84.844
0.218,1314.318,7.942
0.167,2016.487,-155.174
0.212,1548.374,-84.49
0.234,1746.422,-125.187
0.206,1557.376,-194.045
0.221,1809.437,-362.493
0.161,1737.42,-25.274
0.212,1998.483,-386.103
0.243,1332.322,-317.036
0.234,1827.442,-211.32
0.221,2016.487,-259.106
0.167,1800.435,70.144
0.249,1503.363,-137.088
0.252,1422.344,16.646
0.143,1926.465,-47.863
0.255,1458.352,-115.553
0.203,1755.424,-122.776
0.176,1818.439,272.781
0.209,1413.342,83.552
0.2,1989.481,263.076
0.206,1467.355,3.085
0.237,1926.465,18.856
0.173,1908.461,-212.824
0.206,2340.566,-408.527
0.24,1611.389,-284.875
0.215,1503.363,-342.104
0.158,1710.413,-137.912
0.231,1890.457,-186.178
0.173,2016.487,33.029
0.243,1350.326,-52.225
0.237,2025.489,-42.359
0.121,1989.481,25.916
0.228,1764.426,-136.794
0.115,2106.509,-56.798
0.149,2052.496,266.719
0.206,1449.35,-54.251
0.137,2124.513,23.439
0.2,1908.461,-330.877
0.224,1287.311,44.964
0.206,1908.461,-53.958
0.17,1638.396,-320.243
0.228,1611.389,-196.74
0.176,2196.531,-331.127
0.1,1890.457,-20.729
0.224,1944.47,115.805
0.194,2025.489,-182.11
0.218,1809.437,-128.827
0.231,1692.409,-54.157
0.221,1656.4,-42.415
0.221,1773.429,-260.112
0.215,1764.426,-122.737
0.231,1998.483,-167.474
0.164,2079.502,-7.999
0.191,1710.413,-46.962
0.218,1755.424,-227.284
0.255,1188.287,-148.413
0.249,2061.498,-54.83
0.152,1764.426,-91.568
0.234,2403.581,-100.862
0.161,1656.4,-38.44
0.194,1719.415,151.595
0.237,1818.439,-12.269
0.197,1836.444,-86.544
0.215,1872.452,296.663
0.228,1305.315,120.289
0.218,1845.446,33.099
0.203,2106.509,115.299
0.224,1638.396,-14.692
0.2,2367.572,88.759
0.209,1746.422,-162.456
0.215,1701.411,90.7
0.212,1890.457,54.633
0.176,1611.389,17.436
0.224,1179.285,89.667
0.179,1584.383,79.325
0.206,1701.411,-114.245
0.191,1593.385,-125.398
0.215,2142.518,-40.1
0.218,2250.544,20.968
0.231,1737.42,125.232
0.14,2367.572,-12.157
0.127,2115.511,78.15
0.249,2016.487,44.206
0.218,1665.402,110.752
0.203,1683.407,-216.971
0.146,1683.407,-105.424
0.228,1962.474,275.983
0.206,1755.424,-152.426
0.203,1710.413,-125.637
0.127,1971.476,-6.164
0.218,1656.4,71.383
0.27,1998.483,43.445
0.24,1674.405,128.603
0.203,1926.465,-274.936
0.218,1449.35,-336.504
0.17,2196.531,109.152
0.182,2052.496,66.414
0.167,2106.509,327.777
0.14,2007.485,-78.227
0.158,1719.415,-143.85
0.221,1629.394,-114.952
0.176,2097.507,118.133
0.212,2205.533,69.655
0.191,1431.346,47.741
0.206,1872.452,-29.737
0.215,1629.394,254.987
0.203,2196.531,93.603
0.167,1872.452,33.691
0.221,1818.439,-62.591
0.194,1593.385,33.7
0.221,1791.433,4.421
0.167,1863.45,-77.691
0.243,1845.446,164.699
0.149,2493.603,-27.391
0.179,1827.442,-0.629
0.224,1566.378,229.348
0.264,2088.505,-250.798
0.194,2034.492,95.761
0.14,2340.566,-34.469
0.197,2151.52,-122.648
0.2,1755.424,-60.69
0.173,1395.337,-169.267
0.179,1593.385,-415.227
0.206,1791.433,213.583
0.197,1818.439,267.14
0.185,2088.505,56.143
0.176,1926.465,-81.61
0.206,1953.472,-58.204
0.203,1719.415,7.229
0.197,1611.389,-138.135
0.221,1386.335,-31.417
0.209,1566.378,-86.362
0.197,1926.465,-109.826
0.167,2097.507,-158.643
0.221,1899.459,114.449
0.218,1755.424,78.406
0.209,1305.315,8.296
0.182,1782.431,-258.002
0.176,2079.502,208.607
0.197,1809.437,-35.354
0.2,1737.42,160.511
0.212,1737.42,44.045
0.2,2061.498,-113.401
0.185,1899.459,-282.607
0.191,1980.479,115.941
0.246,1386.335,-169.367
0.212,2133.516,168.63
0.197,1827.442,-140.779
0.264,1836.444,-10.082
0.124,1773.429,-34.72
0.164,1611.389,-120.936
0.203,1836.444,158.382
0.215,1800.435,-67.366
0.188,1719.415,5.797
0.234,1395.337,-165.859
0.224,2160.522,5.089
0.218,1800.435,-152.119
0.224,1944.47,-113.906
0.206,2097.507,342.493
0.194,1818.439,125.611
0.212,1692.409,-50.95
0.197,1539.372,75.837
0.173,1746.422,151.155
0.203,1395.337,-74.258
0.185,1638.396,20.269
0.221,1836.444,-6.024
0.234,1296.313,8.401
0.191,1827.442,-326.332
0.185,1863.45,-287.382
0.249,1836.444,1.313
0.179,2178.526,-36.342
0.221,1818.439,114.65
0.224,2493.603,-59.424
0.152,2070.5,126.971
0.206,1368.331,-175.347
0.209,1377.333,108.224
0.243,1728.418,150.23
0.249,1755.424,-236.287
0.188,1557.376,-50.224
0.2,1332.322,36.089
0.203,2340.566,-352.637
0.218,1719.415,102.875
0.261,2268.548,169.337
0.212,1872.452,102.289
0.197,1908.461,129.153
0.24,1755.424,281.948
0.209,1557.376,-37.545
0.194,1746.422,94.592
0.215,1791.433,14.715
0.2,1683.407,143.339
0.215,1656.4,65.18
0.252,1692.409,67.406
0.228,1206.291,32.563
0.24,1836.444,92.657
0.231,1917.463,175.046
0.228,1827.442,185.936
0.246,1575.381,-308.362
0.231,1566.378,139.861
0.218,1800.435,64.723
0.221,2025.489,178.615
0.234,1683.407,-150.489
0.224,1755.424,-118.927
0.152,2178.526,51.078
0.228,1728.418,-180.705
0.185,1656.4,-71.98
0.228,1728.418,103.775
0.158,2079.502,35.3
0.221,1746.422,46.717
0.206,2079.502,117.014
0.191,1998.483,33.713
0.164,2115.511,-14.635
0.215,1647.398,-57.155
0.215,1800.435,79.14
0.209,1647.398,108.801
0.203,1998.483,-111.188
0.218,1260.305,-80.876
0.224,1881.455,203.73
0.158,1899.459,286.717
0.203,1890.457,-100.681
0.255,1782.431,64.007
0.252,1764.426,109.857
0.234,2340.566,-467.637
0.188,1809.437,50.572
0.215,1692.409,192.484
0.237,1899.459,10.012
0.215,1980.479,73.506
0.203,1773.429,157.054
0.197,1143.276,-24.304
0.228,1341.324,-115.11
0.185,1998.483,-14.077
0.231,1458.352,70.743
0.234,1764.426,176.312
0.173,1557.376,13.621
0.188,1791.433,107.163
0.188,1683.407,142.92
0.161,1413.342,221.719
0.246,2079.502,212.442
0.224,1872.452,-11.953
0.167,2007.485,384.881
0.191,1539.372,-117.878
0.249,2133.516,44.281
0.161,1800.435,11.832
0.185,1575.381,207.611
0.197,2970.718,-328.665
0.152,1161.281,-3.948
0.167,2187.529,91.012
0.224,1863.45,224.772
0.194,1845.446,180.061
0.2,1242.3,-156.602
0.224,2016.487,-47.006
0.164,1728.418,97.23
0.176,1359.328,118.458
0.218,1503.363,166.736
0.197,1863.45,169.132
0.206,1341.324,115.968
0.215,1224.296,188.423
0.243,1494.361,16.641
0.279,1728.418,68.022
0.215,1647.398,214.421
0.2,1845.446,-3.669
0.206,1674.405,-59.738
0.243,1791.433,244.737
0.218,1746.422,31.068
0.152,1368.331,264.005
0.17,1242.3,102.568
0.24,1998.483,59.154
0.215,1449.35,283.836
0.224,1827.442,20.607
0.149,1845.446,102.557
0.152,2250.544,-86.099
0.17,2403.581,-281.755
0.173,2376.574,-305.05
0.07,2097.507,73.817
0.137,2304.557,57.289
0.13,1863.45,-215.64
0.106,2295.555,4.76
0.121,1989.481,261.645
0.173,2034.492,39.618
0.119,2106.509,-134.6
0.149,2052.496,-7.559
0.123,2160.522,111.913
0.157,1782.431,216.802
0.149,1674.405,191.405
0.1,1638.396,41.805
0.121,1620.392,28.288
0.102,2205.533,43.176
0.085,1944.47,94.487
0.094,2196.531,-58.872
0.07,1818.439,92.822
0.115,1971.476,-135.986
0.081,2349.568,9.58
0.2,2448.592,-312.633
0.124,1845.446,95.058
0.098,1962.474,125.98
0.144,2259.546,109.088
0.11,2025.489,221.16
0.149,2340.566,74.724
0.123,2340.566,-223.681
0.112,1836.444,174.134
0.094,1728.418,73.264
0.103,2223.537,111.273
0.132,1971.476,163.335
0.076,1620.392,180.266
0.153,2358.57,276.581
0.119,1998.483,185.055
0.153,1944.47,-207.23
0.119,2340.566,52.365
0.144,1989.481,79.392
0.106,1782.431,114.178
0.123,2088.505,62.82
0.076,2358.57,215.369
0.136,2403.581,123.912
0.106,2097.507,136.287
0.115,2007.485,-87.727
0.068,2412.583,63.501
0.149,2151.52,-158.583
0.091,1755.424,59.245
0.144,1872.452,358.582
0.149,2016.487,93.314
0.109,1530.37,22.39
0.14,2106.509,350.334
0.109,2025.489,121.644
0.143,2709.655,-197.726
0.079,1980.479,193.69
0.143,1827.442,218.367
0.064,2349.568,-44.358
0.127,2214.535,-304.822
0.174,2376.574,57.21
0.112,2565.62,-145.648
0.103,2493.603,16.206
0.153,2304.557,-206.432
0.1,1755.424,77.953
0.161,1980.479,264.889
0.285,2169.524,-609.66
0.103,2106.509,92.017
0.072,1971.476,110.849
0.106,2511.607,33.171
0.132,1980.479,-30.942
0.121,1917.463,89.398
0.127,2223.537,-166.069
0.136,2025.489,178.219
0.14,2475.598,-273.899
0.085,2385.576,-139.1
0.094,1872.452,125.063
0.072,2493.603,-79.426
0.121,1944.47,-82.421
0.106,2088.505,139.631
0.106,2187.529,-110.211
0.13,2547.616,169.217
0.115,2313.559,-121.218
0.093,2151.52,64.205
0.102,1962.474,167.868
0.119,2070.5,-351.941
0.11,2034.492,22.451
0.089,2385.576,213.894
0.068,2007.485,-46.139
0.098,2034.492,118.773
0.106,2034.492,124.55
0.157,2052.496,-106.998
0.161,2160.522,3.368
0.11,2358.57,-31.227
0.119,2142.518,246.09
0.089,2115.511,8.139
0.102,2025.489,305.945
0.127,2043.494,-116.105
0.093,2439.589,-80.629
0.153,1611.389,169.08
0.11,2097.507,-72.234
0.119,2052.496,37.749
0.123,2124.513,-125.324
0.081,1872.452,106.597
0.14,2151.52,79.607
0.136,2151.52,-12.314
0.123,1899.459,79.453
0.115,2601.629,-148.775
0.098,1827.442,68.868
0.132,1836.444,-67.904
0.089,2169.524,116.853
0.081,1926.465,132.447
0.089,1899.459,-17.236
0.085,2043.494,-94.254
0.119,1800.435,99.013
0.132,2061.498,40.994
0.17,2052.496,-184.444
0.11,2196.531,-9.815
0.14,2556.618,-218.277
0.17,1593.385,94.737
0.115,2214.535,98.691
0.115,1548.374,-225.029
0.119,1926.465,-24.601
0.115,1890.457,24.549
0.102,2079.502,297.223
0.157,2106.509,-18.319
0.068,2232.539,68.988
0.149,2169.524,231.53
0.161,2043.494,-251.018
0.144,2439.589,-140.549
0.161,1989.481,-2.066
0.093,2034.492,50.881
0.123,2214.535,197.6
0.144,2709.655,-507.538
0.14,2025.489,-74.799
0.115,1818.439,-81.335
0.085,2205.533,-57.488
0.161,1737.42,47.902
0.102,2286.553,214.831
0.102,1818.439,184.327
0.081,2187.529,77.286
0.144,2034.492,-36.297
0.11,2079.502,55.429
0.088,2025.489,151.401
0.067,1917.463,249.534
0.127,2880.696,-27.478
0.097,1854.448,538.276
0.118,1674.405,136.376
0.158,2061.498,115.407
0.115,2007.485,210.869
0.118,1782.431,-119.003
0.1,1980.479,8.91
0.094,2061.498,63.665
0.102,2115.511,-146.835
0.103,1872.452,172.063
0.103,1845.446,73.596
0.115,2448.592,-107.848
0.158,1962.474,268.758
0.119,2034.492,-65.157
0.103,2565.62,27.472
0.137,2412.583,284.507
0.115,1836.444,189.669
0.127,1917.463,335.673
0.094,2070.5,92.858
0.091,2025.489,127.181
0.1,1800.435,219.683
0.094,1800.435,33.283
0.123,1908.461,176.068
0.1,2025.489,303.502
0.089,2070.5,99.171
0.121,2142.518,-69.631
0.106,1980.479,-5.602
0.112,2169.524,165.174
0.11,2016.487,21.59
0.121,1800.435,56.781
0.155,1890.457,145.209
0.1,2088.505,-41.237
0.127,2115.511,145.132
0.07,1611.389,57.337
0.079,1836.444,65.546
0.118,2151.52,-161.494
0.166,2169.524,30.242
0.14,1998.483,36.49
0.094,2133.516,62.687
0.115,2052.496,-47.807
0.13,2178.526,118.146
0.088,1692.409,77.386
0.143,2106.509,141.565
0.082,1872.452,109.412
0.133,2178.526,142.44
0.091,2124.513,12.19
0.124,2016.487,73.492
0.103,2169.524,-169.435
0.102,2214.535,-19.36
0.103,2097.507,-60.31
0.094,1782.431,12.153
0.089,2025.489,19.907
0.177,2686.953,-187.405
0.228,3119.12,325.566
0.239,2931.221,-84.189
0.239,3043.961,293.074
0.239,2931.221,866.701
0.262,2837.272,-4.732
0.194,3025.171,23.247
0.131,3006.381,-42.813
0.165,3119.12,86.293
0.194,3494.918,-104.141
0.114,4133.774,284.905
0.177,3100.33,-299.331
0.137,3250.649,-479.745
0.177,3513.708,-537.227
0.171,3457.338,-199.966
0.205,2611.793,395.813
0.125,3382.179,-247.283
0.205,3476.128,-145.592
0.148,3194.28,96.493
0.177,3795.556,-494.436
0.177,3194.28,-25.069
0.199,3288.229,-2.6
0.217,3213.07,134.867
0.148,3288.229,367.218
0.217,3551.287,-363.018
0.16,2724.533,56.055
0.268,2780.902,409.712
0.239,3588.867,-349.76
0.171,3006.381,-259.069
0.262,3175.49,-273.488
0.291,3100.33,355.705
0.217,3363.389,178.897
0.245,3250.649,-35.629
0.199,3043.961,-312.517
0.182,3194.28,-198.954
0.274,2931.221,260.526
0.194,2705.743,407.476
0.211,2649.373,-442.289
0.199,2536.634,13.631
0.222,3025.171,178.646
0.239,3062.751,-24.909
0.171,3889.505,-174.921
0.296,3626.447,-556.095
0.205,3006.381,228.819
0.245,3025.171,-233.342
0.211,2686.953,-48.416
0.239,2856.062,304.346
0.131,2442.684,-65.898
0.239,3100.33,202.84
0.256,3213.07,-482.819
0.239,3006.381,-123.188
0.262,3137.91,-22.998
0.228,2912.431,137.552
0.16,2987.591,161.465
0.142,3231.859,-158.53
0.268,3400.968,-206.402
0.256,2743.323,-67.756
0.245,3043.961,-109.51
0.177,2818.482,286.079
0.422,2987.591,-390.167
0.188,3739.186,-145.585
0.217,2968.801,-41.311
0.154,3513.708,197.616
0.279,3025.171,-284.893
0.171,2893.642,-35.742
0.393,2762.112,-8.912
0.302,2705.743,-88.98
0.268,2874.852,-28.01
0.239,2649.373,-139.636
0.234,2724.533,16.46
0.262,2987.591,-71.827
0.308,2705.743,-167.793
0.234,4810.209,-38.587
0.245,3194.28,247.278
0.296,3156.7,-208.295
0.308,2461.474,-18.929
0.353,2893.642,1.15
0.296,2912.431,-100.724
0.376,3269.439,-223.905
0.279,2780.902,107.532
0.302,2912.431,-299.4
0.279,3062.751,-95.146
0.291,4077.404,-82.61
0.342,2536.634,-106.205
0.234,3194.28,76.131
0.313,3231.859,486.273
0.291,3645.237,165.329
0.353,2818.482,-143.751
0.199,2705.743,-140.155
0.302,2555.424,-176.485
0.251,3100.33,30.371
0.331,3325.809,97.938
0.274,2856.062,-371.942
0.268,3570.077,-555.125
0.171,2649.373,-25.045
0.205,2555.424,-63.115
0.319,4302.883,68.944
