duration_scaled,frequency_change_scaled,direction_scaled
0.21,1288.029,534.988
0.179,1502.701,933.377
0.187,1783.425,848.36
0.171,1486.187,793.162
0.21,2377.9,744.674
0.187,1981.583,549.956
0.187,1783.425,1174.454
0.164,1519.214,906.747
0.218,1750.398,1017.024
0.195,2047.636,1082.673
0.164,1354.082,710.263
0.203,2047.636,250.255
0.187,1766.912,1147.876
0.179,1816.451,859.346
0.14,1684.346,424.486
0.187,1783.425,810.005
0.171,1321.055,-392.349
0.179,1304.542,973.261
0.21,2642.111,761.847
0.203,2906.322,1173.575
0.179,3104.48,742.148
0.203,1585.266,963.68
0.195,1601.78,939.261
0.171,1783.425,1129.125
0.21,2196.255,1204.825
0.187,1684.346,955.66
0.218,1370.595,888.103
0.187,1998.096,923.901
0.179,1634.806,1088.977
0.164,1535.727,881.675
0.203,1651.319,957.666
0.195,1981.583,526.047
0.14,1188.95,471.691
0.14,1519.214,791.35
0.179,2295.334,245.784
0.164,1172.437,945.808
0.187,2097.175,822.65
0.226,2295.334,967.155
0.179,1717.372,903.492
0.195,2972.375,626.17
0.203,2939.348,353.396
0.182,2031.123,900.435
0.18,1618.293,848.814
0.205,1667.832,719.505
0.195,1915.53,1028.935
0.179,2229.281,200.949
0.187,3187.046,-103.23
0.21,1899.017,660.446
0.195,1733.885,636.611
0.175,1106.384,942.14
0.187,1585.266,804.036
0.203,3401.718,273.785
0.187,1684.346,614.011
0.21,2196.255,932.394
0.15,1288.029,1097.495
0.21,1387.108,707.509
0.179,1238.489,681.589
0.171,2988.888,1187.03
0.187,1899.017,68.243
0.173,1519.214,656.923
0.218,1981.583,689.92
0.195,2790.73,938.567
0.185,974.278,899.763
0.203,2443.953,848.552
0.187,2460.466,661.232
0.187,1221.976,788.3
0.195,2724.677,690.117
0.218,1255.003,827.602
0.187,1998.096,952.716
0.179,1932.044,742.261
0.165,1634.806,943.53
0.16,1502.701,629.174
0.195,2741.19,552.829
0.218,2196.255,623.863
0.203,2691.65,671.75
0.2,1832.964,899.312
0.14,1436.648,319.387
0.187,1783.425,844.624
0.203,2245.794,732.105
0.179,1849.478,542.67
0.195,1288.029,353.199
0.187,2807.243,584.035
0.21,2080.662,774.406
0.203,1783.425,681.913
0.195,2064.149,936.823
0.226,2097.175,479.965
0.21,1816.451,728.616
0.171,1882.504,781.271
0.179,2609.084,585.586
0.203,2708.164,-7.597
0.187,1849.478,793.53
0.249,1535.727,-811.645
0.195,1882.504,1038.882
0.195,2031.123,776.318
0.203,2262.307,641.814
0.165,1106.384,967.556
0.18,1552.24,645.967
0.195,1436.648,874.536
0.18,2047.636,828.941
0.203,2741.19,-429.782
0.171,1783.425,724.852
0.197,1899.017,632.336
0.215,1634.806,995.221
0.179,2295.334,527.252
0.175,1056.844,589.16
0.19,1535.727,855.183
0.179,1155.923,771.758
0.171,1370.595,966.82
0.175,776.12,755.875
0.21,2295.334,238.767
0.187,1667.832,222.319
0.179,2311.847,1071.412
0.2,2047.636,1010.47
0.179,908.226,638.64
0.21,2311.847,732.388
0.155,1601.78,986.275
0.165,1436.648,747.755
0.175,1304.542,819.402
0.151,1387.108,741.268
0.185,1965.07,707.149
0.15,1453.161,316.643
0.165,1733.885,955.939
0.165,2014.609,989.305
0.175,1733.885,862.672
0.17,1733.885,730.2
0.14,2196.255,-411.902
0.18,1552.24,656.048
0.165,1519.214,701.605
0.155,1651.319,760.644
0.14,2097.175,672.685
0.16,1387.108,914.591
0.17,1948.557,663.385
0.205,2146.715,742.07
0.175,941.252,762.824
0.196,2064.149,535.666
0.15,1420.135,707.863
0.187,1849.478,814.016
0.17,1684.346,529.097
0.15,1651.319,923.074
0.165,2592.571,812.891
0.18,1552.24,972.9
0.155,1585.266,540.203
0.205,2163.228,529.95
0.155,2757.703,1011.391
0.175,1469.674,685.798
0.16,1948.557,774.098
0.155,2097.175,796.201
0.175,2179.741,841.031
0.17,941.252,916.953
0.175,1899.017,738.252
0.14,1849.478,714.617
0.187,1750.398,699.73
0.178,2790.73,569.649
0.205,2543.032,653.535
0.18,1750.398,644.821
0.205,1684.346,753.5
0.205,1486.187,795.588
0.17,1915.53,865.91
0.21,1717.372,973.455
0.175,1618.293,927.534
0.185,1585.266,868.461
0.18,1552.24,970.241
0.187,1453.161,376.535
0.15,1436.648,732.097
0.17,1288.029,959.468
0.18,1684.346,803.894
0.155,1684.346,548.77
0.196,1453.161,778.997
0.18,1849.478,1014.642
0.175,1651.319,710.622
0.15,1354.082,910.973
0.187,2510.005,811.386
0.187,1849.478,366.379
0.205,1535.727,856.688
0.175,1965.07,763.767
0.13,1568.753,978.386
0.165,1568.753,853.266
0.196,1221.976,973.407
0.165,2394.413,998.539
0.17,2014.609,715.23
0.187,3071.454,639.01
0.18,974.278,842.026
0.185,2113.689,1057.226
0.155,1750.398,773.049
0.2,2097.175,864.398
0.175,2724.677,867.217
0.17,1552.24,730.023
0.15,1700.859,567.076
0.14,1568.753,687.062
0.19,1717.372,986.882
0.175,2344.873,500.536
0.155,1502.701,629.372
0.17,1981.583,652.034
0.16,2146.715,782.489
0.175,1865.991,804.213
0.187,2163.228,610.778
0.15,1601.78,568.673
0.169,1221.976,963.71
0.214,2113.689,275.09
0.169,1601.78,865.452
0.178,1387.108,539.66
0.178,1766.912,875.891
0.169,990.792,770.511
0.214,1618.293,387.75
0.196,1849.478,687.053
0.205,2097.175,713.353
0.196,2559.545,396.164
0.214,2625.598,537.877
0.169,1799.938,1167.783
0.151,1155.923,727.826
0.134,2014.609,398.709
0.178,1337.569,846.53
0.196,2014.609,733.129
0.205,2939.348,446.069
0.178,1370.595,836.253
0.169,627.501,798.179
0.178,2113.689,802.864
0.187,3649.416,244.251
0.205,2245.794,763.603
0.196,2229.281,664.214
0.187,1849.478,696.76
0.178,2196.255,710.44
0.16,1783.425,840.454
0.187,1733.885,734.587
0.16,1849.478,671.621
0.214,2163.228,754.32
0.16,1304.542,877.545
0.169,1733.885,691.469
0.205,1618.293,483.933
0.205,1915.53,471.795
0.178,2823.756,649.197
0.178,3203.559,1063.603
0.178,1651.319,664.483
0.169,1601.78,516.448
0.205,2179.741,592.299
0.187,2691.65,736.065
0.214,2807.243,702.296
0.169,1106.384,698.569
0.178,2097.175,683.849
0.178,2245.794,437.54
0.196,1585.266,909.212
0.205,2311.847,620.552
0.187,2278.821,678.771
0.196,792.633,664.022
0.214,1766.912,755.897
0.196,1932.044,714.499
0.196,1981.583,861.174
0.142,1188.95,731.355
0.187,2576.058,714.078
0.24,2642.111,621.371
0.187,875.199,774.36
0.178,941.252,631.305
0.196,1056.844,614.525
0.178,1172.437,798.015
0.196,2146.715,872.591
0.205,2394.413,384.213
0.187,941.252,929.92
0.187,1899.017,232.762
0.187,2873.296,912.172
0.178,2889.809,777.707
0.178,2625.598,1073.272
0.205,1882.504,62.141
0.178,1783.425,527.401
0.178,2196.255,572.07
0.187,2130.202,481.14
0.169,1469.674,558.444
0.196,2047.636,731.353
0.205,1882.504,812.69
0.178,1188.95,831.332
0.223,2460.466,769.308
0.205,3187.046,629.193
0.187,1932.044,780.503
0.196,1981.583,758.503
0.214,1601.78,1100.887
0.196,2031.123,626.043
0.169,1799.938,924.884
0.196,1321.055,616.913
0.196,1965.07,654.964
0.196,1965.07,944.698
0.169,1155.923,743.371
0.196,1519.214,591.235
0.187,1453.161,820.686
0.214,1981.583,752.685
0.134,908.226,-60.36
0.205,2064.149,819.996
0.178,1486.187,678.499
0.196,1089.871,676.021
0.169,1585.266,453.326
0.178,1486.187,813.276
0.205,1486.187,760.983
0.205,2179.741,944.793
0.196,2196.255,793.206
0.178,1337.569,744.812
0.196,2328.36,521.285
0.231,1436.648,744.825
0.187,2080.662,939.782
0.187,2031.123,1002.978
0.223,1998.096,776
0.205,1585.266,108.604
0.178,2311.847,630.549
0.223,2576.058,718.86
0.187,2163.228,1024.23
0.205,1568.753,767.391
0.187,1568.753,774.622
0.16,1519.214,776.675
0.187,2443.953,190.03
0.205,1832.964,752.636
0.187,1965.07,819.069
0.196,1238.489,854.225
0.178,1502.701,756.897
0.178,924.739,763.66
0.16,3385.204,-694.967
0.187,2014.609,896.783
0.214,2047.636,1176.5
0.196,1816.451,746.152
0.178,2196.255,1246.687
0.205,1783.425,760.541
0.196,2410.926,675.887
0.196,1733.885,665.034
0.187,1238.489,698.159
0.178,1899.017,482.624
0.196,1915.53,312.193
0.205,1733.885,665.434
0.178,1750.398,725.382
0.187,1436.648,875.603
0.196,3021.914,593.953
0.205,2510.005,706.142
0.196,1304.542,640.83
0.214,2064.149,124.195
0.214,1618.293,493.864
0.205,1783.425,852.471
0.178,1865.991,706.986
0.151,1519.214,1094.455
0.187,1684.346,460.293
0.169,1965.07,743.447
0.196,2460.466,905.047
0.169,2642.111,561.492
0.205,2691.65,675.368
0.178,3352.178,669.646
0.231,2526.518,620.326
0.169,2097.175,32.394
0.196,1552.24,799.988
0.205,2493.492,491.211
0.205,1387.108,641.094
0.187,2014.609,599.603
0.178,924.739,977.717
0.196,2526.518,501.436
0.169,1667.832,1152.656
0.187,2179.741,536.488
0.178,1519.214,803.002
0.187,2658.624,957.92
0.196,1535.727,616.591
0.196,2642.111,935.379
0.214,1486.187,368.309
0.223,2311.847,716.892
0.178,2262.307,868.055
0.214,2642.111,84.349
0.187,2196.255,838.203
0.187,1106.384,849.525
0.169,792.633,726.951
0.231,2361.387,645.255
0.205,1981.583,971.691
0.196,2295.334,597.159
0.187,2906.322,908.292
0.223,1684.346,606.592
0.187,1337.569,791.893
0.169,1651.319,732.16
0.214,1915.53,942.266
0.178,2724.677,510.142
0.187,2229.281,905.658
0.205,1453.161,168.826
0.205,2262.307,1162.777
0.169,1486.187,572.259
0.214,1238.489,937.546
0.187,1733.885,629.649
0.187,1585.266,288.078
0.187,2295.334,943.901
0.187,1998.096,744.374
0.223,2377.9,655.004
0.347,2179.741,-431.96
0.16,1337.569,746.469
0.223,2443.953,913.019
0.187,1420.135,886.413
0.321,2163.228,-706.712
0.214,2278.821,294.327
0.187,1453.161,777.378
0.285,1073.358,-482.547
0.187,1965.07,905.439
0.231,3220.073,418.728
0.24,2130.202,-1065.049
0.196,2410.926,668.39
0.303,1023.818,-454.507
0.231,1122.897,-258.836
0.205,2278.821,923.832
0.356,2410.926,-687.735
0.276,3137.507,-175.879
0.223,1849.478,-1016.086
0.321,1766.912,-1116.532
0.294,1832.964,-497.416
0.249,1188.95,-373.196
0.294,2394.413,-456.673
0.223,3170.533,396.174
0.196,1502.701,833.514
0.294,1436.648,-381.214
0.205,2443.953,-1316.62
0.267,1007.305,-271.992
0.321,1651.319,-114.987
0.267,2823.756,-642.353
0.187,1387.108,932.774
0.24,1172.437,-959.409
0.187,1023.818,571.546
0.205,2212.768,1281.839
0.231,3286.125,-807.703
0.24,2344.873,-1281.117
0.223,2328.36,1040.442
0.187,1948.557,810.906
0.178,1453.161,796.176
0.294,2410.926,-215.331
0.214,1948.557,1047.077
0.214,1056.844,-813.992
0.169,2889.809,916.26
0.24,2757.703,-1087.193
0.267,2609.084,-901.251
0.207,6113.892,1358.772
0.198,5402.527,903.195
0.21,5479.431,874.402
0.194,3326.111,621.323
0.152,5729.37,313.657
0.27,5883.179,1798.568
0.175,6133.118,1011.789
0.435,6825.256,343.386
0.166,5364.075,1102.915
0.152,5171.814,-78.73
0.163,3864.441,-504.463
0.163,4306.641,1285.213
0.198,6748.352,681.102
0.152,6344.604,-200.446
0.152,4729.614,840.397
0.175,3825.989,1077.988
0.21,3749.084,-1038.742
0.198,5325.623,722.509
0.198,4287.415,1059.059
0.152,6017.761,394.861
0.175,5479.431,506.711
0.175,4268.188,1147.192
0.198,4556.58,1267.236
0.198,6190.796,258.451
0.175,3691.406,248.896
0.152,3825.989,835.964
0.175,4595.032,717.453
0.187,4421.997,837.385
0.187,5825.5,428.698
0.163,4152.832,410.744
0.187,6325.378,373.505
0.163,3941.345,623.527
0.175,4114.38,1320.317
0.198,3941.345,-1058.831
0.198,4364.319,1221.188
0.175,4902.649,1165.365
0.187,4806.519,1409.044
0.175,4210.51,240.857
0.152,6383.057,591.775
0.14,4556.58,-555.035
0.187,5267.944,417.049
0.128,3633.728,289.105
0.198,5325.623,193.851
0.187,4806.519,764.334
0.152,4268.188,295.534
0.163,3076.172,424.207
0.175,4671.936,-251.036
0.19,3710.632,-218.752
0.14,4268.188,-813.196
0.145,4691.162,101.997
0.163,4152.832,626.47
0.14,5133.362,185.414
0.163,3576.05,640.803
0.175,3922.119,124.126
0.175,4210.51,27.353
0.117,4056.702,-244.003
0.175,5325.623,371.12
0.175,4345.093,-229.897
0.198,3691.406,317.607
0.163,4248.962,-126.113
0.154,4402.771,376.137
0.128,2999.268,112.349
0.181,4172.058,-141.459
0.163,3749.084,310.164
0.152,4787.292,-56.194
0.198,4133.606,138.693
0.152,4864.197,400.478
0.152,4152.832,-286.402
0.136,4229.736,-43.303
0.152,4152.832,378.136
0.187,3960.571,590.589
0.145,3537.598,265.896
0.163,3922.119,476.908
0.175,4287.415,-208.537
0.163,3710.632,896.984
0.187,5094.91,525.834
0.175,5440.979,173.41
0.163,3383.789,-359.185
0.154,4902.649,-168.863
0.152,4345.093,1159.801
0.128,5364.075,392.201
0.118,3672.18,365.385
0.152,4748.84,-21.899
0.2,4902.649,-190.537
0.181,3845.215,258.084
0.19,3941.345,107.12
0.163,5440.979,-140.515
0.127,3172.302,10.936
0.172,4614.258,-2.969
0.163,4095.154,976.134
0.154,6806.03,-161.191
0.136,3037.72,-519.074
0.19,4152.832,-340.478
0.154,4325.867,131.786
0.172,3749.084,266.88
0.172,4191.284,-49.279
0.154,4037.476,-72.931
0.172,3902.893,-242.134
0.172,4556.58,652.499
0.181,3825.989,-315.998
0.2,4152.832,360.43
0.19,5056.458,571.744
0.172,3979.797,321.084
0.154,4883.423,552.108
0.136,3864.441,53.26
0.2,4268.188,128.391
0.136,3768.311,-102.109
0.145,3210.754,116.227
0.136,4325.867,386.732
0.154,4825.745,-915.572
0.19,4633.484,156.515
0.154,4460.449,502.383
0.109,5844.727,-258.135
0.218,4306.641,-17.514
0.136,3229.98,-177.009
0.163,3652.954,8.966
0.163,4921.875,-87.449
0.19,4402.771,381.127
0.172,4787.292,27.285
0.172,4075.928,-88.747
0.2,4960.327,131.257
0.345,3249.207,-761.819
0.39,2576.294,-152.728
0.29,4325.867,5.136
0.336,4729.614,138.024
0.272,4941.101,-506.422
0.308,3999.023,-509.753
0.327,5287.17,-75.517
0.454,1807.251,-596.452
0.399,3979.797,-345.995
0.336,5267.944,195.854
0.363,5306.396,202.669
0.145,4383.545,621.639
0.181,3864.441,-745.763
0.444,3595.276,-527.922
0.19,3652.954,134.712
0.363,3306.885,-740.438
0.336,2403.259,-955.609
0.29,4325.867,-409.234
0.39,1614.99,-470.698
0.354,3537.598,-460.824
0.426,3749.084,113.778
0.372,3999.023,-479.038
0.281,4998.779,115.408
0.299,4691.162,-35.003
0.345,3768.311,87.238
0.327,4479.675,-265.53
0.435,4633.484,-307.739
0.181,4614.258,-315.295
0.281,3922.119,-452.556
0.417,5133.362,175.449
0.317,4248.962,-406.334
0.209,4710.388,156.392
0.227,3902.893,-516.564
0.336,4518.127,-44.929
0.281,4556.58,-688.555
0.218,4075.928,-475.267
0.281,4383.545,-404.022
0.336,2345.581,-551.858
0.254,4595.032,-408.081
0.236,4518.127,64.308
0.435,3076.172,-273.151
0.2,4095.154,-187.53
0.118,4056.702,-80.654
0.363,3191.528,-797.272
0.39,2807.007,-493.858
0.19,3941.345,-463.978
0.444,4671.936,-41.903
0.426,2768.555,-387.825
0.218,3883.667,-322.773
0.477,3210.754,-761.265
0.466,2422.485,-1197.51
0.591,1595.764,-827.504
0.529,2460.938,-948.04
0.478,4248.962,-1045.087
0.508,1864.929,-1046.513
0.397,4325.867,-422.649
0.56,3172.302,-956.602
0.583,3153.076,-969.792
0.555,2749.329,-1094.819
0.757,2614.746,-1265.532
0.555,2326.355,-1060.341
0.484,3806.763,-851.794
0.544,3287.659,-1020.886
0.601,1730.347,-1147.94
0.408,2922.363,-607.77
0.595,2537.842,-1073.338
0.542,2537.842,-1212.344
0.589,3037.72,-546.855
0.601,3749.084,-1010.281
0.589,2422.485,-1314.97
0.591,2922.363,-891.247
0.523,1884.155,-1089.8
0.477,3056.946,-1003.966
0.499,3249.207,-518.365
0.624,3479.919,-731.836
0.554,2999.268,-738.68
0.542,3076.172,-1005.449
0.566,2441.711,-799.566
0.554,2864.685,-936.171
0.627,3191.528,-763.086
0.544,2672.424,-1135.061
0.555,2845.459,-1043.57
0.519,2922.363,-645.894
0.531,3037.72,-1069.305
0.531,2653.198,-319.407
0.589,3864.441,-771.708
0.525,2037.964,-1397.068
0.653,2076.416,-1318.877
0.571,2922.363,-701.049
0.397,2768.555,-875.811
0.565,2403.259,-1086.894
0.595,3153.076,-1249.422
0.566,2768.555,-354.927
0.548,3364.563,-983.632
0.523,2980.042,-1045.989
0.523,3095.398,-1047.15
0.595,2384.033,-909.661
0.571,2768.555,-935.33
0.56,4595.032,-280.064
0.663,2037.964,-1217.598
0.622,2172.546,-1339.665
0.583,2345.581,-917.565
0.542,3383.789,-1171.03
0.549,1730.347,-933.275
0.679,2826.233,-1158.666
0.648,2403.259,-1170.357
0.622,2633.972,-864.075
0.542,2749.329,-1106.714
0.577,3056.946,-978.627
0.627,2537.842,-980.636
0.414,2826.233,-897.17
0.513,1384.277,-1271.519
0.507,2384.033,-1100.935
0.555,3172.302,-508.358
0.612,3133.85,-790.622
0.56,2960.815,-1253.161
0.577,2826.233,-914.238
0.542,2922.363,-928.087
0.548,2576.294,-997.982
0.56,3133.85,-771.364
0.548,2633.972,-1198.273
0.525,2845.459,-789.625
0.632,2076.416,-1292.74
0.586,2557.068,-1179.442
0.519,2345.581,-935.474
0.518,1826.477,-1175.735
0.542,3133.85,-945.9
0.571,3364.563,-1120.256
0.571,3095.398,-791.47
0.542,3172.302,-488.15
0.58,2768.555,-1055.972
0.663,2826.233,-1104.423
0.64,2249.451,-1081.298
0.624,2864.685,-1208.52
0.596,2287.903,-957.644
0.601,2095.642,-825.65
0.601,2114.868,-1332.688
0.555,2076.416,-1081.44
0.643,2614.746,-1442.43
0.544,2364.807,-535.825
0.617,1961.06,-1042.647
0.56,2730.103,-905.198
0.518,2268.677,-917.215
0.565,2287.903,-897.704
0.565,1614.99,-847.58
0.617,2653.198,-1091.715
0.627,1845.703,-1105.401
0.643,1980.286,-1121.147
0.612,3076.172,-748.333
0.653,3479.919,-897.49
0.555,2230.225,-1102.941
0.529,3056.946,-467.595
0.659,2730.103,-1056.042
0.601,2999.268,-1241.272
0.586,2307.129,-1056.423
0.622,1826.477,-1249.432
0.57,1057.434,-1070.951
0.622,2153.32,-1081.098
0.575,1884.155,-1162.215
0.601,2845.459,-1144.709
0.555,2730.103,-932.69
0.601,2557.068,-1076.169
0.638,1768.799,-1145.008
0.632,3133.85,-1177.571
0.679,2537.842,-1364.771
0.586,3345.337,-1108.864
0.638,2210.999,-549.473
0.601,2960.815,-1207.004
0.523,2518.616,-634.693
0.606,2210.999,-1189.174
0.596,1711.121,-676.247
0.648,2153.32,-1070.52
0.601,1634.216,-1260.811
0.566,2345.581,-1170.321
0.589,3403.015,-837.757
0.58,1480.408,-767.76
0.575,2845.459,-953.147
0.565,1730.347,-547.189
0.636,2845.459,-338.378
0.591,1845.703,-1152.125
0.586,2153.32,-907.81
0.627,3037.72,-1047.439
0.583,2922.363,-938.368
0.596,2845.459,-603.595
0.531,3056.946,-747.57
0.627,3249.207,-726.72
0.617,2537.842,-1530.231
0.56,4114.38,-663.975
0.586,1884.155,-595.398
0.622,2807.007,-1043.392
0.653,2384.033,-1387.342
0.529,2980.042,-1075.161
0.606,2018.738,-1306.09
0.58,3153.076,-928.829
0.565,2499.39,-746.992
0.586,2633.972,-571.591
0.658,2557.068,-1127.549
0.596,2076.416,-798.433
0.622,1788.025,-735.526
0.596,2653.198,-724.399
0.663,2595.52,-1452.848
0.617,3326.111,-1233.385
0.705,3037.72,-1212.041
0.589,2557.068,-1205.56
0.627,2557.068,-959.245
0.632,2941.589,-910.567
0.617,3441.467,-944.817
0.57,3749.084,-897.445
0.612,1461.182,-1069.933
0.632,2403.259,-1279.805
0.596,2018.738,-1145.579
0.632,2845.459,-1013.52
0.601,3018.494,-936.341
0.618,2134.094,-1423.517
0.589,2518.616,-1214.131
0.606,2307.129,-1102.099
0.509,2268.677,-881.145
0.589,2807.007,-1030.035
0.397,711.365,-1047.053
0.447,1634.216,-1536.319
0.486,2653.198,-1191.488
0.671,2903.137,-1134.681
0.577,2114.868,-1125.18
0.47,3210.754,-1318.374
0.711,2999.268,-1093.073
0.28,4652.71,-436.906
0.601,3941.345,-717.249
0.641,1749.573,-1369.55
0.455,1307.373,-750.828
0.385,1980.286,-878.044
0.56,3306.885,-1322.375
0.636,2518.616,-1057.878
0.636,3191.528,-1338.948
0.682,2403.259,-1189.582
0.612,2576.294,-1537.531
0.595,2903.137,-1094.967
0.575,3172.302,-1374.998
0.636,2441.711,-891.463
0.586,2364.807,-839.8
0.568,3114.624,-1248.865
0.554,2903.137,-1152.537
0.404,942.078,-1092.263
0.486,2057.19,-863.231
0.606,2653.198,-1003.686
0.534,1326.599,-1196.641
0.548,2480.164,-951.349
0.552,2499.39,-1259.679
0.636,2864.685,-1099.23
0.568,3383.789,-1242.583
0.323,1057.434,-1069.047
0.334,922.852,-1049.945
0.636,3287.659,-913.768
0.583,2422.485,-938.103
0.636,3210.754,-805.499
0.472,2999.268,-1411.37
0.636,2210.999,-1204.237
0.571,3018.494,-1095.982
0.595,2787.781,-1272.926
0.564,2268.677,-1424.2
0.536,3383.789,-751.177
0.566,3153.076,-1191.961
0.531,1941.833,-1133.342
0.63,2537.842,-1043.979
0.583,3691.406,-968.43
0.589,2191.772,-1311.868
0.579,2018.738,-1015.932
0.624,2768.555,-901.051
0.63,1691.895,-1316.016
0.612,2845.459,-1205.899
0.531,3556.824,-976.324
0.576,2326.355,-1244.6
0.585,2422.485,-1288.935
0.466,2441.711,-1784.643
0.59,2499.39,-1596.727
0.472,2537.842,-1812.869
0.59,2499.39,-1295.773
0.535,1845.703,-1459.84
0.531,1749.573,-1925.364
0.553,3633.728,-921.99
0.556,2403.259,-706.885
0.536,2768.555,-1093.812
0.522,2826.233,-998.795
0.553,2922.363,-1221.26
0.521,4787.292,-727.472
0.571,3114.624,-1016.678
0.517,3095.398,-1166.892
0.599,1826.477,-1377.749
0.567,2557.068,-913.043
0.639,3941.345,-1030.691
0.571,2307.129,-1448.992
0.567,1980.286,-1108.092
0.544,1903.381,-1330.046
0.466,2633.972,-1196.784
0.517,2287.903,-1292.148
0.466,3287.659,-1173.388
0.612,2903.137,-1319.655
0.553,2326.355,-1115.275
0.478,2999.268,-1161.61
0.571,2922.363,-1115.898
0.562,1365.051,-1451.011
0.649,3076.172,-1187.997
0.455,5460.205,-1367.127
0.603,3056.946,-995.034
0.544,1441.956,-1192.042
0.558,2460.938,-1567.663
0.54,2557.068,-1379.909
0.54,2710.876,-969.627
0.644,1653.442,-1591.793
0.649,2345.581,-1281.596
0.531,2768.555,-1054.735
0.599,3441.467,-526.384
0.626,1365.051,-1669.227
0.404,4095.154,-802.148
0.576,2230.225,-1326.443
0.567,2499.39,-1619.166
0.567,2153.32,-1457.95
0.626,3133.85,-1314.905
0.658,2307.129,-1770.673
0.59,2384.033,-1391.697
0.564,2614.746,-821.738
0.591,3056.946,-845.988
0.525,3114.624,-1459.755
0.486,2576.294,-1153.067
0.595,2499.39,-1499.851
0.505,2114.868,-949.387
0.517,2941.589,-996.011
0.606,4191.284,-619.011
0.587,3326.111,-1218.093
0.49,3633.728,-1213.365
0.579,3076.172,-1401.714
0.564,3518.372,-813.538
0.56,2403.259,-1308.405
0.517,3479.919,-894.8
0.583,4864.197,-992.596
0.552,3691.406,-1056.711
0.548,3595.276,-431.497
0.443,3095.398,-630.055
0.56,3153.076,-1333.187
0.556,2980.042,-1328.826
0.549,2633.972,-1142.259
0.525,1884.155,-1269.291
0.583,3114.624,-1123.188
0.653,3499.146,-969.221
0.552,2576.294,-1474.353
0.653,3249.207,-1002.881
0.56,3595.276,-920.814
0.568,3518.372,-1171.895
0.49,2787.781,-1177.189
0.533,1115.112,-1328.973
0.521,3076.172,-1157.633
0.657,1711.121,-1759.759
0.608,3249.207,-1086.552
0.556,2557.068,-1191.261
0.606,5018.005,-1017.243
0.377,1422.729,-1085.315
0.591,2672.424,-1475.656
0.54,3941.345,-932.097
0.579,3306.885,-1306.822
0.548,4460.449,-1191.518
0.618,3614.502,-837.702
0.587,2384.033,-1188.781
0.482,1884.155,-997.196
0.606,3172.302,-1248.249
0.571,4248.962,-953.152
0.517,3345.337,-1199.518
0.626,3287.659,-927.952
0.571,3172.302,-1261.729
0.501,2076.416,-1080.827
0.56,3249.207,-833.998
0.525,3345.337,-1196.777
0.548,4479.675,-1070.059
0.521,3287.659,-1153.74
0.591,1672.668,-1324.017
0.54,3345.337,-1033.405
0.168,4114.38,-204.008
0.281,5229.492,-876.213
0.608,3902.893,-847.353
0.576,3364.563,-1107.348
0.526,4306.641,-819.148
0.603,2057.19,-1407.478
0.503,2903.137,-1245.77
0.2,3691.406,121.071
0.571,4537.354,-1098.137
0.454,3979.797,-719.269
0.653,4768.066,27.429
0.58,2807.007,-791.246
0.399,4614.258,-112.111
0.195,4018.25,-490.263
0.2,3614.502,582.816
0.586,2422.485,-738.514
0.59,2633.972,-1275.788
0.345,2903.137,-35.939
0.476,4825.745,-543.721
0.544,2460.938,-700.599
0.363,884.399,-449.41
0.349,961.304,-345.246
0.503,1192.017,-603.873
0.603,2941.589,-1377.758
0.567,2787.781,-1223.434
0.322,4864.197,-878.049
0.277,4421.997,-827.884
0.562,2807.007,-1349.062
0.231,4056.702,-898.064
0.308,4941.101,-672.447
0.385,4671.936,-174.463
0.259,2480.164,-1077.671
0.558,1826.477,-1447.931
0.517,2768.555,-1017.636
0.567,5344.849,-764.523
0.19,3672.18,571.368
0.458,1095.886,-434.027
0.163,4441.223,456.725
0.541,2191.772,-1182.332
0.599,1538.086,-835.271
0.567,1768.799,-1441.545
0.268,3479.919,-793.895
0.548,1884.155,-1099.703
0.594,5075.684,-233.603
0.299,4844.971,-909.171
0.621,2864.685,-835.395
0.236,3922.119,-857.058
0.639,2576.294,-1183.65
0.358,2941.589,-163.387
0.449,1076.66,-846.758
0.181,4075.928,10.827
0.245,3460.693,-532.101
0.617,2249.451,-1299.23
0.512,3056.946,-1020.75
0.567,2268.677,-1208.115
0.499,2095.642,-1458.191
0.526,2191.772,-968.042
0.576,2037.964,-1329.175
0.571,2307.129,-1484.751
0.163,1557.312,304.192
0.163,3326.111,644.033
0.172,2807.007,195.732
0.186,4402.771,264.027
0.19,4210.51,479.05
0.19,3941.345,305.725
0.42,3934.782,-395.854
0.525,4280.697,212.249
0.21,2810.559,606.185
0.42,3264.572,-424.339
0.446,2961.896,-668.301
0.376,3956.402,-362.406
0.131,4237.458,-87.159
0.428,3415.91,-313.824
0.201,2940.277,306.82
0.35,3934.782,-73.417
0.192,3502.388,469.609
0.271,4302.317,209.588
0.411,3869.923,151.725
0.481,3869.923,-658.888
0.393,3134.854,-582.28
0.254,3891.543,-272.23
0.358,3696.966,-214.893
0.219,3113.234,714.663
0.289,3632.107,-5.624
0.21,3178.093,585.932
0.332,4237.458,321.047
0.472,4367.176,-84.71
0.201,3610.487,-122.216
0.192,3372.67,899.637
0.192,3199.713,836.718
0.498,3978.021,-461.725
0.411,3567.248,-728.682
0.157,2810.559,193.517
0.35,3675.346,-326.617
0.393,3567.248,-403.914
0.131,4194.218,-27.227
0.446,3740.205,-710.218
0.35,3956.402,186.153
