duration,frequency_change,direction
0.11015873,2648.583984,-137.6464676
0.07968254,2153.320313,-60.01723863
0.105464853,2271.75293,776.9289901
0.089909297,2583.984375,300.3573974
0.058594104,2476.318359,72.2611464
0.082018141,2497.851563,-255.6580457
0.107823129,2788.549805,181.9568554
0.065623583,1970.288086,448.1289665
0.089047619,3208.447266,672.9608743
0.112494331,2239.453125,607.3530824
0.096099773,1991.821289,603.8075565
0.077346939,2239.453125,-126.313117
0.070294785,2088.720703,-165.6809279
0.053922902,1108.959961,-135.5728792
0.089047619,1808.789063,275.6112331
0.089070295,3176.147461,-294.2829995
0.091405896,3100.78125,576.9668018
0.077346939,3423.779297,713.2711042
0.067981859,1701.123047,-103.9025035
0.145306122,2110.253906,175.5196387
0.074988662,3100.78125,475.4227606
0.128911565,2153.320313,582.1446173
0.086712018,3165.380859,519.7151624
0.075011338,2853.149414,1034.640053
0.072653061,2368.652344,236.5549814
0.091405896,3531.445313,597.1705754
0.063287982,2002.587891,60.05296235
0.073514739,3445.3125,700.3306907
0.080181406,1733.422852,-26.51026644
0.07031746,1884.155273,-193.0423955
0.111655329,2056.420898,-103.8654887
0.103129252,3122.314453,-160.6274885
0.046326531,2573.217773,11.25809963
0.086439909,1679.589844,-138.3638719
0.060929705,2164.086914,-76.9224798
0.093741497,1905.688477,-263.4109047
0.061133787,2573.217773,-349.8200711
0.086712018,3337.646484,718.755558
0.081791383,1808.789063,560.2026508
0.047029478,2637.817383,-14.59760188
0.062834467,2142.553711,-153.2595513
0.031927438,3133.081055,-97.67863912
0.060929705,2271.75293,174.0292132
0.056258503,2454.785156,54.90368765
0.054761905,2390.185547,74.0667489
0.099591837,2099.487305,-140.3994037
0.089138322,2605.517578,333.7008503
0.060521542,1798.022461,-255.7268847
0.062154195,2422.485352,-155.5403553
0.089070295,2960.81543,626.5094997
0.067913832,2239.453125,-84.84109514
0.053900227,2497.851563,-97.58197748
0.072653061,2067.1875,-129.9612555
0.07968254,2121.020508,-186.5798474
0.089569161,2971.582031,459.2953973
0.103129252,678.2958984,55.76033165
0.060929705,2465.551758,519.5394165
0.074988662,1991.821289,-195.7504544
0.056893424,2153.320313,-204.3049972
0.077346939,2325.585938,-413.115463
0.090997732,2616.28418,-498.6156635
0.051564626,3133.081055,-58.77978917
0.06984127,1937.988281,-287.2385546
0.062063492,1744.189453,246.6952369
0.082040816,2034.887695,-226.91475
0.106643991,1862.62207,-65.58464861
0.058594104,2142.553711,-17.16175405
0.063492063,2174.853516,-24.84946219
0.063265306,3337.646484,358.8654077
0.078662132,2476.318359,63.80470922
0.111020408,1819.555664,-188.5570255
0.072653061,1259.692383,-325.8552639
0.084285714,2357.885742,521.6939526
0.032811791,3488.378906,-26.74246113
0.076462585,2250.219727,-86.36428048
0.03047619,3090.014648,2.305636968
0.11569161,1884.155273,350.3428471
0.07968254,2433.251953,142.131559
0.077346939,3542.211914,642.3197878
0.056235828,2637.817383,-211.0163647
0.042176871,2863.916016,10.05488658
0.074988662,2131.787109,-30.08831653
0.093741497,2788.549805,-49.10379891
0.068571429,2863.916016,411.5419369
0.065759637,2067.1875,-53.33594189
0.102879819,1862.62207,-42.16880849
0.09845805,2368.652344,602.5136032
0.058866213,2067.1875,27.11981036
0.060929705,2196.386719,-165.3133151
0.079818594,1356.591797,269.9220928
0.051564626,1668.823242,62.82764175
0.049455782,2304.052734,125.027342
0.074013605,1927.22168,87.19357166
0.049206349,1787.255859,-126.274935
0.05260771,1927.22168,-107.7348962
0.075011338,2013.354492,-94.8447064
0.036870748,2121.020508,-67.17553197
0.072653061,2185.620117,-214.0187862
0.053197279,1851.855469,-150.5651346
0.051156463,1571.923828,204.6909439
0.077346939,1862.62207,132.469429
0.072653061,2627.050781,-602.2750734
0.091405896,2680.883789,415.6878777
0.105464853,1658.056641,-98.73287896
0.049342404,2540.917969,196.7696441
0.07031746,2099.487305,-17.86166497
0.117188209,2670.117188,-102.8786279
0.06893424,2271.75293,-308.8869426
0.059274376,2099.487305,-89.23532068
0.105170068,3488.378906,-579.995042
0.053333333,1162.792969,-269.2762744
0.067845805,2680.883789,-351.3834138
0.112539683,2853.149414,-696.8198497
0.065623583,2820.849609,-264.0793652
0.107823129,3499.145508,-210.1560088
0.067959184,2336.352539,33.60681889
0.080340136,3057.714844,463.5565898
0.07031746,2497.851563,710.1642042
0.070113379,2648.583984,-72.7602389
0.074988662,2067.1875,-254.0324961
0.060589569,2099.487305,-108.3441727
0.072199546,1841.088867,-349.912202
0.079931973,1582.69043,-405.2306087
0.089070295,2433.251953,-359.6944131
0.182811791,3520.678711,-640.2062185
0.058594104,1830.322266,14.0830628
0.075011338,2304.052734,469.0369749
0.15,3671.411133,-855.6415027
0.22031746,3875.976563,-603.1232702
0.194535147,3671.411133,-408.2812662
0.064217687,2239.453125,-332.1897867
0.070816327,2433.251953,-181.1887738
0.046077098,1733.422852,28.60182998
0.074988662,2680.883789,-307.2680705
0.070272109,2583.984375,-64.16449498
0.096099773,2713.183594,-550.7017156
0.071133787,2099.487305,-66.87923705
0.085895692,2454.785156,-470.4677558
0.059138322,2121.020508,-267.4128717
0.07968254,2906.982422,-330.6827799
0.114829932,2067.1875,-1071.999397
0.132789116,4026.708984,-705.1425705
0.107800454,2906.982422,-441.1849769
0.076802721,2583.984375,-376.4594659
0.113469388,3886.743164,-306.5651212
0.03984127,2422.485352,15.54798211
0.098435374,2777.783203,-156.5896241
0.096077098,1442.724609,-356.3853299
0.061405896,2034.887695,-10.47285742
0.175782313,1937.988281,-636.9653037
0.089070295,1916.455078,339.5924502
0.103129252,1442.724609,-638.7187745
0.182811791,2314.819336,-861.0249778
0.10521542,3036.181641,-330.9006967
0.054897959,1076.660156,-148.1921361
0.084376417,2799.316406,-281.5544122
0.126575964,3585.27832,-88.15831718
0.100680272,2637.817383,518.0329171
0.114852608,3563.745117,-394.2134455
0.11015873,3273.046875,-394.7715399
0.082040816,2357.885742,-37.13797108
0.070657596,2110.253906,-83.73595894
0.105464853,2917.749023,-286.9188005
0.063287982,2368.652344,133.3176961
0.062721088,1195.092773,-314.5602817
0.050068027,2304.052734,329.2285618
0.11015873,3617.578125,-121.8921809
0.051519274,1851.855469,-40.07961911
0.0869161,2637.817383,80.96318258
0.086734694,2530.151367,-253.910027
0.22031746,3542.211914,-724.2419565
0.058594104,2034.887695,141.5945115
0.084376417,2691.650391,61.61185929
0.121882086,3402.246094,-478.9918057
0.194535147,3843.676758,-557.0951642
0.043900227,2142.553711,15.37836851
0.060498866,2454.785156,-364.975012
0.250770975,3811.376953,-987.7879029
0.082857143,2250.219727,-149.9044094
0.060725624,1819.555664,-211.5687247
0.07031746,3413.012695,676.6029356
0.057482993,2121.020508,-137.1601065
0.231315193,3143.847656,-850.9193576
0.124217687,3305.34668,-801.3292489
0.068480726,2368.652344,27.89180332
0.084376417,2551.68457,-241.7401379
0.069750567,2250.219727,-461.8875255
0.077346939,2950.048828,679.8325229
0.043174603,1970.288086,-61.2163991
0.135124717,4005.175781,-529.6365043
0.11015873,3445.3125,-173.5297347
0.105464853,3552.978516,-121.0773215
0.07292517,1905.688477,-315.6503678
0.208594104,3714.477539,-507.7050443
0.145306122,2530.151367,-792.5199158
0.058594104,2659.350586,8.10960548
0.189410431,1076.660156,-246.1641143
0.205124717,3542.211914,-1201.113325
0.089070295,2508.618164,-684.1914594
0.246099773,3929.80957,-531.6228906
0.290634921,3434.545898,-980.8204338
0.056258503,2594.750977,-440.2021613
0.038095238,2616.28418,144.8426177
0.065623583,1970.288086,350.7840152
0.229342404,3811.376953,-614.5053107
0.128888889,3133.081055,-761.0863235
0.077346939,2928.515625,-94.647571
0.077346939,2185.620117,-33.59075687
0.105464853,3380.712891,-683.7302533
0.072653061,1959.521484,-190.3494875
0.07968254,2680.883789,-419.0099783
0.091405896,2551.68457,-584.3719577
0.063174603,2336.352539,-89.72859846
0.089070295,2207.15332,-241.3708549
0.107823129,2594.750977,-750.5638232
0.114852608,3402.246094,-302.9732036
0.059410431,2594.750977,22.99012911
0.067528345,1948.754883,-402.7430409
0.22031746,3725.244141,-860.8123359
0.079705215,3391.479492,575.308218
0.065623583,2508.618164,200.4598389
0.250770975,3585.27832,-697.3717975
0.047891156,2239.453125,73.5053251
0.119546485,3789.84375,-622.7765271
0.196870748,1711.889648,-794.0002892
0.07537415,2153.320313,-189.2437
0.065623583,2131.787109,-147.3237714
0.074988662,2627.050781,-272.9823724
0.075668934,2056.420898,-105.7445932
0.236712018,3725.244141,-716.4968947
0.067959184,2110.253906,-115.790244
0.11015873,3046.948242,-466.9311269
0.131247166,2142.553711,-889.4364691
0.182811791,1991.821289,-834.3738299
0.206258503,3822.143555,-533.1264167
0.093741497,2680.883789,-226.0916945
0.075034014,2336.352539,-146.1917701
0.065623583,2282.519531,-158.4439921
0.087709751,2670.117188,-328.216974
0.123424036,2077.954102,-168.5792429
0.084013605,2185.620117,-336.5975947
0.103129252,3359.179688,-493.0877976
0.053900227,2164.086914,398.724861
0.072675737,1668.823242,-370.1311564
0.077324263,2530.151367,-288.9150431
0.093764172,2207.15332,-506.2369257
0.262630385,2164.086914,-890.760133
0.073492063,2487.084961,-64.64594738
0.213287982,3391.479492,-1013.062951
0.138163265,1421.191406,-734.4373631
0.086349206,2799.316406,-189.7657504
0.086734694,2540.917969,53.00020958
0.098435374,2950.048828,-540.4046911
0.241405896,3972.875977,-574.4351408
0.07968254,2465.551758,-464.8059516
0.135941043,3413.012695,-485.0493041
0.065623583,2487.084961,-59.93104478
0.307029478,3068.481445,-906.711199
0.080566893,2702.416992,-526.4432891
0.064761905,3100.78125,510.2143573
0.26952381,1507.324219,-879.6139772
0.072653061,2583.984375,139.6611876
0.067959184,2605.517578,198.8836776
0.060929705,2314.819336,-39.93773822
0.053900227,2745.483398,235.5410835
0.061315193,1227.392578,-442.5807135
0.087301587,2174.853516,-177.5199905
0.093673469,3380.712891,400.9821292
0.304671202,3251.513672,-1256.225741
0.064739229,2659.350586,406.7703974
0.07031746,2336.352539,-130.7663546
0.09047619,2777.783203,-618.4166213
0.073968254,2573.217773,198.5273251
0.126575964,3671.411133,-533.8092021
0.096077098,2982.348633,-245.3674827
0.079705215,1270.458984,158.4375232
0.131269841,3531.445313,-756.3862686
0.086712018,2530.151367,-296.9444696
0.105464853,2390.185547,-285.9130719
0.065623583,2153.320313,-184.5907647
0.276553288,3832.910156,-1047.44705
0.074988662,1916.455078,-262.1510681
0.098435374,4015.942383,-914.7809313
0.044512472,1582.69043,155.7302783
0.098435374,2454.785156,-563.4149001
0.037482993,1851.855469,70.28134741
0.082018141,2713.183594,63.57082797
0.075011338,2411.71875,656.6175693
0.038979592,2207.15332,116.2120059
0.091428571,1475.024414,316.858682
0.091428571,742.8955078,647.200713
0.091428571,1701.123047,368.821166
0.126258503,2196.386719,558.751007
0.116825397,2153.320313,523.185782
0.130612245,1141.259766,757.072666
0.187210884,2325.585938,-60.610881
0.130612245,1507.324219,522.701887
0.121904762,1259.692383,603.285405
0.126984127,2121.020508,450.491494
0.106666667,2110.253906,81.882162
0.113197279,1378.125,616.688413
0.104489796,1873.388672,339.620305
0.111746032,1851.855469,-61.994616
0.074013605,2357.885742,628.224088
0.108843537,2411.71875,299.608505
0.126984127,1905.688477,250.824928
0.100136054,1981.054688,443.836022
0.076190476,1862.62207,240.769024
0.078367347,2099.487305,342.688766
0.082721088,2024.121094,734.06526
0.121904762,2422.485352,-138.006015
0.152380952,958.2275391,-169.120565
0.121904762,1044.360352,4.649747
0.121904762,1388.891602,843.6799
0.130612245,861.328125,810.983836
0.078367347,2045.654297,548.401032
0.074013605,1636.523438,133.649126
0.106666667,2325.585938,71.481037
0.076190476,1873.388672,265.044679
0.08707483,1539.624023,359.234237
0.178503401,1722.65625,-833.434236
0.121904762,1464.257813,591.694371
0.11755102,2013.354492,576.332606
0.148027211,2239.453125,-919.807909
0.116825397,2454.785156,276.111825
0.20462585,1582.69043,-695.544238
0.126258503,1593.457031,249.597527
0.108843537,2239.453125,391.894084
0.100136054,1819.555664,666.053942
0.106666667,1690.356445,681.708618
0.095782313,2293.286133,547.157267
0.100136054,1442.724609,283.332112
0.113197279,2444.018555,668.138707
0.104489796,699.8291016,587.410554
0.130612245,1539.624023,594.130494
0.100136054,2648.583984,375.355525
0.108843537,1668.823242,850.779911
0.108843537,2271.75293,618.242415
0.108843537,2250.219727,433.170607
0.108843537,2099.487305,307.941241
0.093605442,1754.956055,759.928213
0.148027211,1173.55957,720.887918
0.108843537,1819.555664,638.598787
0.091428571,839.7949219,328.528999
0.108843537,1571.923828,617.220116
0.119727891,2271.75293,688.923183
0.104489796,2304.052734,615.186535
0.121904762,1937.988281,420.545777
0.097959184,2121.020508,792.605321
0.093605442,1948.754883,535.717103
0.108843537,2314.819336,584.813094
0.106666667,2121.020508,441.79667
0.113197279,2400.952148,226.314921
0.093605442,387.5976563,583.442784
0.11537415,1227.392578,525.774792
0.100136054,1905.688477,614.895326
0.097959184,850.5615234,757.582083
0.089251701,872.0947266,517.101587
0.104489796,1248.925781,798.751062
0.060952381,1410.424805,350.819537
0.093605442,775.1953125,618.178565
0.106666667,1496.557617,627.141576
0.078367347,1259.692383,351.668239
0.080544218,2390.185547,525.152563
0.095782313,1313.525391,851.841312
0.095782313,1076.660156,858.681341
0.095782313,1087.426758,627.130192
0.097959184,1227.392578,639.104936
0.093605442,2164.086914,673.646056
0.111020408,1679.589844,464.873618
0.089251701,473.7304688,556.300464
0.091428571,2174.853516,329.874513
0.095782313,2164.086914,730.264045
0.095782313,699.8291016,829.890529
0.100136054,2228.686523,339.454019
0.095782313,1399.658203,795.642225
0.108843537,2325.585938,614.118399
0.080544218,1356.591797,591.452822
0.097959184,613.6962891,775.576798
0.106666667,1076.660156,826.737274
0.076190476,1431.958008,733.60808
0.093605442,1184.326172,686.391039
0.089251701,1711.889648,591.092726
0.108843537,484.4970703,655.32421
0.108843537,1959.521484,672.171019
0.089251701,2271.75293,611.568126
0.095782313,1421.191406,226.83932
0.106666667,2121.020508,321.846924
0.104489796,1776.489258,624.302255
0.100136054,1453.491211,497.422988
0.102312925,2024.121094,506.488154
0.091428571,581.3964844,524.43199
0.089251701,1410.424805,438.855985
0.106666667,1044.360352,617.738439
0.100136054,1571.923828,189.856853
0.108843537,1776.489258,584.322462
0.104489796,1367.358398,814.790285
0.097959184,1410.424805,720.740202
0.104489796,2207.15332,657.717035
0.097959184,1787.255859,727.445329
0.102312925,850.5615234,486.359107
0.119727891,2347.119141,289.185661
0.106666667,1701.123047,731.218652
0.08707483,656.7626953,445.403638
0.091428571,1033.59375,592.494686
0.091428571,1356.591797,661.563514
0.106666667,1248.925781,482.697157
0.106666667,1841.088867,479.305642
0.102312925,1518.09082,686.22724
0.11537415,1184.326172,635.046098
0.100136054,2164.086914,563.068258
0.065306122,1324.291992,110.092963
0.104489796,322.9980469,222.724316
0.097959184,1851.855469,172.172116
0.084897959,1754.956055,455.669973
0.091428571,1647.290039,763.97931
0.084897959,1356.591797,320.230458
0.108843537,882.8613281,659.731331
0.108843537,1981.054688,779.715333
0.100136054,2379.418945,479.409465
0.100136054,1981.054688,467.155556
0.106666667,839.7949219,389.207515
0.106666667,1012.060547,693.121823
0.102312925,1711.889648,631.748146
0.093605442,1216.625977,615.662962
0.104489796,1130.493164,359.892616
0.095782313,1302.758789,19.186517
0.108843537,1636.523438,804.449486
0.095782313,1098.193359,881.013512
0.074013605,2400.952148,375.758613
0.100136054,1335.058594,338.62881
0.11755102,1356.591797,266.606488
0.093605442,1388.891602,392.303013
0.100136054,1291.992188,313.811422
0.11755102,936.6943359,486.285255
0.11537415,2379.418945,497.291952
0.093605442,1776.489258,589.70682
0.11755102,592.1630859,194.762231
0.097959184,1205.859375,828.606842
0.104489796,2045.654297,363.208357
0.104489796,1248.925781,-321.021719
0.104489796,1808.789063,555.969257
0.100136054,1076.660156,772.463294
0.093605442,1087.426758,-53.779649
0.104489796,785.9619141,594.629693
0.104489796,1108.959961,269.93728
0.095782313,1227.392578,23.0848
0.111020408,1291.992188,538.068009
0.113197279,1098.193359,-155.831202
0.100136054,1173.55957,267.629333
0.082721088,1259.692383,-184.601676
0.097959184,1184.326172,121.561546
0.106666667,1248.925781,224.081122
0.100136054,1281.225586,633.940515
0.104489796,968.9941406,719.892867
0.111020408,915.1611328,740.924233
0.097959184,1507.324219,641.396611
0.097959184,872.0947266,868.599258
0.11755102,2260.986328,624.270771
0.102312925,2228.686523,809.006663
0.089251701,1087.426758,489.023428
0.100136054,2077.954102,738.121176
0.102312925,1087.426758,682.118397
0.102312925,893.6279297,783.500598
0.093605442,850.5615234,750.339468
0.11755102,2508.618164,683.606409
0.095782313,968.9941406,699.735962
0.104489796,1862.62207,570.152053
0.102312925,549.0966797,588.525689
0.119727891,1485.791016,802.344136
0.045714286,947.4609375,81.51309
0.100136054,1539.624023,707.067519
0.113197279,2164.086914,664.144244
0.102312925,904.3945313,573.622027
0.095782313,1604.223633,700.717298
0.113197279,699.8291016,723.603103
0.106666667,602.9296875,881.714112
0.102312925,1593.457031,732.632489
0.108843537,2271.75293,739.859973
0.089251701,1055.126953,519.087983
0.095782313,1442.724609,670.996316
0.104489796,1291.992188,824.44142
0.097959184,1916.455078,751.785798
0.132789116,1076.660156,877.558103
0.11537415,1690.356445,791.58863
0.119727891,1195.092773,854.563774
0.104489796,613.6962891,690.60389
0.100136054,2067.1875,626.953924
0.119727891,732.1289063,665.451118
0.113197279,1894.921875,775.799885
0.111020408,1658.056641,805.480057
0.106666667,1152.026367,586.650692
0.119727891,1658.056641,684.630295
0.126258503,979.7607422,129.514644
0.11537415,1701.123047,732.907563
0.106666667,2325.585938,551.242197
0.121904762,592.1630859,932.579872
0.11537415,1819.555664,600.349714
0.102312925,1195.092773,839.850933
0.121904762,1173.55957,372.558502
0.132789116,990.5273438,421.049064
0.097959184,2314.819336,497.053441
0.119727891,1711.889648,679.156845
0.119727891,1141.259766,668.733914
0.11537415,1313.525391,838.555426
0.156734694,947.4609375,45.917614
0.106666667,1593.457031,940.344138
0.111020408,1410.424805,801.610008
0.108843537,1507.324219,111.534129
0.104489796,1733.422852,729.180774
0.08707483,807.4951172,-78.169065
0.102312925,1345.825195,-266.015677
0.113197279,430.6640625,545.542406
0.097959184,1270.458984,-204.77803
0.080544218,742.8955078,-124.92346
0.119727891,559.8632813,285.436861
0.108843537,1388.891602,578.343282
0.121904762,2400.952148,506.397372
0.128435374,516.796875,217.427365
0.11537415,452.1972656,664.336608
0.104489796,613.6962891,-131.165721
0.128435374,947.4609375,201.952701
0.11537415,1884.155273,754.191678
0.141496599,721.3623047,814.176578
0.134965986,1894.921875,362.198029
0.106666667,1270.458984,684.834304
0.108843537,1754.956055,736.266121
0.121904762,818.2617188,715.1715
0.091428571,2422.485352,309.98226
0.113197279,882.8613281,824.538473
0.11537415,721.3623047,827.301321
0.097959184,850.5615234,799.498647
0.111020408,2454.785156,717.00121
0.089251701,1291.992188,-259.532788
0.11537415,1141.259766,-35.513019
0.071836735,516.796875,-134.881556
0.100136054,1130.493164,310.944587
0.108843537,592.1630859,729.607741
0.08707483,452.1972656,-193.180473
0.113197279,1195.092773,655.724516
0.104489796,1098.193359,780.643991
0.111020408,419.8974609,729.247165
0.076190476,645.9960938,-113.585888
0.11755102,1464.257813,562.529595
0.074013605,1507.324219,-176.109256
0.063129252,1798.022461,-161.253103
0.108843537,1431.958008,693.809376
0.080544218,904.3945313,-290.252076
0.111020408,1388.891602,689.884984
0.108843537,1313.525391,613.703458
0.119727891,1475.024414,435.162967
0.093605442,1356.591797,644.096107
0.067482993,1561.157227,329.582086
0.111020408,721.3623047,849.866596
0.103401361,559.8632813,812.334159
0.103401361,850.5615234,933.706324
0.099773243,775.1953125,763.093194
0.114285714,753.6621094,822.23972
0.096145125,1012.060547,791.521866
0.097959184,645.9960938,732.17245
0.107029478,1141.259766,915.897755
0.108843537,1550.390625,741.963551
0.085260771,925.9277344,720.91192
0.097959184,742.8955078,638.106638
0.125170068,1571.923828,702.861455
0.097959184,1959.521484,707.087049
0.107029478,1184.326172,615.344543
0.08707483,936.6943359,664.209729
0.110657596,322.9980469,353.091055
0.103401361,904.3945313,759.554207
0.099773243,936.6943359,637.512783
0.108843537,1065.893555,747.803776
0.099773243,1281.225586,786.193909
0.090702948,1518.09082,665.030748
0.117913832,721.3623047,526.062512
0.090702948,635.2294922,510.604436
0.088888889,538.3300781,521.090201
0.092517007,1184.326172,646.084165
0.10521542,882.8613281,832.695217
0.110657596,839.7949219,719.633098
0.108843537,710.5957031,784.627383
0.107029478,796.7285156,823.385172
0.083446712,979.7607422,793.377081
0.116099773,1571.923828,691.441589
0.108843537,1012.060547,598.299165
0.116099773,796.7285156,664.748898
0.112471655,1248.925781,275.729788
0.108843537,1173.55957,564.276921
0.12154195,2390.185547,690.084451
0.107029478,1937.988281,418.006176
0.099773243,796.7285156,657.932741
0.103401361,1798.022461,273.901219
0.110657596,1270.458984,396.342642
0.101587302,2002.587891,729.596366
0.101587302,1098.193359,545.958533
0.107029478,1324.291992,489.277504
0.108843537,1830.322266,375.635461
0.10521542,872.0947266,699.635728
0.103401361,1582.69043,821.294442
0.123356009,861.328125,131.548852
0.114285714,1388.891602,652.888093
0.10521542,1281.225586,389.394405
0.099773243,2196.386719,730.223407
0.123356009,1550.390625,449.379862
0.081632653,635.2294922,-190.69123
0.092517007,1733.422852,158.322235
0.108843537,904.3945313,-129.366122
0.110657596,1205.859375,328.316873
0.097959184,904.3945313,-50.857081
0.114285714,732.1289063,768.140077
0.12154195,462.9638672,297.323229
0.107029478,1475.024414,708.183761
0.083446712,1022.827148,-154.977013
0.103401361,1227.392578,338.878591
0.096145125,1281.225586,-249.629068
0.090702948,2519.384766,6.074652
0.110657596,785.9619141,185.315301
0.103401361,441.4306641,-14.982361
0.114285714,829.0283203,432.100515
0.099773243,807.4951172,-224.493063
0.107029478,1184.326172,-261.7846
0.107029478,839.7949219,-68.799909
0.096145125,1173.55957,667.336241
0.099773243,1518.09082,484.083273
0.116099773,1022.827148,543.79698
0.097959184,753.6621094,199.75477
0.12154195,1022.827148,512.229001
0.107029478,1679.589844,569.317875
0.092517007,775.1953125,-286.501543
0.097959184,1636.523438,-58.067967
0.101587302,936.6943359,973.432743
0.108843537,1033.59375,608.34931
0.090702948,1281.225586,-375.539613
0.117913832,635.2294922,303.999553
0.103401361,796.7285156,750.046345
0.101587302,279.9316406,-401.955575
0.097959184,1184.326172,618.02023
0.12154195,958.2275391,-154.626349
0.114285714,904.3945313,803.50869
0.119727891,1076.660156,258.036187
0.114285714,1518.09082,818.614247
0.065306122,1916.455078,-140.238893
0.125170068,2325.585938,313.487999
0.099773243,409.1308594,-309.657082
