N,category,duration,minimum,maximum,frequency_range,direction,centroid,mel,tonnetz,zerocross
1,1,0.077458054,1553.538081,3019.8878,1466.349719,16.24760533,2477.491132,-314.186231,0.084848996,0.123656139
2,1,0.081464505,1743.767234,2718.691641,974.9244077,290.2793031,2241.934072,-363.5831292,-0.104335929,0.106761259
3,1,0.057425798,1513.907007,3336.936388,1823.02938,-274.5853261,2483.379711,-335.0912383,-0.006834754,0.104245001
4,1,0.082799988,1529.759437,2900.994579,1371.235142,271.9374639,2192.5657,-291.3543101,-0.03571264,0.10352607
5,1,0.070780636,1624.874013,2726.617856,1101.743843,354.9876267,2192.001079,-322.717,-0.067212089,0.104245001
6,1,0.084135472,1505.980793,3289.379099,1783.398307,-48.31697509,2472.233692,-298.8015761,-0.048165816,0.116107363
7,3,0.081464505,1395.013787,3075.371302,1680.357516,-34.39554035,2344.267074,-296.7203432,0.01230816,0.116107363
8,3,0.082799988,1609.021583,2940.625653,1331.60407,128.3302221,2212.25577,-355.7138669,0.032543066,0.101728742
9,3,0.078793537,1688.283731,2694.912997,1006.629266,190.7269293,2213.908371,-284.4583659,-0.040700132,0.099931415
10,1,0.082799988,1450.49729,3218.043167,1767.545877,150.2560623,2254.607185,-321.7366735,0.016345283,0.104604466
11,1,0.082265795,1521.833222,3146.707235,1624.874013,25.0471127,2325.252648,-353.7778613,-0.009888623,0.105682863
12,1,0.056090315,1529.759437,3083.297517,1553.538081,1.984667927,2426.426289,-332.4148437,-0.077906272,0.114310035
13,1,0.076122571,1537.685651,3019.8878,1482.202148,80.04023925,2427.139668,-361.5676965,-0.021414092,0.124015604
14,1,0.078526441,1529.759437,3146.707235,1616.947798,23.07380775,2346.90188,-398.4365231,-0.074625628,0.112153242
15,3,0.065438701,1513.907007,3305.231529,1791.324522,-144.453436,2532.68193,-292.0876832,-0.16046213,0.118623622
16,3,0.072650312,1521.833222,3083.297517,1561.464296,61.0857462,2293.394761,-412.0896111,-0.027989169,0.10352607
17,3,0.058761282,1490.128363,3067.445088,1577.316725,-25.82575676,2408.976066,-369.696766,-0.080292207,0.114669501
18,3,0.08680644,1521.833222,2940.625653,1418.792431,63.18470465,2338.216677,-305.7713597,0.026541131,0.108918052
19,3,0.058761282,1434.64486,3313.157743,1878.512883,120.3009306,2539.314852,-283.4970403,-0.038524127,0.12113988
20,3,0.073451603,1561.464296,2900.994579,1339.530284,133.0804142,2292.307664,-359.738239,0.028708111,0.112512707
21,3,0.072116119,1593.169154,3218.043167,1624.874013,124.6138577,2427.065895,-362.9618181,-0.108444528,0.114669501
22,3,0.069445152,1466.349719,3122.928591,1656.578872,14.49487287,2400.221459,-342.016144,-0.035974947,0.121499346
23,3,0.080129021,1521.833222,2980.256727,1458.423505,26.68451203,2340.579067,-348.6479007,0.065979635,0.115388431
24,3,0.090812891,1442.571075,3527.16554,2084.594465,-220.4964191,2484.631312,-276.5661862,0.01440749,0.118623622
25,3,0.073451603,1387.087572,3107.076162,1719.988589,-29.05452557,2373.872631,-251.6865435,0.003801351,0.112512707
26,3,0.056090315,1299.89921,3313.157743,2013.258533,136.9132517,2241.668276,-286.6716631,0.039345741,0.109277518
27,3,0.077090796,1482.202148,3083.297517,1601.095369,165.831933,2292.493535,-319.2861774,-0.048425158,0.107839656
28,3,0.078793537,1490.128363,3019.8878,1529.759437,61.10147736,2298.245815,-357.5662713,-0.025013762,0.10748019
29,3,0.066774185,1521.833222,3408.27232,1886.439098,-101.718405,2411.369796,-325.7518359,-0.041827169,0.099931415
30,3,0.091614181,1664.505086,2924.773224,1260.268137,18.048575,2318.817652,-432.3996627,-0.076070437,0.108558587
31,3,0.073401522,1553.538081,3011.961585,1458.423505,89.25344148,2284.813353,-423.0722676,-0.025360567,0.106401794
32,3,0.03605806,1434.64486,3218.043167,1783.398307,117.7827041,2159.017693,-336.560149,0.013686961,0.093461035
33,3,0.089477407,1529.759437,3233.895597,1704.13616,-230.4693662,2532.637406,-440.0323592,0.029955647,0.116107363
34,3,0.068109668,1482.202148,3329.010173,1846.808024,-31.10975484,2404.679537,-458.7813813,-0.021951895,0.113231639
35,3,0.092148374,1498.054578,3210.116953,1712.062375,-27.82391093,2333.387136,-301.0195481,0.015816846,0.115747898
36,3,0.076122571,1537.685651,3297.305314,1759.619663,-179.5093527,2593.265506,-298.1983974,-0.009767461,0.123296673
37,3,0.110845146,1466.349719,3360.715032,1894.365312,-282.9101445,2599.746172,-309.2436959,0.099214379,0.122937208
38,3,0.080129021,1490.128363,3202.190738,1712.062375,-96.13807831,2397.850077,-336.346243,0.04427212,0.11071538
39,3,0.109509662,1529.759437,3067.445088,1537.685651,-275.7047287,2524.908782,-351.2191754,0.07761682,0.125453466
40,3,0.090812891,1466.349719,3194.264523,1727.914804,-121.5609513,2559.303739,-282.9290217,-0.084312017,0.127250794
41,3,0.080129021,1466.349719,3289.379099,1823.02938,-1.349427469,2439.594694,-386.1963736,0.029671353,0.117545225
42,3,0.110845146,1490.128363,3297.305314,1807.176951,-175.6246866,2540.768835,-309.7931552,0.045542581,0.118983087
43,1,0.104167728,1529.759437,3154.63345,1624.874013,-143.2320752,2497.507307,-351.9039014,-0.051139778,0.125453466
44,1,0.121529016,1505.980793,3091.223732,1585.24294,-95.67461839,2406.575319,-365.3555544,0.054699593,0.122937208
45,1,0.093483858,1498.054578,3194.264523,1696.209945,8.338399709,2436.5296,-369.4673706,-0.032988929,0.123656139
46,1,0.053419347,1577.316725,3233.895597,1656.578872,-120.6298943,2509.359842,-374.7139798,-0.045587411,0.119702018
47,1,0.073451603,1498.054578,3265.600456,1767.545877,95.97561648,2383.739892,-362.92668,0.038117368,0.108558587
48,1,0.08680644,1498.054578,3273.52667,1775.472092,-14.94295331,2334.526704,-367.2345571,-0.056107463,0.107120725
49,1,0.105503212,1490.128363,3416.198534,1926.070172,-335.9840218,2616.83042,-255.2515433,-0.064033456,0.127969725
50,1,0.085470956,1379.161357,3115.002376,1735.841019,15.99600331,2382.994807,-300.9808836,-0.037121785,0.123656139
51,1,0.109509662,1379.161357,3313.157743,1933.996386,-139.1165283,2595.015568,-252.6431722,0.012129178,0.126891328
52,3,0.100161277,1458.423505,3297.305314,1838.88181,-62.6947735,2467.407949,-309.9560877,0.004545609,0.118983087
53,3,0.11218063,1498.054578,3273.52667,1775.472092,-258.9417712,2418.374957,-320.5526592,0.041410272,0.120780414
54,3,0.097874261,1505.980793,3178.412094,1672.431301,73.05765933,2435.454896,-371.8899358,0.010237027,0.116107363
55,3,0.092148374,1466.349719,3352.788817,1886.439098,-85.81453522,2483.436232,-312.7390452,-0.007539598,0.121858811
56,1,0.101496761,1545.611866,3281.452885,1735.841019,-210.8121365,2652.027592,-388.0470701,0.014636713,0.129407587
57,3,0.102832244,1474.275934,3035.740229,1561.464296,-132.6671747,2415.486614,-328.5950943,0.107954339,0.126891328
58,3,0.081197409,1347.456499,3558.8704,2211.413901,-169.0811005,2452.4804,-261.6560101,-0.011639885,0.109996449
59,3,0.068109668,1529.759437,3392.419891,1862.660454,-169.4873232,2487.381055,-373.4131181,-0.142346397,0.110355915
60,3,0.119659339,1466.349719,3218.043167,1751.693448,-325.2426576,2520.784849,-311.3325483,0.082518001,0.127969725
61,3,0.114050307,1521.833222,3265.600456,1743.767234,-281.2135582,2464.800761,-384.2721028,0.130924972,0.11790469
62,3,0.106571599,1521.833222,3249.748026,1727.914804,-326.5132211,2494.30989,-348.2264935,0.126839498,0.123296673
63,3,0.064103217,1355.382713,3408.27232,2052.889607,64.15417806,2330.587047,-299.836189,0.065156663,0.111434311
64,3,0.110845146,1513.907007,3051.592659,1537.685651,2.760440686,2363.948939,-392.3001308,0.038227326,0.115028966
65,3,0.096755793,1371.235142,3281.452885,1910.217742,-10.4591613,2396.378362,-286.0823393,-0.002455302,0.121858811
66,3,0.081464505,1482.202148,3321.083958,1838.88181,130.16517,2370.781739,-399.3072832,-0.036973394,0.108918052
67,3,0.072116119,1521.833222,3257.674241,1735.841019,-172.7086557,2452.509055,-363.076641,-0.037964653,0.113950569
68,3,0.08760773,1529.759437,3210.116953,1680.357516,-139.5514924,2523.434075,-386.3405187,0.026835235,0.122577742
69,3,0.070780636,1379.161357,3471.682037,2092.520681,-117.870489,2539.621968,-269.7795214,0.012452792,0.122218277
70,3,0.069027813,1450.49729,3305.231529,1854.734239,0.480178279,2466.934317,-303.3697537,-0.16693969,0.123296673
71,3,0.060096766,1474.275934,3233.895597,1759.619663,80.31617876,2377.915302,-317.0056959,0.090306772,0.115388431
72,3,0.124199983,1490.128363,3146.707235,1656.578872,-109.6233752,2487.873883,-293.638016,0.021163709,0.126891328
73,3,0.106838695,1474.275934,3225.969382,1751.693448,-116.4842931,2533.290714,-319.2099086,0.067681825,0.129407587
74,3,0.106838695,1490.128363,2948.551867,1458.423505,-183.0589813,2485.135084,-307.7507634,0.120158673,0.126891328
75,3,0.11218063,1355.382713,3455.829608,2100.446895,-250.4842318,2534.711503,-268.0224751,0.011788645,0.127250794
76,3,0.093483858,1498.054578,3336.936388,1838.88181,6.084403577,2399.039627,-343.7693474,-0.028251771,0.111434311
77,3,0.081464505,1498.054578,3122.928591,1624.874013,-120.1920576,2448.375978,-312.4567328,-0.045165636,0.119702018
78,3,0.109509662,1505.980793,3004.03537,1498.054578,-228.974383,2510.940399,-294.7942761,0.069472841,0.123656139
79,3,0.110845146,1513.907007,3027.814015,1513.907007,-196.0950525,2488.911996,-315.1666312,-0.062723023,0.120061484
80,3,0.09909289,1450.49729,3210.116953,1759.619663,-271.6637224,2534.252439,-318.6818649,-0.054757602,0.129407587
81,3,0.117789661,1450.49729,3329.010173,1878.512883,-320.2401047,2510.091717,-300.9771733,-0.056976333,0.122937208
82,3,0.066774185,1498.054578,3432.050964,1933.996386,-221.9509046,2718.213406,-297.806202,0.050268386,0.133721173
83,3,0.11218063,1537.685651,3059.518873,1521.833222,-135.8946161,2501.036188,-370.2000223,-0.005168488,0.12437507
84,3,0.110310953,1498.054578,3241.821811,1743.767234,-248.4634171,2481.874484,-401.3174005,-0.084652868,0.11790469
85,3,0.094819342,1387.087572,3281.452885,1894.365312,-49.47165241,2388.104471,-304.6971475,-0.036279345,0.11790469
86,3,0.076122571,1395.013787,3154.63345,1759.619663,-9.267109864,2369.880668,-321.8333199,0.068303845,0.118264156
87,3,0.078793537,1490.128363,3360.715032,1870.586669,-142.9152305,2526.833061,-341.3126011,0.061744259,0.111434311
88,3,0.090812891,1529.759437,3249.748026,1719.988589,-184.1727198,2522.012813,-277.8475242,0.012302674,0.12437507
89,3,0.11218063,1426.718645,3083.297517,1656.578872,-348.5879378,2492.380069,-297.0155757,0.088648241,0.131204914
90,3,0.08600515,1529.759437,3384.493676,1854.734239,-347.4580683,2620.091504,-417.9218042,0.011100243,0.129767052
91,3,0.211540616,1799.250737,3115.002376,1315.75164,-367.8266535,2736.004285,-332.8722136,-0.118869363,0.134440105
92,3,0.181091588,1521.833222,3043.666444,1521.833222,-207.5720586,2565.55663,-302.1620195,-0.050643803,0.129048122
93,3,0.126603854,2155.930398,2900.994579,745.0641817,-285.3490018,2618.811103,-321.246639,0.019627084,0.122218277
94,3,0.165065784,2108.37311,3083.297517,974.9244077,-317.3104652,2692.359116,-301.6388567,0.224657496,0.131923846
95,3,0.106571599,1490.128363,3241.821811,1751.693448,-317.2148409,2565.131134,-377.895184,0.002907129,0.12832919
96,1,0.18750191,1862.660454,3130.854805,1268.194352,-427.7597524,2722.819559,-324.032821,-0.027775822,0.130126518
97,1,0.161860623,1537.685651,2980.256727,1442.571075,-138.9972546,2561.734183,-306.2052232,-0.032240695,0.122937208
98,1,0.169873525,1616.947798,3067.445088,1450.49729,-325.7014378,2710.18663,-345.1219924,-0.068455424,0.132642776
99,1,0.195514812,1537.685651,3059.518873,1521.833222,-105.666947,2561.541428,-329.5724982,-0.054072121,0.12437507
100,3,0.153847721,1466.349719,3170.485879,1704.13616,-187.4981402,2612.818416,-252.3865601,0.03793908,0.132642776
101,3,0.176283847,1537.685651,3004.03537,1466.349719,-158.5966841,2514.748695,-294.0453548,0.032376003,0.127250794
102,3,0.100962567,1387.087572,3154.63345,1767.545877,-143.7329837,2355.414172,-305.0484257,-0.019597643,0.119342552
103,3,0.179021588,1553.538081,3027.814015,1474.275934,-258.4260755,2573.520415,-333.1047893,0.028499798,0.127610259
104,3,0.145834819,1870.586669,2948.551867,1077.965199,-191.5564227,2616.100708,-361.832738,-0.067473309,0.123656139
105,3,0.106838695,1458.423505,3146.707235,1688.283731,-98.00324056,2462.298259,-305.3254964,0.016083631,0.131923846
106,3,0.128206434,1561.464296,3130.854805,1569.39051,-289.1387084,2630.419181,-314.3860686,-0.011418888,0.122577742
107,3,0.15064256,1561.464296,3162.559664,1601.095369,-287.7744469,2658.226871,-258.9427179,-0.129042643,0.133002242
108,3,0.173078686,1569.39051,3067.445088,1498.054578,-302.1291579,2605.899206,-335.4500992,-0.051229318,0.129048122
109,3,0.179489008,1521.833222,3138.78102,1616.947798,-276.831935,2590.152181,-270.6587034,-0.044562994,0.131923846
110,3,0.119659339,1513.907007,3178.412094,1664.505086,-155.6002998,2522.292842,-336.8469594,0.112035793,0.120061484
111,3,0.121529016,1505.980793,3273.52667,1767.545877,-210.4212205,2429.447217,-340.129426,0.03906472,0.11718576
112,3,0.18910449,1434.64486,3059.518873,1624.874013,-159.4431768,2535.862814,-253.0326585,0.02321186,0.126172397
113,3,0.205130295,1569.39051,3186.338308,1616.947798,-222.6963328,2548.72512,-304.4024083,-0.028283766,0.124734535
114,3,0.133014175,1545.611866,3115.002376,1569.39051,-456.1151192,2746.492906,-337.2252778,-0.056994163,0.132283311
115,3,0.193912232,1529.759437,3083.297517,1553.538081,-64.10028238,2490.908054,-317.6964586,-0.010835593,0.11790469
116,3,0.176283847,1569.39051,3043.666444,1474.275934,-252.6328991,2593.713005,-335.6459098,-0.044276478,0.120420949
117,3,0.171476106,1902.291527,2956.478082,1054.186555,-172.3922149,2613.36508,-345.3056927,-0.055360704,0.122577742
118,3,0.174681267,1696.209945,3067.445088,1371.235142,-329.8289712,2682.031609,-339.0018698,0.002679796,0.133002242
119,3,0.160258043,1838.88181,3099.149947,1260.268137,-273.7199967,2690.315901,-329.1010745,0.03923043,0.132283311
120,3,0.169873525,1727.914804,3035.740229,1307.825425,-309.4639608,2642.954821,-341.5134325,-0.09015521,0.130126518
121,1,0.118590951,1498.054578,3210.116953,1712.062375,-295.9481231,2600.564703,-314.5872533,-0.140943853,0.130485984
122,1,0.18910449,1490.128363,3233.895597,1743.767234,-191.2897202,2528.828484,-301.5000857,0.031901307,0.123296673
123,1,0.129809015,1505.980793,3099.149947,1593.169154,-195.7140843,2607.993997,-352.7723646,0.00231737,0.126891328
124,1,0.097223212,1466.349719,3297.305314,1830.955595,-253.2450026,2422.007744,-357.2384259,0.036402051,0.110355915
125,1,0.208335455,1601.095369,3067.445088,1466.349719,-266.3046362,2608.96501,-335.7821998,0.064847833,0.126891328
126,1,0.174681267,1521.833222,3146.707235,1624.874013,-165.7477477,2535.950498,-342.5655371,-0.014118105,0.119702018
127,1,0.198719973,1371.235142,3241.821811,1870.586669,-73.50214991,2436.845614,-269.0639786,0.079420879,0.125812932
128,1,0.161860623,1513.907007,3099.149947,1585.24294,-389.8400379,2653.617067,-272.0079619,-0.152554185,0.13479957
129,3,0.174681267,1941.922601,2940.625653,998.703052,-185.639452,2648.35272,-304.7029486,0.159403996,0.126891328
130,3,0.184296749,1529.759437,2908.920794,1379.161357,-88.64288592,2458.797835,-292.9877656,-0.006471393,0.12113988
131,3,0.15064256,1767.545877,3162.559664,1395.013787,-352.3501374,2729.314191,-305.5913624,0.044651314,0.132283311
132,3,0.142629658,1593.169154,3083.297517,1490.128363,-196.1188339,2608.02146,-319.8100248,-0.088527291,0.126172397
133,3,0.147437399,1505.980793,3043.666444,1537.685651,-89.75205226,2512.674058,-310.4660875,0.068386152,0.125812932
134,1,0.111112243,1609.021583,3130.854805,1521.833222,-371.9075906,2662.404652,-314.5871944,-0.03563487,0.130485984
135,1,0.177886427,1846.808024,3091.223732,1244.415707,-384.0676482,2738.931537,-250.3665631,-0.057376783,0.133002242
136,3,0.18910449,1490.128363,3329.010173,1838.88181,-307.9174707,2461.869252,-361.6819893,0.010977318,0.11790469
137,3,0.201925133,1767.545877,3313.157743,1545.611866,-563.6933944,2865.246686,-267.63053,-0.112232506,0.136596897
138,3,0.18910449,1418.792431,3233.895597,1815.103166,-156.3397793,2404.256666,-291.1583007,0.002394726,0.115028966
139,3,0.18750191,1521.833222,3257.674241,1735.841019,-311.4909534,2551.710779,-353.1851364,-0.034542004,0.127969725
140,3,0.193912232,1553.538081,3202.190738,1648.652657,-385.3321872,2675.809661,-330.6222323,-0.047010991,0.133361708
141,3,0.200322554,1743.767234,2766.248929,1022.481696,-223.5124895,2549.085475,-295.6764324,0.042570835,0.120420949
142,3,0.181091588,1545.611866,3051.592659,1505.980793,-302.9219744,2568.278075,-328.2431241,-0.074140819,0.127969725
143,3,0.197117392,1799.250737,2774.175144,974.9244077,-162.7754222,2547.987202,-275.8646678,0.050398748,0.120420949
144,3,0.091347085,1466.349719,3233.895597,1767.545877,-7.40738293,2288.680871,-281.1104745,-0.045138422,0.097774621
145,3,0.197117392,1545.611866,3194.264523,1648.652657,-157.4208201,2578.454416,-327.171297,0.011747436,0.125812932
146,3,0.18589933,1513.907007,3273.52667,1759.619663,-427.3516184,2707.878693,-288.1237666,0.014982634,0.136956363
147,3,0.18910449,1569.39051,3225.969382,1656.578872,-243.7315003,2525.380387,-349.4065398,-0.033674837,0.118983087
148,3,0.18910449,2029.110963,3257.674241,1228.563278,-537.6920646,2944.360805,-350.1069907,0.096908186,0.142707811
149,3,0.200322554,1680.357516,3059.518873,1379.161357,-368.1655351,2685.231059,-331.6434686,0.104169012,0.130126518
150,3,0.208335455,1505.980793,3130.854805,1624.874013,-206.8248345,2538.85162,-312.987839,-0.09846937,0.130845449
151,3,0.18910449,1529.759437,3043.666444,1513.907007,-340.3666811,2567.77398,-359.1456834,0.001220738,0.118983087
152,3,0.197117392,1704.13616,2845.511076,1141.374916,-339.9059918,2583.476857,-346.0929988,0.024295753,0.121858811
153,3,0.184296749,1529.759437,3051.592659,1521.833222,-361.5205023,2587.42192,-270.8197807,0.01684806,0.122937208
154,3,0.200322554,1521.833222,3225.969382,1704.13616,-298.9248809,2553.52862,-358.25392,-0.041844429,0.125812932
155,3,0.193912232,1640.726442,3305.231529,1664.505086,-398.5037806,2696.061967,-346.0585527,-0.018005222,0.126531863
156,3,0.208335455,1521.833222,3146.707235,1624.874013,-273.3893213,2509.466483,-351.7903227,0.047516405,0.11790469
157,3,0.067308378,1585.24294,2972.330512,1387.087572,-297.7145271,2370.79554,-362.8492112,-0.064000821,0.101728742
158,3,0.213143197,1513.907007,3218.043167,1704.13616,-289.4258475,2579.61165,-319.2130742,-0.015264848,0.128688656
159,3,0.221156099,1387.087572,2988.182941,1601.095369,-138.3667336,2403.452849,-277.1730606,-0.040789475,0.120780414
160,3,0.248399966,1513.907007,3273.52667,1759.619663,-162.0828237,2468.449353,-308.3483987,0.022360932,0.118983087
161,3,0.201925133,1498.054578,3162.559664,1664.505086,-395.385839,2660.321735,-240.5303166,0.027315284,0.132283311
162,3,0.181091588,1553.538081,3233.895597,1680.357516,-438.8736426,2703.681762,-331.1223451,-0.026823353,0.134080638
163,3,0.190707071,1529.759437,3257.674241,1727.914804,-311.5905293,2597.808129,-344.0621504,-0.102365397,0.121858811
164,3,0.181091588,1450.49729,3297.305314,1846.808024,-395.9468471,2646.468022,-263.84798,0.031969692,0.130126518
165,3,0.200322554,1513.907007,3099.149947,1585.24294,-223.455446,2520.080993,-312.312919,0.037713777,0.121499346
166,3,0.192309651,1680.357516,3122.928591,1442.571075,-441.7160662,2818.468479,-327.8239696,-0.062294968,0.13479957
167,3,0.059295476,1656.578872,2829.658647,1173.079775,177.732731,2115.259257,-330.4281444,0.111673335,0.091663708
168,3,0.14903998,1609.021583,3210.116953,1601.095369,-593.56481,2737.303627,-314.498381,0.052310495,0.138394225
169,3,0.213143197,1505.980793,3138.78102,1632.800228,-134.1565723,2494.727451,-293.7700067,-0.007112201,0.116107363
170,3,0.192309651,1577.316725,3297.305314,1719.988589,-408.3011537,2733.159791,-329.2095735,-0.020607394,0.139113156
171,3,0.18589933,1616.947798,2916.847009,1299.89921,-285.5795625,2555.252681,-302.3881241,0.023803339,0.12113988
172,3,0.206732875,1577.316725,3099.149947,1521.833222,-340.1876053,2627.898223,-297.4168482,-0.00100346,0.12832919
173,3,0.198719973,1561.464296,2956.478082,1395.013787,-264.4332813,2576.52331,-331.719789,-0.025204092,0.121499346
174,3,0.184296749,1498.054578,3130.854805,1632.800228,-341.1627816,2575.156931,-313.383119,-0.149379986,0.127969725
175,3,0.18589933,1537.685651,3178.412094,1640.726442,-371.5808614,2635.282652,-347.5393528,0.005513432,0.127250794
176,3,0.141027078,1918.143957,2940.625653,1022.481696,-283.2200369,2664.718797,-285.7195251,-0.003024651,0.126531863
177,3,0.094819342,1442.571075,3305.231529,1862.660454,-125.2561547,2450.059139,-337.2411499,0.010239382,0.114310035
178,3,0.089477407,1537.685651,3360.715032,1823.02938,-124.4352306,2407.812501,-341.5007185,0.014222159,0.10029088
179,3,0.137137481,1458.423505,3321.083958,1862.660454,101.4544013,2272.599859,-398.5017123,-0.097680933,0.106042328
180,3,0.097757406,1466.349719,3273.52667,1807.176951,-121.084169,2357.284075,-331.2098039,0.052685361,0.108918052
181,3,0.062767733,1545.611866,2726.617856,1181.00599,157.3286824,2309.492022,-332.8789129,-0.073723717,0.109277518
182,3,0.072116119,1537.685651,3059.518873,1521.833222,-309.1094789,2498.233326,-281.5058502,0.012395953,0.111434311
183,3,0.134616756,1624.874013,3257.674241,1632.800228,-342.2291052,2546.518669,-304.6040053,-0.072320762,0.118623622
184,3,0.102565147,1402.940002,3305.231529,1902.291527,-175.9428983,2298.953418,-319.8932874,0.048724891,0.103885535
185,3,0.070780636,1561.464296,3233.895597,1672.431301,231.1399112,2195.316591,-356.4095474,0.009646037,0.099212483
186,3,0.109509662,1490.128363,3146.707235,1656.578872,-106.1872138,2295.629098,-290.4269521,-0.028603128,0.106761259
187,3,0.037393543,1466.349719,2996.109156,1529.759437,66.86517032,2370.936167,-322.9865396,0.011970405,0.112153242
188,3,0.129809015,1513.907007,3321.083958,1807.176951,-229.9766205,2464.709639,-405.8190048,0.037103162,0.111074845
189,3,0.070513539,1521.833222,2813.806218,1291.972996,339.7363348,2188.20734,-305.4809861,0.098361522,0.102088207
190,3,0.096154826,1521.833222,3107.076162,1585.24294,-463.3907388,2562.511032,-385.2252199,0.057097528,0.128688656
191,3,0.097757406,1601.095369,3194.264523,1593.169154,238.3976462,2191.109558,-323.1422428,-0.066963226,0.090585311
192,3,0.062500636,1379.161357,3194.264523,1815.103166,151.2508543,2347.046372,-274.38601,0.0512547,0.111074845
193,3,0.065705798,1498.054578,3107.076162,1609.021583,142.5457591,2251.455939,-293.3823462,-0.011316417,0.105323397
194,3,0.155450302,1545.611866,3225.969382,1680.357516,-179.6010927,2601.050013,-331.4978217,0.05769185,0.122937208
195,3,0.048077412,1529.759437,3249.748026,1719.988589,-53.57412893,2335.156213,-398.3019116,-0.104461683,0.098493553
196,3,0.076923861,1505.980793,3083.297517,1577.316725,31.88192235,2327.153789,-356.4533062,-0.104677265,0.106042328
197,3,0.062767733,1505.980793,3265.600456,1759.619663,89.06792012,2251.484766,-394.9809793,-0.055996473,0.097774621
198,3,0.08921031,1466.349719,3550.944184,2084.594465,-287.4397632,2495.099162,-310.7217647,-0.042649553,0.108199121
199,3,0.091881278,1466.349719,3122.928591,1656.578872,-70.66089822,2416.434247,-275.5107982,-0.013352537,0.10748019
200,3,0.060196927,1482.202148,3154.63345,1672.431301,113.523495,2345.241489,-296.4900497,0.03529062,0.109277518
201,3,0.114851597,1505.980793,3043.666444,1537.685651,-192.81193,2384.769913,-427.3730626,-0.018116947,0.116107363
202,3,0.134883853,1363.308928,3297.305314,1933.996386,-246.1034292,2477.094711,-308.5762113,-0.05901177,0.130126518
203,3,0.096154826,1505.980793,3225.969382,1719.988589,191.4825426,2298.803377,-376.0370595,-0.02921561,0.101369277
204,3,0.145834819,1363.308928,3115.002376,1751.693448,-271.8323573,2479.107658,-287.1606668,0.00841981,0.129767052
205,3,0.069445152,1395.013787,3329.010173,1933.996386,-143.6238342,2442.95692,-315.4275574,-0.048356771,0.110355915
206,3,0.073718699,1450.49729,3281.452885,1830.955595,-9.428407198,2258.688508,-313.8986844,-0.027819147,0.099212483
207,3,0.072116119,1371.235142,3265.600456,1894.365312,87.34335742,2313.223531,-296.1786286,0.011014354,0.108558587
208,3,0.158655462,1513.907007,3344.862602,1830.955595,-421.4491561,2673.056337,-272.0833841,0.098460817,0.133361708
209,3,0.082799988,1513.907007,3495.460682,1981.553675,-348.0229147,2583.661425,-358.2258566,0.056091688,0.119342552
210,3,0.054754831,1529.759437,2996.109156,1466.349719,-245.8279544,2418.689588,-342.4037603,0.000262404,0.107839656
211,3,0.157052882,1648.652657,2948.551867,1299.89921,-40.25032647,2609.735605,-324.7194243,0.02984878,0.127250794
212,3,0.073451603,1498.054578,3146.707235,1648.652657,234.2976151,2183.288332,-310.9181053,0.023885574,0.100650345
213,3,0.084135472,1616.947798,2869.289721,1252.341922,155.3401105,2240.327431,-320.4972318,-0.022054751,0.103885535
214,3,0.055556122,1395.013787,3210.116953,1815.103166,-58.85963036,2385.123553,-282.6517154,0.058435007,0.114310035
215,3,0.076122571,1569.39051,3011.961585,1442.571075,-243.4679887,2428.63692,-304.0475964,-0.076765517,0.109636983
216,3,0.068910958,1529.759437,3035.740229,1505.980793,15.87789058,2430.683648,-310.8651,0.002795699,0.116466828
217,3,0.097490309,1490.128363,3463.755823,1973.62746,-199.042314,2546.231798,-303.1342701,0.056538446,0.112872173
218,3,0.088141923,1395.013787,3336.936388,1941.922601,-227.9090931,2493.029225,-277.1244724,-0.005679167,0.123656139
219,3,0.054487734,1529.759437,2972.330512,1442.571075,-164.8230637,2441.750813,-359.6655039,-0.135424027,0.115747898
220,3,0.166668364,1529.759437,3170.485879,1640.726442,-392.4525048,2716.19958,-275.1397166,-0.132071402,0.133361708
221,3,0.069445152,1505.980793,2845.511076,1339.530284,250.1028628,2198.154739,-262.5274622,-0.039681745,0.106042328
222,3,0.068910958,1402.940002,3336.936388,1933.996386,-169.1052467,2502.415783,-288.962083,-0.081209577,0.11790469
223,3,0.144232238,1395.013787,3432.050964,2037.037178,-386.0900341,2494.082085,-325.6036418,-0.004653815,0.111434311
224,3,0.100161277,1505.980793,3368.641246,1862.660454,-436.2900206,2576.206442,-318.523747,-0.048008963,0.11071538
225,3,0.15064256,1498.054578,3075.371302,1577.316725,-326.7903073,2538.259321,-313.3430853,-0.103301163,0.131204914
226,3,0.126603854,1545.611866,3249.748026,1704.13616,-273.2161605,2551.192372,-379.6579137,0.079477134,0.126891328
227,3,0.072116119,1632.800228,2647.355709,1014.555481,404.1232329,2179.813463,-332.420954,0.063560464,0.101728742
228,2,0.148238689,1498.054578,3376.567461,1878.512883,-435.562527,2631.410273,-295.9388677,0.117787071,0.125812932
229,2,0.074787087,1521.833222,3011.961585,1490.128363,195.6232914,2154.88951,-292.49779,0.127033056,0.096336759
230,2,0.133014175,1490.128363,3130.854805,1640.726442,-367.4567742,2474.677619,-341.8101225,0.040991546,0.127969725
231,2,0.097223212,1418.792431,3360.715032,1941.922601,-262.8546564,2415.616014,-341.4970376,-0.124950774,0.10352607
232,2,0.100962567,1291.972996,3535.091755,2243.118759,-291.9860582,2524.317301,-284.4096893,0.047522393,0.120780414
