category,duration,direction,frequency,energy
Contact,0.3606349,-49.32759418,3615,6
Contact,0.335238,-11.38793245,3763,7
Contact,0.3707936,-37.19447702,3770,5
Contact,0.3403175,19.04943034,3608,5
Contact,0.3657143,-12.48214282,3770,6
Pleasure,0.16544218,76.76807433,0,3
Pleasure,0.1451247,73.01840948,7,5
Pleasure,0.1654422,60.65265172,14,7
Pleasure,0.1683447,83.96207951,7,5
Pleasure,0.1567347,138.0289703,0,4
Pleasure,0.1770522,95.68092785,0,3
Pleasure,0.1857596,98.10579618,0,4
Pleasure,0.1567347,63.83242501,0,6
Pleasure,0.1799547,68.25972351,43,8
Pleasure,0.1741496,90.17928529,755,13
Pleasure,0.1915646,133.4522949,50,15
Pleasure,0.1538322,128.9512834,7,6
Pleasure,0.2147846,42.14638267,7,14
Pleasure,0.1944671,123.2685271,0,5
Pleasure,0.1857597,26.25655647,29,8
Pleasure,0.1567347,130.0681712,0,2
Contact,0.2684807,-109.8306738,3608,8
Contact,0.217687,-56.85818059,0,11
Contact,0.2539683,-39.44432716,7,7
Contact,0.2612245,-63.8692495,3601,6
Contact,0.2539682,-46.63317118,3770,12
Contact,0.2902495,-49.73438208,3608,9
Contact,0.3265306,-55.47702245,3608,11
Pleasure,0.19011338,111.1687942,7,10
Pleasure,0.14802721,187.2184093,14,5
Pleasure,0.18721089,11.22856208,7,5
Pleasure,0.18285714,73.07483977,7,6
Pleasure,0.14730158,124.4492068,29,15
Pleasure,0.15238095,135.7757721,7,9
Pleasure,0.15963719,52.51439606,0,5
Pleasure,0.18285714,26.14309398,7,9
Pleasure,0.10666666,133.9149187,0,17
Pleasure,0.16544217,97.2423032,0,8
Pleasure,0.15238095,6.257528871,50,12
Pleasure,0.14875284,75.84727055,14,7
Pleasure,0.14730159,90.54417464,0,8
Pleasure,0.17269841,90.75774204,0,4
Pleasure,0.14222222,57.12761956,0,3
Pleasure,0.18793651,146.7746395,14,13
Pleasure,0.12190476,32.42525617,0,3
Pleasure,0.13641724,110.5682552,0,6
Pleasure,0.14222222,96.60545172,0,4
Pleasure,0.16544217,182.6303008,14,9
Pleasure,0.14512472,139.1720136,7,6
Pleasure,0.14802721,42.21914508,7,8
Pleasure,0.16253969,79.59631411,7,3
Pleasure,0.18793651,23.16046412,0,5
Pleasure,0.1407709,72.49619483,7,5
Pleasure,0.208254,24.78717689,22,9
Pleasure,0.1770522,110.0353074,7,3
Pleasure,0.2068027,47.18138601,0,6
Pleasure,0.1647166,94.10883503,0,7
Pleasure,0.167619,68.47220672,3027,17
Pleasure,0.1661678,82.29315063,2896,11
Pleasure,0.1269841,70.33705862,7,5
Pleasure,0.1306122,93.48290225,0,7
Pleasure,0.1567347,110.5036837,0,5
Pleasure,0.1393197,160.6706474,7,3
Pleasure,0.185034,61.31170601,7,5
Pleasure,0.1980953,112.7900587,7,9
Pleasure,0.1777778,164.1447224,3034,13
Pleasure,0.1828571,175.1902504,7,5
Pleasure,0.1545578,112.4685809,0,4
Pleasure,0.1814059,90.88508325,0,8
Pleasure,0.1756009,112.6716333,7,6
Pleasure,0.158186,82.59747109,7,4
Pleasure,0.1414966,123.6010695,7,8
Pleasure,0.1574604,114.6597383,7,13
Pleasure,0.1538322,105.5638785,7,7
Pleasure,0.1770521,81.94672502,7,9
Pleasure,0.1473016,61.53601666,372,19
Pleasure,0.1436734,90.26283358,7,4
Pleasure,0.1625397,103.7514444,7,9
Contact,0.3105669,-42.12094029,4307,9
Contact,0.3265306,9.025248667,3601,5
Contact,0.3482993,-10.64511368,4492,5
Contact,0.3229025,-135.3557333,4492,8
Contact,0.3736961,66.93117535,3601,6
Contact,0.3337869,25.57180351,3608,5
Contact,0.341043,-5.499952633,4485,5
Contact,0.3628117,-43.49044537,3763,6
Contact,0.3265306,-121.8073093,4485,9
Contact,0.3773243,21.78723718,3770,6
Contact,0.381678,-27.18865091,3601,7
Contact,0.2902495,-49.27850823,7,8
Contact,0.2612244,-43.34689067,3939,10
Contact,0.2684807,-56.93612511,3946,10
Contact,0.2837189,-32.78845057,3939,7
Contact,0.2996826,-84.36579962,3939,9
Contact,0.3062131,-87.92953416,3932,12
Contact,0.275737,-55.14139255,3446,10
Contact,0.3120182,-88.54909976,14,8
Contact,0.3265306,-133.7601435,3446,7
Contact,0.3903854,-71.53697538,3770,7
Contact,0.3120182,-72.92710435,3932,7
Contact,0.3004082,-91.86087521,7,7
Contact,0.3120182,-84.1378948,7,8
Contact,0.3279819,-113.3338415,3763,6
Contact,0.3555556,-104.9099837,4116,6
Contact,0.3628118,22.23705256,4109,5
Contact,0.3134694,9.79703115,3932,5
Contact,0.3468481,5.835301365,3770,5
Contact,0.2895238,-87.72047168,3608,8
Contact,0.3504761,-103.7307563,3777,7
Contact,0.3628118,-132.3195055,4293,6
Contact,0.370068,-46.04651688,4485,7
Contact,0.3178231,-113.7547415,4109,7
Contact,0.3715193,-23.6102842,4116,5
Contact,0.3192744,-130.847668,4116,7
Contact,0.3265306,-47.00387184,3453,6
Contact,0.3047619,-68.17576578,4293,8
Contact,0.3482993,-41.350977,4123,5
Contact,0.3482993,-56.01496864,3932,6
Contact,0.304762,-91.03639576,4116,7
Contact,0.3555555,-168.5873575,3932,5
Contact,0.3845805,-75.68881937,4116,6
Contact,0.399093,-119.9999289,4300,6
Contact,0.3482993,-87.95441883,3939,6
Contact,0.370068,-123.6694782,3939,6
Contact,0.4136055,-73.01837231,4300,6
Contact,0.3918368,-67.25666887,4116,5
Contact,0.3482993,-57.97553994,4514,7
Pleasure,0.1552834,20.05883012,0,4
Pleasure,0.1480272,117.0957374,0,7
Pleasure,0.1436735,55.9177215,7,4
Pleasure,0.140771,135.7015487,7,6
Pleasure,0.1596372,66.08398307,0,12
Pleasure,0.1785034,82.94275965,7,10
Pleasure,0.1697959,30.37079177,0,5
Pleasure,0.1785034,108.597352,0,3
Pleasure,0.1393197,104.2029595,0,3
Pleasure,0.1523809,56.43709891,7,10
Pleasure,0.1915646,114.0688269,7,7
Pleasure,0.2017233,93.27818592,14,5
Pleasure,0.1814059,58.30400021,0,7
Pleasure,0.217687,110.4140915,7,10
Pleasure,0.2263946,148.2146704,7,5
Pleasure,0.2089796,122.2139965,14,11
Pleasure,0.1857596,102.3232431,14,7
Pleasure,0.1436734,29.47472728,7,8
Pleasure,0.1828571,66.01307414,7,8
Pleasure,0.1697959,127.9322431,7,6
Pleasure,0.1828571,164.0643174,7,8
Pleasure,0.1494785,69.63544508,0,7
Pleasure,0.1436735,138.5833536,748,9
Pleasure,0.1814059,128.1884978,7,6
Pleasure,0.1480272,117.4406604,7,2
Pleasure,0.1596372,136.8619846,0,3
Pleasure,0.134966,136.3193742,14,9
Pleasure,0.1697959,146.3743367,0,4
Pleasure,0.1959184,151.4651491,7,7
Pleasure,0.1872109,53.66318621,7,10
Contact,0.1828572,18.55934231,7,17
Contact,0.2438095,-50.60593415,3770,9
Contact,0.1741497,1.972609239,14,14
Contact,0.1422223,-48.71660089,7,9
Contact,0.2285714,-60.47944872,7,7
Contact,0.1980952,15.0597609,7,7
Contact,0.2488889,-16.87655312,0,4
Contact,0.264127,-44.89793709,7,9
Contact,0.2742857,-13.8771504,7,5
Contact,0.2285714,-102.8700702,0,7
Pleasure,0.17414966,139.28438,7,7
Pleasure,0.13786848,119.7104259,0,7
Pleasure,0.21043084,173.4113125,0,4
Pleasure,0.16253968,37.46307608,7,8
Pleasure,0.19156462,142.1534162,50,9
Pleasure,0.19156462,93.40536239,14,4
Pleasure,0.17414966,126.655058,0,7
Pleasure,0.22639456,131.8201383,7,8
Pleasure,0.19446712,121.9671659,14,7
Pleasure,0.1509297,130.6720312,7,6
Pleasure,0.15092971,171.5459634,7,9
Pleasure,0.19156463,91.83151836,7,7
Pleasure,0.1538322,106.9378067,57,10
Pleasure,0.17414966,62.10283031,50,14
Pleasure,0.20462585,55.74691176,7,8
Pleasure,0.20027211,125.6686411,14,7
Pleasure,0.1458503,145.0605375,7,5
Pleasure,0.1251701,164.7561704,7,7
Pleasure,0.1676191,221.9226007,7,7
Pleasure,0.1512925,171.6817902,0,5
Pleasure,0.1632653,125.7722393,0,6
Pleasure,0.1991837,190.6206966,7,8
Pleasure,0.2122449,190.1188772,7,5
Pleasure,0.1382313,147.647655,7,4
Pleasure,0.1741497,103.4532118,7,6
Pleasure,0.1436734,191.4712485,0,4
Pleasure,0.1785034,251.3484001,7,9
Pleasure,0.1480272,160.3384446,7,15
Pleasure,0.1697959,166.7476409,0,10
Pleasure,0.1915646,130.1717841,7,7
Pleasure,0.1959183,88.48268819,14,6
Pleasure,0.1654422,65.3202574,14,10
Pleasure,0.1959184,144.8191947,57,10
Pleasure,0.1872109,91.87075524,0,8
Pleasure,0.1567347,39.75659077,7,6
Pleasure,0.1610884,136.7330959,3770,23
Pleasure,0.1654422,136.2073458,14,10
Pleasure,0.1436735,141.2067404,7,4
Pleasure,0.169796,121.8578009,7,5
Pleasure,0.1393198,142.5692477,7,3
Contact,0.2873469,38.39001129,0,9
Contact,0.2438095,-4.758777292,7,7
Contact,0.2438095,-14.92624882,7,13
Contact,0.2975057,-18.45900947,7,9
Contact,0.3308843,42.26109234,755,8
Contact,0.2728345,-2.354182836,7,7
Contact,0.2829932,25.48394208,0,5
Contact,0.2844444,-71.68006883,748,8
Contact,0.3134694,-94.31091485,354,10
Contact,0.2829932,-36.99475521,3305,10
Contact,0.2786394,-60.24921492,3298,9
Contact,0.2815419,3.854379045,3305,6
Contact,0.3192744,13.98401341,3305,5
Contact,0.2989569,17.05086065,3298,8
Contact,0.264127,-56.76612963,4485,12
Contact,0.3192744,-54.07506809,3163,9
Contact,0.3337868,-53.22522577,3305,7
Contact,0.2989569,-98.00448316,4300,10
Contact,0.3221769,-33.32992983,3163,8
Contact,0.3221769,-55.65093969,4492,7
Contact,0.3279818,-17.29299733,4485,8
Contact,0.3250794,-15.40968897,3615,8
Contact,0.3715193,-113.8127168,4485,8
Contact,0.3221769,-86.19233469,3170,6
Contact,0.3076644,11.92371166,3763,10
Contact,0.3424944,-60.97083686,3608,7
Contact,0.3076644,49.65267688,3305,6
Contact,0.3134694,-14.06174869,7,8
Contact,0.3134694,-10.80384011,2896,7
Contact,0.3250794,-94.52724787,57,8
Contact,0.3018594,-13.92864975,0,6
Contact,0.3250794,-34.00311947,14,8
Contact,0.3221769,-50.97998613,3305,12
Contact,0.3482993,-44.13930662,14,6
Contact,0.2887982,-23.33777955,7,6
Contact,0.2902495,20.153544,7,7
Contact,0.3076644,-66.00456336,7,5
Contact,0.3018594,43.26665115,50,7
Contact,0.3076644,1.090797001,3305,9
Contact,0.2844444,84.03910806,21,8
Contact,0.2917007,19.72982609,7,6
Contact,0.2975057,-64.4004067,4300,7
Contact,0.3250793,-4.088126995,4492,9
Contact,0.3149206,-39.07947833,14,8
Contact,0.2728345,-70.24868202,7,8
Contact,0.3250794,-46.61518547,0,5
Contact,0.3424943,-52.6267576,0,6
Contact,0.2960545,-0.330870571,4693,6
Contact,0.2844445,-24.77922564,3446,8
Contact,0.3018594,45.50517387,3770,6
Contact,0.3308844,-3.730124345,3939,5
Contact,0.3366893,-2.406695181,3770,6
Contact,0.3308844,-34.69679643,3770,7
Contact,0.3541043,-63.08120459,4492,7
Contact,0.2786395,-3.604947109,3453,9
Pleasure,0.1044898,37.90288367,0,9
Pleasure,0.1364173,121.8839695,7,7
Pleasure,0.1219048,72.6723466,0,5
Pleasure,0.1320635,33.90992426,0,6
Pleasure,0.1451247,44.02380497,365,8
Pleasure,0.1160997,98.27999135,7,5
Pleasure,0.1378684,68.58116904,0,13
Pleasure,0.1799546,66.45698238,354,17
Pleasure,0.1422222,68.19044771,7,11
Pleasure,0.1697959,64.03374576,0,3
Contact,0.2793651,13.76498637,7,8
Contact,0.264127,-2.463939013,0,6
Contact,0.2438095,43.04332578,0,4
Contact,0.1915646,-31.93358473,7,6
Contact,0.1814059,-41.76018553,0,9
Contact,0.2198639,-9.288319964,0,7
Contact,0.2097052,-68.883118,7,6
Contact,0.2191383,-2.22346156,0,5
Contact,0.2285715,7.989744077,14,9
Contact,0.2742857,9.528162302,14,7
Contact,0.2031746,-21.85120576,7,5
Contact,0.2336508,-89.84898185,0,6
Contact,0.2742857,-32.2775308,7,6
Contact,0.2793651,-12.58217917,7,4
Contact,0.2488889,37.97189699,0,4
Contact,0.2438095,-15.4339556,7,11
Contact,0.2336508,28.95971518,7,7
Contact,0.2438095,-5.097545462,398,13
Contact,0.2488889,-77.61092447,7,7
Contact,0.2844445,-33.36421889,7,6
Contact,0.2742857,-9.611768713,7,5
Contact,0.2742858,-50.86739179,0,6
Contact,0.2517914,-55.23663826,3305,10
Contact,0.2858957,-68.4940716,7,10
Contact,0.2822676,-30.47050843,7,5
Contact,0.3352381,0.413227231,3305,9
Contact,0.3098413,-34.04402675,3305,8
Contact,0.3149206,-4.461863145,3305,6
Pleasure,0.1436735,117.4055604,0,9
Pleasure,0.163991,129.7769004,0,9
Pleasure,0.1828571,81.61430906,7,15
Pleasure,0.1828572,124.6650519,7,8
Pleasure,0.1741497,70.29093417,372,26
Pleasure,0.152381,89.31395441,7,11
Pleasure,0.1610884,83.94507635,7,14
Pleasure,0.1625396,47.42138345,0,18
Pleasure,0.16,39.81894175,22,12
Pleasure,0.1959184,21.27124618,7,6
Pleasure,0.1596372,151.2541143,29,20
Pleasure,0.1683447,109.5455575,7,10
Pleasure,0.2046259,98.33659435,7,6
Pleasure,0.2046259,155.0612953,7,8
Contact,0.2829932,-53.60020542,4293,10
Contact,0.2902494,-18.18993763,4300,12
Contact,0.2728344,-87.68675356,4116,8
Contact,0.2844444,148.2881215,4492,10
Contact,0.2829932,146.9582008,4485,12
Contact,0.2764626,-61.09335934,4293,9
Contact,0.2822676,112.997774,4521,14
Contact,0.2938776,47.71715109,4300,10
Contact,0.2808163,5.781903805,4300,9
Contact,0.2873469,76.31741298,4686,9
Contact,0.2358277,-183.6406307,4293,11
Contact,0.2430839,-98.21674191,4485,13
Contact,0.2764626,-140.5581683,4492,8
Contact,0.2597733,-98.71003762,4492,10
Contact,0.2858957,-17.2177415,4492,10
Contact,0.2742857,-6.220838937,4693,7
Contact,0.2938775,-104.1292618,4686,8
Contact,0.2975057,-138.6374176,4686,7
Contact,0.3229025,-124.4528065,4693,6
Contact,0.3395919,-154.7815261,4903,7
Contact,0.337415,-103.1124204,4693,6
Contact,0.3410431,-106.5544902,4686,10
Contact,0.3664399,-55.10423067,4686,8
Contact,0.3250793,-111.8171029,4693,7
Contact,0.3134694,-52.24090158,4693,6
Contact,0.3265306,-83.1598356,4903,5
Contact,0.3134694,-29.23417298,4693,6
Contact,0.3214513,-51.98264282,4693,4
Contact,0.3352381,-77.30966644,4693,5
Contact,0.3308843,-71.24171295,4693,7
Contact,0.32,-119.2668873,4693,7
Contact,0.2873469,-59.51278115,4686,6
Contact,0.3345124,-89.25806844,4686,6
Contact,0.3301588,-64.22516928,4896,7
Contact,0.3533787,-77.6395723,4903,6
Contact,0.3301587,-82.82671572,4693,7
Contact,0.3482994,-88.82079523,4903,8
Contact,0.3555556,-110.0031388,4693,8
Contact,0.3570068,-175.198678,4693,8
Contact,0.3294331,-172.9023242,4903,6
Contact,0.3613605,-161.7647656,4910,8
Contact,0.3519274,-98.54212127,4693,7
Contact,0.3664399,-71.15631732,4693,6
Contact,0.3410431,-131.2170158,4693,6
Contact,0.3482993,-164.4770418,4693,6
Contact,0.3570068,-168.8431264,4693,5
Contact,0.3809523,-73.14598874,4693,7
Contact,0.3628118,-94.66514099,4492,6
Contact,0.3700681,-135.9763508,4686,6
Contact,0.3446712,-42.55886588,4693,5
