id,duration,minimum,maximum,frequency_change,direction,pca,category,sex,mean_duration,mean_frequency,mean_change,mean_pca,,
350,0.092879819,1184.326172,3865.209961,2680.883789,569.092416,-1.13168,N,F,,,,,,
350,0.084172336,1195.092773,4188.208008,2993.115234,199.7297328,-0.54522,N,F,,,,,,
350,0.101587302,1184.326172,4694.238281,3509.912109,394.8364475,-0.60188,N,F,,,,,,
350,0.095782313,1216.625977,4500.439453,3283.813477,382.6731451,-0.67839,N,F,,,,,,
350,0.052244898,1076.660156,3660.644531,2583.984375,351.8003917,-1.11758,N,F,,,,,,
350,0.078367347,1378.125,4554.272461,3176.147461,233.1923249,-0.59912,N,F,,,,,,
350,0.092879819,1291.992188,3983.642578,2691.650391,222.0727297,-0.58444,N,F,,,,,,
350,0.095782313,1399.658203,3822.143555,2422.485352,402.3433801,-0.90767,N,F,,,,,,
350,0.081269841,1173.55957,4403.540039,3229.980469,284.8791896,-0.64609,N,F,,,,,,
350,0.098684807,1324.291992,4005.175781,2680.883789,312.0128127,-0.68458,N,F,,,,,,
350,0.101587302,1238.15918,3822.143555,2583.984375,603.9661443,-1.14345,N,F,,,,,,
350,0.069659864,1270.458984,3736.010742,2465.551758,48.56994757,-0.53827,N,F,,,,,,
350,0.081269841,1345.825195,4661.938477,3316.113281,90.87965387,-0.32171,N,F,,,,,,
350,0.092879819,1184.326172,4102.075195,2917.749023,65.46538923,-0.28652,N,F,,,,,,
350,0.098684807,1141.259766,4780.371094,3639.111328,6.089094511,0.01638,N,F,,,,,,
350,0.10739229,1227.392578,4209.741211,2982.348633,493.8533032,-0.83531,N,F,,,,,,
350,0.119002268,1184.326172,4565.039063,3380.712891,241.4071784,-0.2602,N,F,,,,,,
350,0.095782313,1216.625977,4069.775391,2853.149414,445.5965227,-0.87637,N,F,,,,,,
350,0.078367347,1367.358398,3606.811523,2239.453125,174.4484738,-0.72266,N,F,,,,,,
350,0.101587302,1195.092773,4748.071289,3552.978516,332.9887807,-0.49487,N,F,,,,,,
350,0.08707483,1335.058594,4005.175781,2670.117188,195.4693821,-0.59117,N,F,,,,,,
350,0.095782313,1238.15918,4683.47168,3445.3125,310.0089281,-0.52712,N,F,,,,,,
350,0.092879819,1442.724609,4059.008789,2616.28418,168.2456527,-0.5173,N,F,,,,,,
350,0.092879819,1302.758789,4338.94043,3036.181641,484.4265827,-0.91693,N,F,,,,,,
350,0.078367347,1453.491211,3854.443359,2400.952148,233.8637617,-0.77873,N,F,,,,,,
350,0.092879819,1345.825195,4435.839844,3090.014648,224.0197479,-0.49574,N,F,,,,,,
350,0.072562358,1485.791016,4414.306641,2928.515625,189.1982236,-0.63062,N,F,,,,,,
350,0.10739229,1302.758789,4780.371094,3477.612305,27.25072756,0.01125,N,F,,,,,,
350,0.075464853,1270.458984,3875.976563,2605.517578,17.62311402,-0.41392,N,F,,,,,,
350,0.084172336,1141.259766,3983.642578,2842.382813,373.8755537,-0.85332,N,F,,,,,,
350,0.08707483,1345.825195,4091.308594,2745.483398,422.3094215,-0.9299,N,F,,,,,,
350,0.089977324,1475.024414,3768.310547,2293.286133,378.2883482,-0.9432,N,F,,,,,,
350,0.075464853,1367.358398,3477.612305,2110.253906,232.4878177,-0.8653,N,F,,,,,,
350,0.095782313,1141.259766,4511.206055,3369.946289,291.6108001,-0.5156,N,F,,,,,,
350,0.084172336,1561.157227,3811.376953,2250.219727,243.74587,-0.78544,N,F,,,,,,
350,0.092879819,893.6279297,4661.938477,3768.310547,511.9184812,-0.79144,N,F,,,,,,
350,0.089977324,1152.026367,4102.075195,2950.048828,319.6895362,-0.69993,N,F,,,,,,
350,0.101587302,1216.625977,3972.875977,2756.25,208.6711645,-0.48323,N,F,,,,,,
350,0.099047619,1367.358398,3972.875977,2605.517578,290.2562195,-0.66507,N,F,,,,,,
350,0.124444444,1550.390625,3779.077148,2228.686523,146.6236638,-0.33596,N,F,,,,,,
350,0.104126984,1065.893555,3800.610352,2734.716797,551.9848686,-1.00809,N,F,,,,,,
350,0.114285714,1281.225586,4188.208008,2906.982422,396.7491729,-0.64854,N,F,,,,,,
350,0.104489796,1248.925781,4543.505859,3294.580078,377.4141869,-0.60236,N,F,,,,,,
350,0.114285714,1216.625977,4026.708984,2810.083008,507.4770477,-0.84468,N,F,,,,,,
350,0.098684807,1108.959961,4532.739258,3423.779297,520.9966381,-0.84153,N,F,,,,,,
350,0.106666667,1518.09082,3919.042969,2400.952148,347.3969506,-0.74476,N,F,,,,,,
350,0.093968254,1216.625977,4166.674805,2950.048828,420.6203757,-0.82844,N,F,,,,,,
350,0.093968254,1324.291992,3736.010742,2411.71875,602.856545,-1.23852,N,F,,,,,,
350,0.093968254,2024.121094,4166.674805,2142.553711,436.2026598,-1.03891,N,F,,,,,,
350,0.081269841,990.5273438,4112.841797,3122.314453,252.1421589,-0.6195,N,F,,,,,,
350,0.106666667,1184.326172,4414.306641,3229.980469,-271.2998863,0.41744,N,F,,,,,,
350,0.099047619,1335.058594,3897.509766,2562.451172,551.9989131,-1.08588,N,F,,,,,,
350,0.106666667,1195.092773,4403.540039,3208.447266,97.11848864,-0.16587,N,F,,,,,,
350,0.076190476,1162.792969,3940.576172,2777.783203,123.3715439,-0.5348,N,F,,,,,,
350,0.095782313,1205.859375,4478.90625,3273.046875,315.5795907,-0.57555,N,F,,,,,,
350,0.10739229,1130.493164,4220.507813,3090.014648,361.9232557,-0.6034,N,F,,,,,,
350,0.093968254,1098.193359,4155.908203,3057.714844,-72.23569135,-0.02995,N,F,,,,,,
350,0.114285714,958.2275391,4048.242188,3090.014648,-80.80793942,0.14329,N,F,,,,,,
350,0.104126984,1335.058594,3488.378906,2153.320313,505.24909,-1.06864,N,F,,,,,,
350,0.095782313,1421.191406,4080.541992,2659.350586,34.87440135,-0.27625,N,F,,,,,,
350,0.098684807,1152.026367,3854.443359,2702.416992,545.5166795,-1.04618,N,F,,,,,,
350,0.083809524,1173.55957,4005.175781,2831.616211,115.1889271,-0.45243,N,F,,,,,,
350,0.078730159,1087.426758,4220.507813,3133.081055,62.81610135,-0.33886,N,F,,,,,,
350,0.08707483,1378.125,4651.171875,3273.046875,283.0078711,-0.58971,N,F,,,,,,
350,0.101587302,2336.352539,3509.912109,1173.55957,366.6272772,-1.09576,N,F,,,,,,
350,0.101587302,1195.092773,4252.807617,3057.714844,375.1720239,-0.67517,N,F,,,,,,
350,0.069659864,1184.326172,4037.475586,2853.149414,52.06600942,-0.45448,N,F,,,,,,
350,0.086349206,1152.026367,3983.642578,2831.616211,334.4605458,-0.7776,N,F,,,,,,
350,0.084172336,1421.191406,4145.141602,2723.950195,284.4711867,-0.74025,N,F,,,,,,
350,0.113197279,1119.726563,4209.741211,3090.014648,462.778286,-0.7182,N,F,,,,,,
350,0.098684807,1259.692383,4198.974609,2939.282227,472.6980886,-0.87731,N,F,,,,,,
350,0.101587302,1195.092773,4198.974609,3003.881836,364.8981482,-0.67144,N,F,,,,,,
350,0.111746032,1248.925781,3488.378906,2239.453125,363.0412969,-0.76843,N,F,,,,,,
350,0.096507937,1195.092773,4048.242188,2853.149414,300.6515306,-0.64339,N,F,,,,,,
350,0.086349206,1302.758789,4015.942383,2713.183594,325.5702543,-0.79092,N,F,,,,,,
350,0.12952381,1345.825195,3854.443359,2508.618164,573.4177093,-0.90338,N,F,,,,,,
350,0.101587302,1841.088867,4188.208008,2347.119141,405.0992266,-0.88583,N,F,,,,,,
350,0.111746032,958.2275391,4220.507813,3262.280273,132.5902764,-0.17107,N,F,,,,,,
350,0.099047619,1528.857422,3897.509766,2368.652344,301.093772,-0.73664,N,F,,,,,,
350,0.116825397,1421.191406,3811.376953,2390.185547,31.07822635,-0.17451,N,F,,,,,,
350,0.096507937,1335.058594,4102.075195,2767.016602,430.6368984,-0.86728,N,F,,,,,,
350,0.111746032,1044.360352,4231.274414,3186.914063,-25.76828571,0.06017,N,F,,,,,,
350,0.083809524,1302.758789,3811.376953,2508.618164,437.1336975,-1.03222,N,F,,,,,,
350,0.106666667,2185.620117,3552.978516,1367.358398,86.45463927,-0.57321,N,F,,,,,,
350,0.104126984,1173.55957,4166.674805,2993.115234,-225.1873627,0.27145,N,F,,,,,,
350,0.063492063,1184.326172,4500.439453,3316.113281,-328.9205403,0.20399,N,F,,,,,,
350,0.111746032,1291.992188,4338.94043,3046.948242,286.8114928,-0.46276,N,F,,,,,,
350,0.111746032,1313.525391,3692.944336,2379.418945,396.9225285,-0.78938,N,F,,,,,,
350,0.076190476,1270.458984,3779.077148,2508.618164,353.9905943,-0.95883,N,F,,,,,,
350,0.111746032,1345.825195,3865.209961,2519.384766,436.2195426,-0.81883,N,F,,,,,,
350,0.101587302,2347.119141,3509.912109,1162.792969,271.7099356,-0.94924,N,F,,,,,,
350,0.078730159,1055.126953,4360.473633,3305.34668,-66.93848045,-0.09549,N,F,,,,,,
350,0.091428571,1345.825195,3886.743164,2540.917969,536.8280952,-1.12415,N,F,,,,,,
350,0.109206349,1248.925781,3736.010742,2487.084961,-98.2815949,-0.00625,N,F,,,,,,
350,0.076190476,1593.457031,3865.209961,2271.75293,259.0001573,-0.86427,N,F,,,,,,
350,0.099047619,1335.058594,3757.543945,2422.485352,306.431039,-0.73262,N,F,,,,,,
350,0.114285714,1281.225586,3746.777344,2465.551758,534.7366216,-0.96684,N,F,,,,,,
350,0.083809524,1421.191406,4500.439453,3079.248047,476.8880106,-0.96319,N,F,,,,,,
350,0.116825397,1119.726563,4188.208008,3068.481445,113.6346934,-0.14786,N,F,,,,,,
350,0.111746032,1324.291992,3779.077148,2454.785156,617.6016182,-1.11844,N,F,,,,,,
350,0.106666667,1195.092773,3714.477539,2519.384766,337.9006218,-0.70257,N,F,,,,,,
350,0.104126984,1162.792969,4177.441406,3014.648438,-41.02623258,-0.01269,N,F,,,,,,
350,0.078730159,1324.291992,4468.139648,3143.847656,160.1015549,-0.4891,N,F,,,,,,
350,0.104126984,1313.525391,3886.743164,2573.217773,160.8520724,-0.43128,N,F,,,,,,
350,0.081269841,1259.692383,4177.441406,2917.749023,479.34973,-1.02329,N,F,,,,,,
350,0.096507937,1410.424805,3466.845703,2056.420898,227.4121289,-0.71194,N,F,,,,,,
350,0.091428571,1388.891602,4252.807617,2863.916016,260.7757929,-0.6164,N,F,,,,,,
350,0.096507937,1378.125,4037.475586,2659.350586,76.35983543,-0.33594,N,F,,,,,,
350,0.081269841,1281.225586,4123.608398,2842.382813,280.6223627,-0.72869,N,F,,,,,,
350,0.109206349,1162.792969,3865.209961,2702.416992,485.604985,-0.87324,N,F,,,,,,
350,0.093968254,1625.756836,3628.344727,2002.587891,-32.24655423,-0.33577,N,F,,,,,,
350,0.091428571,1485.791016,3811.376953,2325.585938,199.7018624,-0.64453,N,F,,,,,,
350,0.096507937,1044.360352,4338.94043,3294.580078,-125.984123,0.12803,N,F,,,,,,
350,0.104126984,1291.992188,3908.276367,2616.28418,305.9535063,-0.64915,N,F,,,,,,
350,0.076190476,1636.523438,3477.612305,1841.088867,149.0282344,-0.79084,N,F,,,,,,
350,0.086349206,1205.859375,3746.777344,2540.917969,294.29415,-0.78151,N,F,,,,,,
350,0.104126984,1195.092773,4080.541992,2885.449219,-16.06839555,-0.08163,N,F,,,,,,
350,0.106666667,1399.658203,3875.976563,2476.318359,445.3809893,-0.88122,N,F,,,,,,
350,0.093968254,1281.225586,3499.145508,2217.919922,493.3218525,-1.11121,N,F,,,,,,
350,0.078730159,1238.15918,4252.807617,3014.648438,477.5499728,-1.01719,N,F,,,,,,
350,0.104126984,1195.092773,4231.274414,3036.181641,214.7158657,-0.4092,N,F,,,,,,
350,0.104126984,1216.625977,4166.674805,2950.048828,280.4052978,-0.53216,N,F,,,,,,
350,0.101587302,1173.55957,4026.708984,2853.149414,295.8660311,-0.59779,N,F,,,,,,
350,0.088888889,1431.958008,4134.375,2702.416992,368.7330059,-0.84212,N,F,,,,,,
350,0.078730159,1205.859375,4102.075195,2896.21582,-41.79110098,-0.22921,N,F,,,,,,
350,0.104126984,1259.692383,3746.777344,2487.084961,247.7018319,-0.58746,N,F,,,,,,
350,0.086349206,990.5273438,4091.308594,3100.78125,264.5322719,-0.60582,N,F,,,,,,
350,0.091428571,1335.058594,3768.310547,2433.251953,464.6086648,-1.03558,N,F,,,,,,
350,0.078730159,1184.326172,4188.208008,3003.881836,359.0777725,-0.83369,N,F,,,,,,
350,0.104126984,1022.827148,4134.375,3111.547852,290.4688468,-0.51076,N,F,,,,,,
350,0.071111111,1550.390625,3520.678711,1970.288086,128.0884257,-0.7663,N,F,,,,,,
350,0.091428571,1248.925781,4177.441406,2928.515625,270.390789,-0.61661,N,F,,,,,,
350,0.078730159,1421.191406,3714.477539,2293.286133,161.4488908,-0.68713,N,F,,,,,,
350,0.101587302,1152.026367,4392.773438,3240.74707,189.8563412,-0.3421,N,F,,,,,,
350,0.091428571,1098.193359,3929.80957,2831.616211,-6.428117268,-0.20438,N,F,,,,,,
350,0.101587302,1431.958008,3800.610352,2368.652344,486.5666231,-1.00876,N,F,,,,,,
350,0.096507937,1195.092773,3994.40918,2799.316406,417.0000434,-0.83844,N,F,,,,,,
350,0.101587302,1076.660156,3994.40918,2917.749023,587.7836689,-1.04117,N,F,,,,,,
350,0.068571429,1205.859375,4166.674805,2960.81543,-148.3524355,-0.12322,N,F,,,,,,
350,0.104126984,1367.358398,3843.676758,2476.318359,479.3621495,-0.9536,N,F,,,,,,
350,0.099047619,1173.55957,3983.642578,2810.083008,414.1034443,-0.81237,N,F,,,,,,
350,0.096507937,1291.992188,4338.94043,3046.948242,228.9008181,-0.48612,N,F,,,,,,
350,0.088888889,1141.259766,4059.008789,2917.749023,230.6802687,-0.5758,N,F,,,,,,
350,0.063492063,1367.358398,4123.608398,2756.25,117.8786116,-0.62636,N,F,,,,,,
350,0.088888889,990.5273438,4468.139648,3477.612305,-47.34897948,-0.01039,N,F,,,,,,
350,0.111746032,1421.191406,3714.477539,2293.286133,401.8009527,-0.81688,N,F,,,,,,
350,0.099047619,1238.15918,4274.34082,3036.181641,194.9221945,-0.41621,N,F,,,,,,
350,0.104126984,1248.925781,4069.775391,2820.849609,280.2574792,-0.56169,N,F,,,,,,
350,0.104126984,1076.660156,4048.242188,2971.582031,42.74818377,-0.15412,N,F,,,,,,
350,0.050793651,1281.225586,4069.775391,2788.549805,-107.5102203,-0.36032,N,F,,,,,,
350,0.101587302,1410.424805,3542.211914,2131.787109,302.8709645,-0.77495,N,F,,,,,,
350,0.086349206,1098.193359,4231.274414,3133.081055,9.130411586,-0.19745,N,F,,,,,,
350,0.109206349,1162.792969,4026.708984,2863.916016,-296.1463387,0.39116,N,F,,,,,,
350,0.104126984,1776.489258,3703.710938,1927.22168,156.7056016,-0.57358,N,F,,,,,,
350,0.091428571,1227.392578,3972.875977,2745.483398,467.7807472,-0.96864,N,F,,,,,,
350,0.099047619,1507.324219,3692.944336,2185.620117,291.1815432,-0.76324,N,F,,,,,,
350,0.078730159,2013.354492,3542.211914,1528.857422,127.1819766,-0.80942,N,F,,,,,,
350,0.111746032,1227.392578,3962.109375,2734.716797,157.586724,-0.33183,N,F,,,,,,
350,0.104126984,1162.792969,4048.242188,2885.449219,215.0207541,-0.4444,N,F,,,,,,
350,0.050793651,1152.026367,4295.874023,3143.847656,65.29341696,-0.54974,N,F,,,,,,
350,0.109206349,1378.125,3639.111328,2260.986328,497.9559855,-0.99431,N,F,,,,,,
350,0.093968254,1281.225586,4252.807617,2971.582031,260.195039,-0.57165,N,F,,,,,,
350,0.091428571,1378.125,4349.707031,2971.582031,328.3455621,-0.69767,N,F,,,,,,
350,0.091428571,1291.992188,4414.306641,3122.314453,351.6784028,-0.69958,N,F,,,,,,
350,0.111746032,1087.426758,4209.741211,3122.314453,28.02127237,-0.03915,N,F,,,,,,
350,0.101587302,1119.726563,3897.509766,2777.783203,89.85599263,-0.29176,N,F,,,,,,
350,0.099047619,1195.092773,4242.041016,3046.948242,-140.3922813,0.11265,N,F,,,,,,
350,0.121904762,1001.293945,4069.775391,3068.481445,78.52671937,-0.05466,N,F,,,,,,
350,0.091428571,1205.859375,4242.041016,3036.181641,-198.6046431,0.14442,N,F,,,,,,
350,0.081269841,1313.525391,4263.574219,2950.048828,369.0796386,-0.84275,N,F,,,,,,
350,0.132063492,1184.326172,3994.40918,2810.083008,-119.1191148,0.27225,N,F,,,,,,
350,0.114285714,1119.726563,4209.741211,3090.014648,-158.5067002,0.26526,N,F,,,,,,
350,0.088888889,1173.55957,3962.109375,2788.549805,465.7502008,-0.97457,N,F,,,,,,
350,0.111746032,1248.925781,4220.507813,2971.582031,278.7718285,-0.4675,N,F,,,,,,
350,0.086349206,1001.293945,4306.640625,3305.34668,106.7237608,-0.31097,N,F,,,,,,
350,0.126984127,1195.092773,4037.475586,2842.382813,-178.0240667,0.33408,N,F,,,,,,
350,0.12952381,958.2275391,4048.242188,3090.014648,-80.64960102,0.2573,N,F,,,,,,
350,0.078730159,1184.326172,4188.208008,3003.881836,-118.9969586,-0.08321,N,F,,,,,,
350,0.091428571,1410.424805,3832.910156,2422.485352,120.071651,-0.4972,N,F,,,,,,
350,0.119365079,1227.392578,3929.80957,2702.416992,-199.1214384,0.27783,N,F,,,,,,
350,0.091428571,1313.525391,4188.208008,2874.682617,433.3083213,-0.88476,N,F,,,,,,
350,0.099047619,1216.625977,3886.743164,2670.117188,151.7070822,-0.43269,N,F,,,,,,
350,0.126984127,1162.792969,4263.574219,3100.78125,141.1977261,-0.10752,N,F,,,,,,
350,0.101587302,1324.291992,3811.376953,2487.084961,311.5233186,-0.70669,N,F,,,,,,
350,0.106666667,1238.15918,4015.942383,2777.783203,-89.65460874,0.02813,N,F,,,,,,
350,0.076190476,1173.55957,4188.208008,3014.648438,-106.9006388,-0.11876,N,F,,,,,,
350,0.073650794,1485.791016,3509.912109,2024.121094,19.82378929,-0.5649,N,F,,,,,,
350,0.12952381,990.5273438,4198.974609,3208.447266,110.093219,-0.01485,N,F,,,,,,
350,0.116825397,1399.658203,3897.509766,2497.851563,-285.2868966,0.34693,N,F,,,,,,
350,0.086349206,1281.225586,3929.80957,2648.583984,459.0302961,-1.01531,N,F,,,,,,
350,0.142222222,1216.625977,4015.942383,2799.316406,-373.8403845,0.74581,N,F,,,,,,
350,0.091428571,1195.092773,4371.240234,3176.147461,367.4899765,-0.712,N,F,,,,,,
350,0.104126984,1184.326172,4091.308594,2906.982422,353.8043122,-0.6573,N,F,,,,,,
350,0.114285714,1238.15918,3865.209961,2627.050781,127.1855974,-0.28986,N,F,,,,,,
350,0.106666667,1173.55957,3822.143555,2648.583984,71.76172094,-0.25503,N,F,,,,,,
350,0.109206349,1431.958008,3736.010742,2304.052734,386.7562975,-0.80982,N,F,,,,,,
350,0.106666667,1507.324219,3725.244141,2217.919922,-132.3178185,-0.03386,N,F,,,,,,
350,0.114285714,1485.791016,4091.308594,2605.517578,-8.603292759,-0.08166,N,F,,,,,,
350,0.081269841,1195.092773,4048.242188,2853.149414,1.788377781,-0.28849,N,F,,,,,,
350,0.099047619,1238.15918,3596.044922,2357.885742,499.3414928,-1.05033,N,F,,,,,,
350,0.106666667,1302.758789,3908.276367,2605.517578,411.3944079,-0.7981,N,F,,,,,,
350,0.119365079,1550.390625,3854.443359,2304.052734,353.6821761,-0.68173,N,F,,,,,,
350,0.068571429,1259.692383,3886.743164,2627.050781,120.5421557,-0.62221,N,F,,,,,,
350,0.101587302,1184.326172,3886.743164,2702.416992,174.964207,-0.44272,N,F,,,,,,
350,0.101587302,1356.591797,3499.145508,2142.553711,160.7969605,-0.54944,N,F,,,,,,
350,0.093968254,1335.058594,3972.875977,2637.817383,-43.14713704,-0.17234,N,F,,,,,,
350,0.109206349,1216.625977,4231.274414,3014.648438,320.2644298,-0.54176,N,F,,,,,,
350,0.106666667,1087.426758,4457.373047,3369.946289,519.7880178,-0.79218,N,F,,,,,,
350,0.091428571,1302.758789,3822.143555,2519.384766,13.31169575,-0.30729,N,F,,,,,,
350,0.073650794,1313.525391,3919.042969,2605.517578,234.6312109,-0.76818,N,F,,,,,,
350,0.086349206,1378.125,3725.244141,2347.119141,267.2156783,-0.78364,N,F,,,,,,
350,0.096507937,1173.55957,3789.84375,2616.28418,522.6769478,-1.04649,N,F,,,,,,
350,0.096507937,1442.724609,3768.310547,2325.585938,149.3275923,-0.52736,N,F,,,,,,
350,0.091428571,1238.15918,3779.077148,2540.917969,54.52934624,-0.36703,N,F,,,,,,
350,0.109206349,1216.625977,3746.777344,2530.151367,-11.2513678,-0.13295,N,F,,,,,,
350,0.088888889,1356.591797,3456.079102,2099.487305,273.1112715,-0.83089,N,F,,,,,,
350,0.109206349,1238.15918,3897.509766,2659.350586,-54.4599905,-0.03536,N,F,,,,,,
350,0.109206349,1152.026367,3703.710938,2551.68457,147.358864,-0.37698,N,F,,,,,,
350,0.086349206,1324.291992,3682.177734,2357.885742,203.4494803,-0.68106,N,F,,,,,,
350,0.119365079,1162.792969,4059.008789,2896.21582,351.0546511,-0.5412,N,F,,,,,,
350,0.109206349,1765.722656,3477.612305,1711.889648,254.0522918,-0.73791,N,F,,,,,,
350,0.111746032,1787.255859,3488.378906,1701.123047,162.8927816,-0.57824,N,F,,,,,,
350,0.126984127,1205.859375,4263.574219,3057.714844,-10.13393336,0.12012,N,F,,,,,,
350,0.078730159,1119.726563,4242.041016,3122.314453,-26.84136127,-0.20059,N,F,,,,,,
350,0.109206349,1270.458984,4037.475586,2767.016602,229.9781698,-0.45707,N,F,,,,,,
350,0.104126984,1248.925781,4015.942383,2767.016602,277.5736179,-0.56987,N,F,,,,,,
350,0.093968254,1647.290039,3477.612305,1830.322266,158.8436015,-0.67543,N,F,,,,,,
350,0.096507937,1636.523438,3757.543945,2121.020508,440.2589896,-1.03119,N,F,,,,,,
350,0.101587302,1227.392578,4059.008789,2831.616211,488.0632133,-0.90447,N,F,,,,,,
350,0.086349206,1927.22168,4177.441406,2250.219727,47.74211563,-0.46143,N,F,,,,,,
350,0.116825397,1055.126953,4274.34082,3219.213867,94.80728155,-0.08359,N,F,,,,,,
350,0.109206349,1152.026367,4220.507813,3068.481445,53.60238998,-0.11075,N,F,,,,,,
350,0.104126984,1216.625977,4478.90625,3262.280273,234.241181,-0.38777,N,F,,,,,,
350,0.088888889,1518.09082,4080.541992,2562.451172,126.3927984,-0.49393,N,F,,,,,,
350,0.106666667,1410.424805,3789.84375,2379.418945,358.906938,-0.76779,N,F,,,,,,
350,0.203174603,1378.125,4123.608398,2745.483398,170.7391338,0.33557,N,F,,,,,,
350,0.114285714,1259.692383,3951.342773,2691.650391,36.58373635,-0.13275,N,F,,,,,,
350,0.078730159,1324.291992,4306.640625,2982.348633,474.7573737,-1.02025,N,F,,,,,,
350,0.099047619,1356.591797,4651.171875,3294.580078,222.9363483,-0.40067,N,F,,,,,,
350,0.091428571,1302.758789,4102.075195,2799.316406,272.8072321,-0.65017,N,F,,,,,,
350,0.096507937,1787.255859,4037.475586,2250.219727,-34.22360583,-0.25658,N,F,,,,,,
350,0.104126984,1528.857422,4198.974609,2670.117188,411.9597308,-0.80315,N,F,,,,,,
350,0.109206349,1421.191406,4026.708984,2605.517578,-186.7230563,0.15987,N,F,,,,,,
350,0.106666667,1571.923828,3574.511719,2002.587891,273.0005832,-0.71973,N,F,,,,,,
350,0.111746032,1173.55957,3962.109375,2788.549805,434.6574322,-0.75438,N,F,,,,,,
350,0.099047619,1701.123047,3940.576172,2239.453125,51.10274436,-0.37397,N,F,,,,,,
350,0.119365079,1001.293945,3843.676758,2842.382813,33.66365276,-0.05536,N,F,,,,,,
350,0.101587302,1830.322266,3531.445313,1701.123047,257.6101441,-0.8031,N,F,,,,,,
350,0.096507937,1216.625977,3994.40918,2777.783203,109.6286116,-0.36088,N,F,,,,,,
350,0.109206349,1345.825195,3929.80957,2583.984375,-80.24159079,-0.01225,N,F,,,,,,
350,0.114285714,1238.15918,3768.310547,2530.151367,446.6351994,-0.81366,N,F,,,,,,
350,0.101587302,1162.792969,3854.443359,2691.650391,304.3979328,-0.64839,N,F,,,,,,
350,0.116825397,1345.825195,3908.276367,2562.451172,49.07963275,-0.16309,N,F,,,,,,
350,0.104126984,2002.587891,3552.978516,1550.390625,390.6861347,-1.02768,N,F,,,,,,
350,0.101587302,1141.259766,3843.676758,2702.416992,465.9683583,-0.89954,N,F,,,,,,
350,0.119365079,1184.326172,4037.475586,2853.149414,411.679221,-0.64629,N,F,,,,,,
350,0.104126984,1130.493164,3725.244141,2594.750977,379.2813142,-0.76922,N,F,,,,,,
350,0.114285714,2444.018555,3456.079102,1012.060547,-12.63426261,-0.44237,N,F,,,,,,
350,0.101587302,1453.491211,3800.610352,2347.119141,-27.90746627,-0.20609,N,F,,,,,,
350,0.093968254,1012.060547,4123.608398,3111.547852,96.02946513,-0.2817,N,F,,,,,,
350,0.116825397,1658.056641,3542.211914,1884.155273,-96.71061617,-0.09046,N,F,,,,,,
350,0.073650794,1238.15918,4080.541992,2842.382813,-71.45743109,-0.23312,N,F,,,,,,
350,0.091428571,1270.458984,3811.376953,2540.917969,558.671638,-1.15844,N,F,,,,,,
350,0.101587302,1227.392578,3875.976563,2648.583984,453.3505918,-0.89213,N,F,,,,,,
350,0.104126984,1108.959961,3919.042969,2810.083008,222.5635341,-0.4736,N,F,,,,,,
350,0.114285714,1281.225586,3671.411133,2390.185547,106.4227842,-0.31183,N,F,,,,,,
350,0.109206349,1184.326172,3962.109375,2777.783203,-37.63373428,-0.03449,N,F,,,,,,
350,0.083809524,882.8613281,3445.3125,2562.451172,828.7643146,-1.6346,N,F,,,,,,
350,0.116825397,1141.259766,3908.276367,2767.016602,464.5994079,-0.76825,N,F,,,,,,
350,0.099047619,1162.792969,3875.976563,2713.183594,-86.20664129,-0.0493,N,F,,,,,,
350,0.104126984,1356.591797,3972.875977,2616.28418,113.1244993,-0.34644,N,F,,,,,,
350,0.106666667,1399.658203,3456.079102,2056.420898,463.9212919,-1.00704,N,F,,,,,,
350,0.119365079,1227.392578,3919.042969,2691.650391,163.8998699,-0.29453,N,F,,,,,,
350,0.099047619,1238.15918,3822.143555,2583.984375,310.2524769,-0.70142,N,F,,,,,,
350,0.104126984,1162.792969,3789.84375,2627.050781,516.2174343,-0.97674,N,F,,,,,,
350,0.104126984,1216.625977,3789.84375,2573.217773,35.24347221,-0.2341,N,F,,,,,,
350,0.109206349,2045.654297,3456.079102,1410.424805,177.9965181,-0.68795,N,F,,,,,,
350,0.096507937,1281.225586,3714.477539,2433.251953,447.3818751,-0.97045,N,F,,,,,,
350,0.101587302,1367.358398,3800.610352,2433.251953,490.7877204,-1.0005,N,F,,,,,,
350,0.096507937,1561.157227,4769.604492,3208.447266,334.2807401,-0.61434,N,F,,,,,,
350,0.111746032,1431.958008,3768.310547,2336.352539,96.59172797,-0.32784,N,F,,,,,,
350,0.109206349,1162.792969,4220.507813,3057.714844,319.1172981,-0.53004,N,F,,,,,,
350,0.114285714,1313.525391,3886.743164,2573.217773,44.10552872,-0.17184,N,F,,,,,,
350,0.093968254,1475.024414,3897.509766,2422.485352,-146.901944,-0.05906,N,F,,,,,,
350,0.076190476,1227.392578,4242.041016,3014.648438,147.725932,-0.51847,N,F,,,,,,
350,0.111746032,1065.893555,4371.240234,3305.34668,-24.87705413,0.08605,N,F,,,,,,
350,0.088888889,1421.191406,4166.674805,2745.483398,-143.2810407,-0.02843,N,F,,,,,,
350,0.099047619,1227.392578,4026.708984,2799.316406,308.211263,-0.64862,N,F,,,,,,
350,0.093968254,1205.859375,3800.610352,2594.750977,76.0774054,-0.36942,N,F,,,,,,
350,0.111746032,1496.557617,3477.612305,1981.054688,298.3851826,-0.72646,N,F,,,,,,
