id,duration_scaled,minimum_scaled,maximum_scaled,frequency_change_scaled,direction_scaled,pca_scaled
348,0.267668839,3262.606534,7027.152536,3764.546,817.4586214,-2.027412587
348,0.327344613,2334.01852,11343.83195,9009.813429,-902.3070967,2.327972028
348,0.225171653,3112.024695,9838.01355,6725.988855,1240.522553,-2.328041958
348,0.211428783,3162.218641,7127.540429,3965.321788,1774.272657,-3.904895105
348,0.398807541,4693.134014,8758.843695,4065.709681,-504.6965256,1.100815851
348,0.213067357,3915.127841,10666.21367,6751.085828,1438.342814,-2.723566434
348,0.274117417,3262.606534,7378.510161,4115.903627,-87.98532814,-0.476759907
348,0.207623065,3112.024695,7152.637401,4040.612709,-972.0330897,0.395104895
348,0.224008795,2359.115494,7152.637401,4793.521907,545.0792277,-1.69018648
348,0.2431431,3563.770214,10490.53486,6926.764641,71.68009818,-0.312191142
348,0.147471576,2384.212466,7980.837522,5596.625054,-74.01534562,-1.107249417
348,0.232254517,3262.606534,7453.801082,4191.194548,1995.675983,-4.044265734
348,0.234685949,2584.988254,9310.97711,6725.988855,939.1749555,-1.783659674
348,0.161373019,2334.01852,10616.01972,8282.001203,-38.7414221,-0.43981352
348,0.19451448,2484.600361,8081.225415,5596.625054,-313.5451028,-0.378484848
348,0.22110165,2409.309441,10490.53486,8081.225415,1869.274224,-3.033426573
348,0.233998807,2911.248907,11770.4805,8859.23159,1238.094775,-1.766666667
348,0.174851604,3438.285347,10440.34091,7002.055562,1545.297354,-3.12020979
348,0.196681625,2308.921547,11644.99563,9336.074082,582.0404331,-0.906759907
348,0.169354455,3036.733774,11469.31682,8432.583042,1046.312532,-2.048601399
348,0.159523016,2911.248907,9913.304469,7002.055562,1148.738573,-2.612634033
348,0.215604501,2334.01852,11042.66827,8708.649748,1152.983259,-1.805664336
348,0.211111639,2986.539828,8106.322389,5119.782562,1684.446583,-3.50032634
348,0.202125916,2961.442853,8683.552776,5722.109921,1407.246066,-2.993822844
348,0.202125916,2810.861014,11318.73498,8507.873963,1088.511089,-1.851771562
348,0.142080142,3488.479294,8583.164881,5094.685587,598.4792872,-2.318974359
348,0.234950235,2133.242734,9060.007375,6926.764641,1877.914424,-3.209067599
348,0.167451597,3137.121667,9988.595389,6851.473723,1583.952833,-3.271072261
348,0.164015879,4090.806655,10691.31064,6600.503988,163.0126085,-1.124032634
348,0.178921608,3689.255082,11971.25628,8282.001203,967.0560282,-1.887132867
348,0.202813061,3413.188375,7629.479895,4216.291522,1334.264408,-3.220955711
348,0.217771646,4291.582441,9687.431709,5395.849268,1187.203147,-2.606223776
348,0.136582993,2007.757867,9712.528683,7704.770816,674.7920408,-1.878764569
348,0.229294515,2835.957988,9536.849869,6700.891881,288.1786625,-0.807925408
348,0.209367352,3337.897455,9587.043816,6249.146361,1531.781791,-3.013613054
348,0.190233047,3739.449028,7905.546601,4166.097573,1499.148918,-3.585687646
348,0.191184478,2760.667068,9060.007375,6299.340308,921.3537072,-2.18013986
348,0.228343086,3764.546,8633.35883,4868.812828,1193.868687,-2.658811189
348,0.196628767,3312.80048,8884.328562,5571.528082,1879.290422,-3.810745921
348,0.081135795,4417.067308,8131.419361,3714.352054,-7.88679562,-2.142027972
348,0.191237333,2810.861014,11619.89866,8809.037641,949.3568576,-1.645617716
348,0.191184478,5797.400841,7554.188974,1756.788134,1350.905286,-3.900792541
348,0.163857308,2785.76404,10289.75907,7503.995028,1123.511229,-2.424918415
348,0.220203077,2835.957988,7830.255683,4994.297695,896.9214967,-2.224801865
348,0.162007305,3112.024695,9411.365002,6299.340308,826.3363939,-2.2497669
348,0.186797329,3162.218641,10013.69236,6851.473723,1565.762934,-3.097459207
348,0.221630221,3086.92772,7579.285949,4492.358228,1072.13516,-2.604778555
348,0.289604576,2459.503387,8106.322389,5646.819002,323.4392786,-0.653846154
348,0.180295895,2233.630627,7428.70411,5195.07348,347.5819762,-1.615431235
348,0.196681625,2032.854841,10063.88631,8031.031469,1926.403293,-3.317762238
348,0.232518804,2835.957988,7754.964762,4919.006774,1570.65662,-3.207435897
348,0.207570207,3312.80048,8106.322389,4793.521907,1266.851991,-2.946503497
348,0.180718753,2183.43668,8307.098175,6123.661494,2095.83209,-4.142797203
348,0.169407312,4417.067308,9561.946841,5144.879534,1333.276722,-3.255990676
348,0.158413016,3488.479294,11143.05616,7654.576869,-512.0128305,0.136410256
348,0.191184478,2961.442853,11921.06234,8959.619483,1135.516481,-1.903543124
348,0.240394527,3086.92772,8357.292121,5270.364401,1341.424837,-2.707599068
348,0.191237333,3864.933895,9838.01355,5973.079655,1626.047838,-3.361118881
348,0.185740186,1957.563921,9135.298296,7177.734375,1749.184766,-3.318158508
348,0.191184478,2534.794308,8181.613308,5646.819002,1264.923781,-2.86979021
348,0.224008795,3639.061135,11117.95919,7478.898056,462.820393,-0.942494172
348,0.158413016,2334.01852,10490.53486,8156.516336,-578.9595604,0.357132867
348,0.213067357,2810.861014,8031.031469,5220.170455,1430.753693,-3.064289044
348,0.169354455,3438.285347,9386.268028,5947.982681,1464.643552,-3.277622378
348,0.239073096,2861.05496,7554.188974,4693.134014,27.29566042,-0.787529138
348,0.161003019,2986.539828,6951.861615,3965.321788,98.88964117,-1.652960373
348,0.138697282,2961.442853,9536.849869,6575.407014,-644.7576291,-0.051608392
348,0.226017368,2283.824574,7403.607135,5119.782562,919.8618506,-2.188321678
348,0.189493047,4341.776387,7780.061734,3438.285347,816.3770389,-2.687062937
348,0.256093114,2384.212466,7679.673841,5295.461375,251.1506557,-0.872587413
348,0.207623065,3287.703508,7880.449629,4592.746121,-652.3199371,0.02039627
348,0.245838818,3212.412587,8206.710282,4994.297695,1191.030512,-2.494265734
348,0.212010212,3162.218641,11368.92892,8206.710282,1525.984555,-2.533776224
348,0.158413016,3513.576268,10013.69236,6500.116096,1332.697282,-3.025361305
348,0.134468706,2861.05496,8809.037641,5947.982681,662.530238,-2.28004662
348,0.191184478,3011.636802,7930.643576,4919.006774,-328.5237681,-0.536013986
348,0.207570207,2258.7276,9637.237762,7378.510161,-115.1908048,-0.181515152
348,0.180983037,2911.248907,9009.813429,6098.564522,22.26847595,-0.891491841
348,0.119457263,2233.630627,9787.819601,7554.188974,250.3196434,-1.375524476
348,0.218564503,4743.32796,8156.516336,3413.188375,982.1893275,-2.735151515
348,0.218564503,2434.406415,9787.819601,7353.413189,226.8471464,-0.641794872
348,0.229505944,2384.212466,10465.43788,8081.225415,1686.013948,-2.682703963
348,0.218564503,4015.515734,10164.2742,6148.758469,1092.121646,-2.277599068
348,0.256780256,2559.89128,8733.746723,6173.855441,-320.8542368,0.232843823
348,0.185740186,2660.279175,7679.673841,5019.394669,-139.9003231,-0.84981352
348,0.245838818,2258.7276,7554.188974,5295.461375,1811.023287,-3.398181818
348,0.209578781,2509.697333,8532.970935,6023.273601,700.1337935,-1.758531469
348,0.136582993,2308.921547,8081.225415,5772.303867,168.4409007,-1.529020979
348,0.191184478,2986.539828,8809.037641,5822.497816,-595.9395005,0.091888112
348,0.251335965,2108.145761,8608.261855,6500.116096,424.1418541,-0.902331002
348,0.152968725,3689.255082,8282.001203,4592.746121,1044.589666,-3.053263403
348,0.207570207,2334.01852,9812.916576,7478.898056,1568.673367,-2.801724942
348,0.262224548,2384.212466,7604.382921,5220.170455,1415.741451,-2.672121212
348,0.224008795,3463.382322,8106.322389,4642.940068,1407.476822,-3.078671329
348,0.180295895,2534.794308,7754.964762,5220.170455,-294.4361702,-0.601818182
348,0.163857308,3061.830748,7930.643576,4868.812828,-386.2026291,-0.661934732
348,0.12569441,4668.037042,7253.025296,2584.988254,-316.0206974,-1.584335664
348,0.207570207,3086.92772,7303.219242,4216.291522,642.4504268,-2.099254079
348,0.207623065,2936.345881,10339.95302,7403.607135,-685.9743578,0.720675991
348,0.213067357,3011.636802,10239.56512,7227.928322,1344.91096,-2.467062937
348,0.180295895,3061.830748,11042.66827,7980.837522,1662.636607,-3.038135198
348,0.158465872,4015.515734,7980.837522,3965.321788,-242.1969779,-1.136550117
348,0.338708909,2861.05496,7780.061734,4919.006774,409.1366869,-0.587832168
348,0.174798746,2911.248907,10139.17723,7227.928322,1108.211563,-2.382447552
348,0.300493159,2484.600361,7503.995028,5019.394669,1356.98046,-2.339184149
348,0.202125916,2911.248907,10289.75907,7378.510161,1211.457255,-2.304918415
348,0.174851604,1907.369974,8558.067909,6650.697935,2411.748375,-4.561305361
348,0.169354455,2359.115494,7880.449629,5521.334135,551.4102131,-1.942284382
348,0.213067357,2785.76404,11017.5713,8231.807256,1392.006003,-2.30974359
348,0.147524434,2710.473121,7378.510161,4668.037042,139.9835952,-1.656666667
348,0.171363028,2810.861014,10841.89248,8031.031469,1632.472472,-3.046200466
348,0.186903044,3513.576268,7554.188974,4040.612709,-61.79549287,-1.189160839
348,0.163910163,2961.442853,7353.413189,4391.970333,-449.9822739,-0.671258741
348,0.260268832,3413.188375,8206.710282,4793.521907,-242.1106963,-0.182564103
348,0.240394527,2810.861014,10088.98328,7278.122268,-374.4230501,0.448438228
348,0.107987252,2685.376147,8683.552776,5998.176627,26.24265648,-1.468205128
348,0.201491629,3388.091401,7303.219242,3915.127841,-322.5265079,-0.699393939
348,0.142027284,2936.345881,7980.837522,5044.491641,-179.3064797,-1.10995338
348,0.218511648,3312.80048,7754.964762,4442.164282,-614.0114329,0.007202797
348,0.142503,3388.091401,9386.268028,5998.176627,-815.4314012,0.111888112
348,0.202125916,2359.115494,10139.17723,7780.061734,1675.420881,-2.940769231
348,0.190655904,2861.05496,7077.346483,4216.291522,1305.833685,-3.267482517
348,0.109625823,2283.824574,8432.583042,6148.758469,-34.02704401,-1.326620047
348,0.146467289,2911.248907,7905.546601,4994.297695,-357.2483713,-0.808881119
348,0.074422932,2258.7276,9561.946841,7303.219242,-227.6891355,-1.020629371
348,0.142027284,2183.43668,7478.898056,5295.461375,405.6625016,-1.97044289
348,0.131138702,2208.533654,7930.643576,5722.109921,127.9806239,-1.517902098
348,0.127650128,3061.830748,8633.35883,5571.528082,172.6497643,-1.648857809
348,0.232148804,2961.442853,7855.352655,4893.909802,-327.2713373,-0.236596737
348,0.207781636,3112.024695,9185.492242,6073.467548,777.8574599,-1.882447552
348,0.141075855,3915.127841,8106.322389,4191.194548,-596.0999643,-0.659347319
348,0.144881573,2710.473121,8357.292121,5646.819002,-362.5649308,-0.662121212
348,0.207623065,2158.339707,9060.007375,6901.667669,1460.395104,-2.764335664
348,0.158307301,2861.05496,8081.225415,5220.170455,-197.7647905,-0.918438228
348,0.125641555,2283.824574,8106.322389,5822.497816,-227.463817,-0.978018648
348,0.169354455,2961.442853,7780.061734,4818.618881,-302.9399895,-0.762983683
348,0.185740186,2936.345881,7880.449629,4944.103748,-434.9180592,-0.404055944
348,0.208785923,2133.242734,9060.007375,6926.764641,1070.618642,-2.137948718
348,0.240394527,6098.564522,7679.673841,1581.10932,129.9774631,-1.655664336
348,0.142027284,4115.903627,9863.110522,5747.206895,1211.047591,-3.130675991
348,0.174798746,3112.024695,7754.964762,4642.940068,-456.2947655,-0.521911422
348,0.132618704,4668.037042,9687.431709,5019.394669,-476.2354247,-0.72016317
348,0.180295895,2760.667068,8181.613308,5420.946242,-962.9731072,0.493916084
348,0.212115925,3362.994427,9461.558949,6098.564522,-1162.274274,1.201468531
348,0.120197263,2685.376147,9988.595389,7303.219242,-137.0158256,-0.81974359
348,0.162800163,3112.024695,7629.479895,4517.4552,-669.5537403,-0.305990676
348,0.144670145,3513.576268,7579.285949,4065.709681,575.0471723,-2.49979021
348,0.191237333,3061.830748,7805.158709,4743.32796,-528.9388112,-0.261468531
348,0.248587392,3287.703508,7629.479895,4341.776387,-152.8779688,-0.514289044
348,0.136582993,2735.570093,7729.867788,4994.297695,-40.00408869,-1.381025641
348,0.148000147,2735.570093,7805.158709,5069.588615,-57.92415429,-1.24993007
348,0.147471576,2308.921547,10088.98328,7780.061734,836.5161019,-2.033659674
348,0.183361613,2434.406415,8206.710282,5772.303867,148.7289259,-1.147319347
348,0.25878883,3588.867186,7830.255683,4241.388494,-439.526866,-0.010932401
348,0.169354455,4266.485469,7202.831347,2936.345881,-759.5693797,-0.47974359
348,0.196470196,3237.509562,8733.746723,5496.237161,1216.06982,-2.788135198
348,0.076484361,2308.921547,10440.34091,8131.419361,-62.33673923,-1.073986014
348,0.178234464,2835.957988,8081.225415,5245.267429,-201.3153391,-0.757668998
348,0.07104007,2283.824574,9486.655923,7202.831347,5.374445147,-1.434988345
348,0.269677413,2886.151935,7278.122268,4391.970333,816.6499932,-1.866550117
348,0.185740186,2233.630627,7905.546601,5671.915974,331.3089953,-1.439230769
348,0.180295895,2886.151935,11143.05616,8256.904228,1497.248923,-2.714918415
348,0.131085846,2283.824574,8432.583042,6148.758469,-491.879638,-0.446946387
348,0.098314385,2559.89128,9235.686189,6675.794909,23.43796406,-1.3802331
348,0.174798746,3061.830748,8031.031469,4969.20072,-70.13593597,-1.052937063
348,0.218511648,3061.830748,9561.946841,6500.116096,-114.4610697,-0.302960373
348,0.159840161,2334.01852,9009.813429,6675.794909,959.3052142,-2.388018648
348,0.153285867,2835.957988,7654.576869,4818.618881,-124.3262049,-1.163869464
348,0.239813098,3187.315613,7529.092002,4341.776387,-98.29559089,-0.665757576
348,0.229505944,2886.151935,8407.486068,5521.334135,1404.460614,-2.83039627
348,0.13721728,2534.794308,7353.413189,4818.618881,63.21634117,-1.578764569
348,0.142027284,2961.442853,8081.225415,5119.782562,-385.3457228,-0.769160839
348,0.186057329,4065.709681,7227.928322,3162.218641,629.1890275,-2.482564103
348,0.120197263,3413.188375,7303.219242,3890.030867,146.4513794,-2.050932401
348,0.115281543,2108.145761,7478.898056,5370.752294,291.4390256,-1.974335664
348,0.172525886,3237.509562,7729.867788,4492.358228,203.2484188,-1.608974359
348,0.114700114,3162.218641,7328.316214,4166.097573,-294.3471678,-1.336596737
348,0.122628695,2835.957988,7328.316214,4492.358228,-251.1302942,-1.26983683
348,0.174851604,3463.382322,8156.516336,4693.134014,-221.0832317,-0.879184149
348,0.0859458,2308.921547,7253.025296,4944.103748,-156.5863216,-1.589254079
348,0.169354455,2785.76404,7880.449629,5094.685587,-498.8782895,-0.391818182
348,0.124002981,2735.570093,7052.249508,4316.679415,-350.9676797,-1.143286713
348,0.119245834,4592.746121,8256.904228,3664.158107,477.1350674,-2.629207459
348,0.180295895,3262.606534,7604.382921,4341.776387,308.7865478,-1.751072261
348,0.169354455,2785.76404,8909.425536,6123.661494,-1403.9046,1.265920746
348,0.213067357,2484.600361,8733.746723,6249.146361,968.9694119,-2.102354312
348,0.245838818,3287.703508,7152.637401,3864.933895,-230.146571,-0.523449883
348,0.115017259,5822.497816,11745.38352,5922.885709,458.6704991,-2.111655012
348,0.163910163,2986.539828,7880.449629,4893.909802,-41.63558268,-1.196666667
348,0.273165988,2334.01852,8558.067909,6224.049389,-239.8103214,0.24004662
348,0.160685874,3011.636802,8307.098175,5295.461375,-720.0161832,-0.063426573
348,0.138168709,2886.151935,7780.061734,4893.909802,-208.0077405,-1.128508159
348,0.245151674,2258.7276,10390.14696,8131.419361,-1351.969795,2.215221445
348,0.124320124,5521.334135,8231.807256,2710.473121,-627.6836233,-1.076480186
348,0.15814873,2911.248907,9160.395268,6249.146361,-819.0755566,0.292727273
348,0.262330263,3789.642974,10440.34091,6650.697935,-1624.288694,2.43044289
348,0.152968725,3112.024695,9687.431709,6575.407014,-615.5696159,0.00958042
348,0.251335965,2283.824574,10440.34091,8156.516336,-489.8741464,0.914032634
348,0.158413016,2534.794308,7980.837522,5446.043214,78.33757317,-1.299044289
348,0.187273044,2635.1822,9762.722629,7127.540429,1080.551491,-2.268601399
348,0.163910163,2183.43668,8005.934494,5822.497816,1655.394415,-3.646783217
348,0.16343445,2559.89128,8733.746723,6173.855441,-169.6042865,-0.704522145
348,0.174798746,2911.248907,7729.867788,4818.618881,-592.1503406,-0.268158508
348,0.141234427,2735.570093,7629.479895,4893.909802,-252.5505191,-1.035617716
348,0.16829731,4015.515734,8307.098175,4291.582441,-815.6461585,-0.087482517
348,0.186321615,5370.752294,9060.007375,3689.255082,-944.5934935,0.111351981
348,0.207623065,3187.315613,8859.23159,5671.915974,-838.4485154,0.561142191
348,0.426134711,2886.151935,11092.86222,8206.710282,-1492.322188,3.80995338
348,0.136582993,2635.1822,6901.667669,4266.485469,32.82765221,-1.663006993
348,0.174851604,2861.05496,8231.807256,5370.752294,1093.326282,-2.786456876
348,0.34965035,2685.376147,11243.44406,8558.067909,-1994.502337,4.105710956
348,0.513560513,2735.570093,11770.4805,9034.910403,-1405.881749,4.520582751
348,0.453461881,2911.248907,11469.31682,8558.067909,-951.7045832,3.247132867
348,0.149691578,3739.449028,8959.619483,5220.170455,-774.3351671,-0.077948718
348,0.165073023,3538.67324,9210.589214,5671.915974,-422.3514541,-0.411095571
348,0.107405823,2886.151935,6926.764641,4040.612709,66.67093235,-1.986923077
348,0.174798746,2961.442853,9210.589214,6249.146361,-716.2425886,0.256153846
348,0.16380445,2735.570093,8758.843695,6023.273601,-149.5675874,-0.767902098
348,0.224008795,3839.836921,10164.2742,6324.437282,-1283.686983,1.533263403
348,0.165813023,2961.442853,7855.352655,4893.909802,-155.8956575,-1.003030303
348,0.200223058,3689.255082,9411.365002,5722.109921,-1096.661435,0.922564103
348,0.137851566,3137.121667,8081.225415,4944.103748,-623.3400273,-0.467342657
348,0.185740186,2660.279175,9436.461977,6776.182802,-770.8223308,0.545268065
348,0.267668839,6951.861615,11770.4805,4818.618881,-2498.833093,3.421328671
348,0.309531739,2308.921547,11695.18958,9386.268028,-1643.688976,3.444941725
348,0.25128311,2936.345881,9712.528683,6776.182802,-1028.40321,1.441072261
348,0.179027322,3388.091401,9411.365002,6023.273601,-877.5278925,0.489020979
348,0.264497408,2258.7276,11318.73498,9060.007375,-714.6040121,1.573636364
348,0.092870093,2911.248907,8558.067909,5646.819002,36.24238254,-1.678181818
348,0.229453086,2409.309441,8884.328562,6475.019121,-365.0107788,0.166620047
348,0.223955939,6675.794909,10038.78934,3362.994427,-830.7350347,0.13967366
348,0.143137287,2810.861014,7554.188974,4743.32796,-24.41225506,-1.414149184
348,0.409748981,6675.794909,11193.25011,4517.4552,-1484.767608,2.825431235
348,0.207623065,2911.248907,7378.510161,4467.261254,791.590793,-2.275174825
348,0.240394527,6926.764641,10289.75907,3362.994427,-1488.854952,1.296060606
348,0.426134711,6249.146361,11644.99563,5395.849268,-2007.05123,3.970512821
348,0.245257389,2911.248907,9988.595389,7077.346483,-771.3302953,1.061724942
348,0.12796727,5295.461375,7805.158709,2509.697333,-345.4362147,-1.538461538
348,0.196681625,2911.248907,9436.461977,6525.213068,-656.3039911,0.38972028
348,0.295048867,2760.667068,11117.95919,8357.292121,-205.4972428,0.841655012
348,0.234685949,2534.794308,8683.552776,6148.758469,1207.535937,-2.337878788
348,0.267721697,2484.600361,10791.69854,8307.098175,-918.9124604,1.745104895
348,0.256780256,2685.376147,10314.85604,7629.479895,-920.2133797,1.509020979
348,0.191237333,2735.570093,8231.807256,5496.237161,-86.56869716,-0.782494172
348,0.164703021,2559.89128,7478.898056,4919.006774,-195.1887155,-0.943892774
348,0.245838818,2610.085228,9411.365002,6801.279774,-668.8083928,0.841538462
348,0.147524434,2057.951814,7579.285949,5521.334135,310.7638604,-1.728205128
348,0.146203002,5546.431107,8332.195149,2785.76404,-733.2407499,-0.729347319
348,0.116708688,2534.794308,7905.546601,5370.752294,767.432545,-2.710839161
348,0.256780256,2233.630627,10666.21367,8432.583042,-284.1309578,0.695477855
348,0.120091548,3112.024695,7428.70411,4316.679415,-93.42568557,-1.576899767
348,0.202601632,2384.212466,8532.970935,6148.758469,188.7253673,-0.979137529
348,0.202178774,2936.345881,8834.134615,5897.788734,-591.8648648,0.185268065
348,0.513560513,3187.315613,11444.21984,8256.904228,-1688.209689,4.784568765
348,0.136582993,2484.600361,7227.928322,4743.32796,330.0571364,-2.01974359
348,0.196681625,2283.824574,8558.067909,6274.243336,143.6173876,-0.923799534
348,0.284107427,2308.921547,10239.56512,7930.643576,-1116.531016,2.091468531
348,0.453461881,2534.794308,11494.41379,8959.619483,-1298.590126,3.884172494
348,0.102331531,2434.406415,7428.70411,4994.297695,35.84701284,-1.756923077
348,0.141022998,3940.224814,9662.334737,5722.109921,-850.7576037,0.092657343
348,0.584547727,3212.412587,12096.74115,8884.328562,-2302.535904,6.425757576
348,0.193140193,2509.697333,7754.964762,5245.267429,-349.4275277,-0.413379953
348,0.141551571,4341.776387,8583.164881,4241.388494,-493.1671904,-0.805804196
348,0.163910163,2484.600361,10440.34091,7955.740548,1577.16302,-3.032610723
348,0.133992991,3137.121667,8081.225415,4944.103748,-319.720528,-0.972890443
348,0.539196254,4642.940068,11971.25628,7328.316214,-1983.495006,5.226433566
348,0.289551718,3112.024695,10816.79551,7704.770816,-1867.900347,3.2597669
348,0.159628732,2434.406415,7955.740548,5521.334135,65.01585855,-1.251678322
348,0.196681625,2760.667068,8708.649748,5947.982681,-563.4968249,0.111072261
348,0.162588734,3789.642974,9034.910403,5245.267429,-1076.660899,0.499137529
348,0.180295895,2785.76404,9662.334737,6876.570695,1584.691196,-3.17013986
348,0.1006401,3287.703508,7880.449629,4592.746121,-142.695569,-1.581818182
348,0.31497603,2208.533654,11544.60774,9336.074082,-1234.583926,2.831981352
348,0.256780256,2384.212466,10415.24393,8031.031469,-404.4982161,0.791934732
348,0.245838818,2334.01852,10616.01972,8282.001203,-282.2315186,0.575780886
348,0.169988741,3413.188375,7855.352655,4442.164282,-735.7817431,-0.165477855
348,0.486233343,2835.957988,11494.41379,8658.455802,-1183.461642,3.87979021
348,0.338708909,5671.915974,11569.70471,5897.788734,-1847.365771,3.17990676
348,0.136582993,2258.7276,8457.680016,6198.952415,18.90350928,-1.196013986
348,0.441516156,7654.576869,10164.2742,2509.697333,-573.8091242,1.171118881
348,0.478146193,4216.291522,12473.19575,8256.904228,-2799.79796,6.264009324
348,0.207623065,4291.582441,10139.17723,5847.594788,-1594.851887,1.789020979
348,0.573659145,2986.539828,12146.9351,9160.395268,-1239.214197,4.738484848
348,0.677470678,4065.709681,12071.64418,8005.934494,-2286.294717,6.894685315
348,0.131138702,2359.115494,8407.486068,6048.370576,-1026.112264,0.368951049
348,0.088800089,3488.479294,9587.043816,6098.564522,337.6284795,-2.077762238
348,0.152968725,4693.134014,9285.880135,4592.746121,817.6783571,-2.697039627
348,0.534597678,2459.503387,11343.83195,8884.328562,-1432.413312,4.685291375
348,0.300440301,3036.733774,10339.95302,7303.219242,-1774.093994,3.101678322
348,0.180295895,2233.630627,9060.007375,6826.376748,-220.6237086,-0.347692308
348,0.180295895,2735.570093,7830.255683,5094.685587,-78.30013256,-0.97
348,0.245838818,2911.248907,10791.69854,7880.449629,-1593.776814,2.542144522
348,0.169354455,3639.061135,8206.710282,4567.649147,-443.7050991,-0.59983683
348,0.185740186,3689.255082,9938.401443,6249.146361,-976.7132361,0.747086247
348,0.213067357,3864.933895,9812.916576,5947.982681,-1362.172396,1.487715618
348,0.147260147,2886.151935,8332.195149,5446.043214,-209.1575722,-0.931351981
348,0.207623065,3237.509562,8382.389096,5144.879534,-562.6360254,0.006783217
