category,duration,frequency_change,direction
unknown,0.089138322,2605.517578,333.7008503
unknown,0.060521542,1798.022461,-255.7268847
unknown,0.062154195,2422.485352,-155.5403553
unknown,0.089070295,2960.81543,626.5094997
unknown,0.067913832,2239.453125,-84.84109514
unknown,0.053900227,2497.851563,-97.58197748
unknown,0.072653061,2067.1875,-129.9612555
unknown,0.07968254,2121.020508,-186.5798474
unknown,0.089569161,2971.582031,459.2953973
unknown,0.103129252,678.2958984,55.76033165
unknown,0.060929705,2465.551758,519.5394165
unknown,0.074988662,1991.821289,-195.7504544
unknown,0.056893424,2153.320313,-204.3049972
unknown,0.077346939,2325.585938,-413.115463
unknown,0.090997732,2616.28418,-498.6156635
unknown,0.051564626,3133.081055,-58.77978917
unknown,0.06984127,1937.988281,-287.2385546
unknown,0.062063492,1744.189453,246.6952369
unknown,0.082040816,2034.887695,-226.91475
unknown,0.106643991,1862.62207,-65.58464861
unknown,0.058594104,2142.553711,-17.16175405
unknown,0.063492063,2174.853516,-24.84946219
unknown,0.063265306,3337.646484,358.8654077
unknown,0.078662132,2476.318359,63.80470922
unknown,0.111020408,1819.555664,-188.5570255
unknown,0.072653061,1259.692383,-325.8552639
unknown,0.084285714,2357.885742,521.6939526
unknown,0.032811791,3488.378906,-26.74246113
unknown,0.076462585,2250.219727,-86.36428048
unknown,0.03047619,3090.014648,2.305636968
unknown,0.11569161,1884.155273,350.3428471
unknown,0.07968254,2433.251953,142.131559
unknown,0.077346939,3542.211914,642.3197878
unknown,0.056235828,2637.817383,-211.0163647
unknown,0.042176871,2863.916016,10.05488658
unknown,0.074988662,2131.787109,-30.08831653
unknown,0.093741497,2788.549805,-49.10379891
unknown,0.068571429,2863.916016,411.5419369
unknown,0.065759637,2067.1875,-53.33594189
unknown,0.102879819,1862.62207,-42.16880849
unknown,0.09845805,2368.652344,602.5136032
unknown,0.058866213,2067.1875,27.11981036
unknown,0.060929705,2196.386719,-165.3133151
unknown,0.079818594,1356.591797,269.9220928
unknown,0.051564626,1668.823242,62.82764175
unknown,0.049455782,2304.052734,125.027342
unknown,0.074013605,1927.22168,87.19357166
unknown,0.049206349,1787.255859,-126.274935
unknown,0.05260771,1927.22168,-107.7348962
unknown,0.075011338,2013.354492,-94.8447064
unknown,0.036870748,2121.020508,-67.17553197
unknown,0.072653061,2185.620117,-214.0187862
unknown,0.053197279,1851.855469,-150.5651346
unknown,0.051156463,1571.923828,204.6909439
unknown,0.077346939,1862.62207,132.469429
unknown,0.072653061,2627.050781,-602.2750734
unknown,0.091405896,2680.883789,415.6878777
unknown,0.105464853,1658.056641,-98.73287896
unknown,0.049342404,2540.917969,196.7696441
unknown,0.07031746,2099.487305,-17.86166497
unknown,0.117188209,2670.117188,-102.8786279
unknown,0.06893424,2271.75293,-308.8869426
unknown,0.059274376,2099.487305,-89.23532068
unknown,0.105170068,3488.378906,-579.995042
unknown,0.053333333,1162.792969,-269.2762744
unknown,0.067845805,2680.883789,-351.3834138
unknown,0.112539683,2853.149414,-696.8198497
unknown,0.065623583,2820.849609,-264.0793652
unknown,0.107823129,3499.145508,-210.1560088
unknown,0.067959184,2336.352539,33.60681889
unknown,0.080340136,3057.714844,463.5565898
unknown,0.07031746,2497.851563,710.1642042
unknown,0.070113379,2648.583984,-72.7602389
unknown,0.074988662,2067.1875,-254.0324961
unknown,0.060589569,2099.487305,-108.3441727
unknown,0.072199546,1841.088867,-349.912202
unknown,0.079931973,1582.69043,-405.2306087
unknown,0.089070295,2433.251953,-359.6944131
unknown,0.182811791,3520.678711,-640.2062185
unknown,0.058594104,1830.322266,14.0830628
unknown,0.075011338,2304.052734,469.0369749
unknown,0.15,3671.411133,-855.6415027
unknown,0.22031746,3875.976563,-603.1232702
unknown,0.194535147,3671.411133,-408.2812662
unknown,0.064217687,2239.453125,-332.1897867
unknown,0.070816327,2433.251953,-181.1887738
unknown,0.046077098,1733.422852,28.60182998
unknown,0.074988662,2680.883789,-307.2680705
unknown,0.070272109,2583.984375,-64.16449498
unknown,0.096099773,2713.183594,-550.7017156
unknown,0.071133787,2099.487305,-66.87923705
unknown,0.085895692,2454.785156,-470.4677558
unknown,0.059138322,2121.020508,-267.4128717
unknown,0.07968254,2906.982422,-330.6827799
unknown,0.114829932,2067.1875,-1071.999397
unknown,0.132789116,4026.708984,-705.1425705
unknown,0.107800454,2906.982422,-441.1849769
unknown,0.076802721,2583.984375,-376.4594659
unknown,0.113469388,3886.743164,-306.5651212
unknown,0.03984127,2422.485352,15.54798211
unknown,0.098435374,2777.783203,-156.5896241
unknown,0.096077098,1442.724609,-356.3853299
unknown,0.061405896,2034.887695,-10.47285742
unknown,0.175782313,1937.988281,-636.9653037
unknown,0.089070295,1916.455078,339.5924502
unknown,0.103129252,1442.724609,-638.7187745
unknown,0.182811791,2314.819336,-861.0249778
unknown,0.10521542,3036.181641,-330.9006967
unknown,0.054897959,1076.660156,-148.1921361
unknown,0.084376417,2799.316406,-281.5544122
unknown,0.126575964,3585.27832,-88.15831718
unknown,0.100680272,2637.817383,518.0329171
unknown,0.114852608,3563.745117,-394.2134455
unknown,0.11015873,3273.046875,-394.7715399
unknown,0.082040816,2357.885742,-37.13797108
unknown,0.070657596,2110.253906,-83.73595894
unknown,0.105464853,2917.749023,-286.9188005
unknown,0.063287982,2368.652344,133.3176961
unknown,0.062721088,1195.092773,-314.5602817
unknown,0.050068027,2304.052734,329.2285618
unknown,0.11015873,3617.578125,-121.8921809
unknown,0.051519274,1851.855469,-40.07961911
unknown,0.0869161,2637.817383,80.96318258
unknown,0.086734694,2530.151367,-253.910027
unknown,0.22031746,3542.211914,-724.2419565
unknown,0.058594104,2034.887695,141.5945115
unknown,0.084376417,2691.650391,61.61185929
unknown,0.121882086,3402.246094,-478.9918057
unknown,0.194535147,3843.676758,-557.0951642
unknown,0.043900227,2142.553711,15.37836851
unknown,0.060498866,2454.785156,-364.975012
unknown,0.250770975,3811.376953,-987.7879029
unknown,0.082857143,2250.219727,-149.9044094
unknown,0.060725624,1819.555664,-211.5687247
unknown,0.07031746,3413.012695,676.6029356
unknown,0.057482993,2121.020508,-137.1601065
unknown,0.231315193,3143.847656,-850.9193576
unknown,0.124217687,3305.34668,-801.3292489
unknown,0.068480726,2368.652344,27.89180332
unknown,0.084376417,2551.68457,-241.7401379
unknown,0.069750567,2250.219727,-461.8875255
unknown,0.077346939,2950.048828,679.8325229
unknown,0.043174603,1970.288086,-61.2163991
unknown,0.135124717,4005.175781,-529.6365043
unknown,0.11015873,3445.3125,-173.5297347
unknown,0.105464853,3552.978516,-121.0773215
unknown,0.07292517,1905.688477,-315.6503678
unknown,0.208594104,3714.477539,-507.7050443
unknown,0.145306122,2530.151367,-792.5199158
unknown,0.058594104,2659.350586,8.10960548
unknown,0.189410431,1076.660156,-246.1641143
unknown,0.205124717,3542.211914,-1201.113325
unknown,0.089070295,2508.618164,-684.1914594
unknown,0.246099773,3929.80957,-531.6228906
unknown,0.290634921,3434.545898,-980.8204338
unknown,0.056258503,2594.750977,-440.2021613
unknown,0.038095238,2616.28418,144.8426177
unknown,0.065623583,1970.288086,350.7840152
unknown,0.229342404,3811.376953,-614.5053107
unknown,0.128888889,3133.081055,-761.0863235
unknown,0.077346939,2928.515625,-94.647571
unknown,0.077346939,2185.620117,-33.59075687
unknown,0.105464853,3380.712891,-683.7302533
unknown,0.072653061,1959.521484,-190.3494875
unknown,0.07968254,2680.883789,-419.0099783
unknown,0.091405896,2551.68457,-584.3719577
unknown,0.063174603,2336.352539,-89.72859846
unknown,0.089070295,2207.15332,-241.3708549
unknown,0.107823129,2594.750977,-750.5638232
unknown,0.114852608,3402.246094,-302.9732036
unknown,0.059410431,2594.750977,22.99012911
unknown,0.067528345,1948.754883,-402.7430409
unknown,0.22031746,3725.244141,-860.8123359
unknown,0.079705215,3391.479492,575.308218
unknown,0.065623583,2508.618164,200.4598389
unknown,0.250770975,3585.27832,-697.3717975
unknown,0.047891156,2239.453125,73.5053251
unknown,0.119546485,3789.84375,-622.7765271
unknown,0.196870748,1711.889648,-794.0002892
unknown,0.07537415,2153.320313,-189.2437
unknown,0.065623583,2131.787109,-147.3237714
unknown,0.074988662,2627.050781,-272.9823724
unknown,0.075668934,2056.420898,-105.7445932
unknown,0.236712018,3725.244141,-716.4968947
unknown,0.067959184,2110.253906,-115.790244
unknown,0.11015873,3046.948242,-466.9311269
unknown,0.131247166,2142.553711,-889.4364691
unknown,0.182811791,1991.821289,-834.3738299
unknown,0.206258503,3822.143555,-533.1264167
unknown,0.093741497,2680.883789,-226.0916945
unknown,0.075034014,2336.352539,-146.1917701
unknown,0.065623583,2282.519531,-158.4439921
unknown,0.087709751,2670.117188,-328.216974
unknown,0.123424036,2077.954102,-168.5792429
unknown,0.084013605,2185.620117,-336.5975947
unknown,0.103129252,3359.179688,-493.0877976
unknown,0.053900227,2164.086914,398.724861
unknown,0.072675737,1668.823242,-370.1311564
unknown,0.077324263,2530.151367,-288.9150431
unknown,0.093764172,2207.15332,-506.2369257
unknown,0.262630385,2164.086914,-890.760133
unknown,0.073492063,2487.084961,-64.64594738
unknown,0.213287982,3391.479492,-1013.062951
unknown,0.138163265,1421.191406,-734.4373631
unknown,0.086349206,2799.316406,-189.7657504
unknown,0.086734694,2540.917969,53.00020958
unknown,0.098435374,2950.048828,-540.4046911
unknown,0.241405896,3972.875977,-574.4351408
unknown,0.07968254,2465.551758,-464.8059516
unknown,0.135941043,3413.012695,-485.0493041
unknown,0.065623583,2487.084961,-59.93104478
unknown,0.307029478,3068.481445,-906.711199
unknown,0.080566893,2702.416992,-526.4432891
unknown,0.064761905,3100.78125,510.2143573
unknown,0.26952381,1507.324219,-879.6139772
unknown,0.072653061,2583.984375,139.6611876
unknown,0.067959184,2605.517578,198.8836776
unknown,0.060929705,2314.819336,-39.93773822
unknown,0.053900227,2745.483398,235.5410835
unknown,0.061315193,1227.392578,-442.5807135
unknown,0.087301587,2174.853516,-177.5199905
unknown,0.093673469,3380.712891,400.9821292
unknown,0.304671202,3251.513672,-1256.225741
unknown,0.064739229,2659.350586,406.7703974
unknown,0.07031746,2336.352539,-130.7663546
unknown,0.09047619,2777.783203,-618.4166213
unknown,0.073968254,2573.217773,198.5273251
unknown,0.126575964,3671.411133,-533.8092021
unknown,0.096077098,2982.348633,-245.3674827
unknown,0.079705215,1270.458984,158.4375232
unknown,0.131269841,3531.445313,-756.3862686
unknown,0.086712018,2530.151367,-296.9444696
unknown,0.105464853,2390.185547,-285.9130719
unknown,0.065623583,2153.320313,-184.5907647
unknown,0.276553288,3832.910156,-1047.44705
unknown,0.074988662,1916.455078,-262.1510681
unknown,0.098435374,4015.942383,-914.7809313
unknown,0.044512472,1582.69043,155.7302783
unknown,0.098435374,2454.785156,-563.4149001
unknown,0.037482993,1851.855469,70.28134741
unknown,0.082018141,2713.183594,63.57082797
unknown,0.075011338,2411.71875,656.6175693
unknown,0.038979592,2207.15332,116.2120059
unknown,0.091428571,1475.024414,316.858682
unknown,0.091428571,742.8955078,647.200713
unknown,0.091428571,1701.123047,368.821166
unknown,0.126258503,2196.386719,558.751007
unknown,0.116825397,2153.320313,523.185782
unknown,0.130612245,1141.259766,757.072666
unknown,0.187210884,2325.585938,-60.610881
unknown,0.130612245,1507.324219,522.701887
unknown,0.121904762,1259.692383,603.285405
unknown,0.126984127,2121.020508,450.491494
unknown,0.106666667,2110.253906,81.882162
unknown,0.113197279,1378.125,616.688413
unknown,0.104489796,1873.388672,339.620305
unknown,0.111746032,1851.855469,-61.994616
unknown,0.074013605,2357.885742,628.224088
unknown,0.108843537,2411.71875,299.608505
unknown,0.126984127,1905.688477,250.824928
unknown,0.100136054,1981.054688,443.836022
unknown,0.076190476,1862.62207,240.769024
unknown,0.078367347,2099.487305,342.688766
unknown,0.082721088,2024.121094,734.06526
unknown,0.121904762,2422.485352,-138.006015
unknown,0.152380952,958.2275391,-169.120565
unknown,0.121904762,1044.360352,4.649747
unknown,0.121904762,1388.891602,843.6799
unknown,0.130612245,861.328125,810.983836
unknown,0.078367347,2045.654297,548.401032
unknown,0.074013605,1636.523438,133.649126
unknown,0.106666667,2325.585938,71.481037
unknown,0.076190476,1873.388672,265.044679
unknown,0.08707483,1539.624023,359.234237
unknown,0.178503401,1722.65625,-833.434236
unknown,0.121904762,1464.257813,591.694371
unknown,0.11755102,2013.354492,576.332606
unknown,0.148027211,2239.453125,-919.807909
unknown,0.116825397,2454.785156,276.111825
unknown,0.20462585,1582.69043,-695.544238
unknown,0.126258503,1593.457031,249.597527
unknown,0.108843537,2239.453125,391.894084
unknown,0.100136054,1819.555664,666.053942
unknown,0.106666667,1690.356445,681.708618
unknown,0.095782313,2293.286133,547.157267
unknown,0.100136054,1442.724609,283.332112
unknown,0.113197279,2444.018555,668.138707
unknown,0.104489796,699.8291016,587.410554
unknown,0.130612245,1539.624023,594.130494
unknown,0.100136054,2648.583984,375.355525
unknown,0.108843537,1668.823242,850.779911
unknown,0.108843537,2271.75293,618.242415
unknown,0.108843537,2250.219727,433.170607
unknown,0.108843537,2099.487305,307.941241
unknown,0.093605442,1754.956055,759.928213
unknown,0.148027211,1173.55957,720.887918
unknown,0.108843537,1819.555664,638.598787
unknown,0.091428571,839.7949219,328.528999
unknown,0.108843537,1571.923828,617.220116
unknown,0.119727891,2271.75293,688.923183
unknown,0.104489796,2304.052734,615.186535
unknown,0.121904762,1937.988281,420.545777
unknown,0.097959184,2121.020508,792.605321
unknown,0.093605442,1948.754883,535.717103
unknown,0.108843537,2314.819336,584.813094
unknown,0.106666667,2121.020508,441.79667
unknown,0.113197279,2400.952148,226.314921
unknown,0.093605442,387.5976563,583.442784
unknown,0.11537415,1227.392578,525.774792
unknown,0.100136054,1905.688477,614.895326
unknown,0.097959184,850.5615234,757.582083
unknown,0.089251701,872.0947266,517.101587
unknown,0.104489796,1248.925781,798.751062
unknown,0.060952381,1410.424805,350.819537
unknown,0.093605442,775.1953125,618.178565
unknown,0.106666667,1496.557617,627.141576
unknown,0.078367347,1259.692383,351.668239
unknown,0.080544218,2390.185547,525.152563
unknown,0.095782313,1313.525391,851.841312
unknown,0.095782313,1076.660156,858.681341
unknown,0.095782313,1087.426758,627.130192
unknown,0.097959184,1227.392578,639.104936
unknown,0.093605442,2164.086914,673.646056
unknown,0.111020408,1679.589844,464.873618
unknown,0.089251701,473.7304688,556.300464
unknown,0.091428571,2174.853516,329.874513
unknown,0.095782313,2164.086914,730.264045
unknown,0.095782313,699.8291016,829.890529
unknown,0.100136054,2228.686523,339.454019
unknown,0.095782313,1399.658203,795.642225
unknown,0.108843537,2325.585938,614.118399
unknown,0.080544218,1356.591797,591.452822
unknown,0.097959184,613.6962891,775.576798
unknown,0.106666667,1076.660156,826.737274
unknown,0.076190476,1431.958008,733.60808
unknown,0.093605442,1184.326172,686.391039
unknown,0.089251701,1711.889648,591.092726
unknown,0.108843537,484.4970703,655.32421
unknown,0.108843537,1959.521484,672.171019
unknown,0.089251701,2271.75293,611.568126
unknown,0.095782313,1421.191406,226.83932
unknown,0.106666667,2121.020508,321.846924
unknown,0.104489796,1776.489258,624.302255
unknown,0.100136054,1453.491211,497.422988
unknown,0.102312925,2024.121094,506.488154
unknown,0.091428571,581.3964844,524.43199
unknown,0.089251701,1410.424805,438.855985
unknown,0.106666667,1044.360352,617.738439
unknown,0.100136054,1571.923828,189.856853
unknown,0.108843537,1776.489258,584.322462
unknown,0.104489796,1367.358398,814.790285
unknown,0.097959184,1410.424805,720.740202
unknown,0.104489796,2207.15332,657.717035
unknown,0.097959184,1787.255859,727.445329
unknown,0.102312925,850.5615234,486.359107
unknown,0.119727891,2347.119141,289.185661
unknown,0.106666667,1701.123047,731.218652
unknown,0.08707483,656.7626953,445.403638
unknown,0.091428571,1033.59375,592.494686
unknown,0.091428571,1356.591797,661.563514
unknown,0.106666667,1248.925781,482.697157
unknown,0.106666667,1841.088867,479.305642
unknown,0.102312925,1518.09082,686.22724
unknown,0.11537415,1184.326172,635.046098
unknown,0.100136054,2164.086914,563.068258
unknown,0.065306122,1324.291992,110.092963
unknown,0.104489796,322.9980469,222.724316
unknown,0.097959184,1851.855469,172.172116
unknown,0.084897959,1754.956055,455.669973
unknown,0.091428571,1647.290039,763.97931
unknown,0.084897959,1356.591797,320.230458
unknown,0.108843537,882.8613281,659.731331
unknown,0.108843537,1981.054688,779.715333
unknown,0.100136054,2379.418945,479.409465
unknown,0.100136054,1981.054688,467.155556
unknown,0.106666667,839.7949219,389.207515
unknown,0.106666667,1012.060547,693.121823
unknown,0.102312925,1711.889648,631.748146
unknown,0.093605442,1216.625977,615.662962
unknown,0.104489796,1130.493164,359.892616
unknown,0.095782313,1302.758789,19.186517
unknown,0.108843537,1636.523438,804.449486
unknown,0.095782313,1098.193359,881.013512
unknown,0.074013605,2400.952148,375.758613
unknown,0.100136054,1335.058594,338.62881
unknown,0.11755102,1356.591797,266.606488
unknown,0.093605442,1388.891602,392.303013
unknown,0.100136054,1291.992188,313.811422
unknown,0.11755102,936.6943359,486.285255
unknown,0.11537415,2379.418945,497.291952
unknown,0.093605442,1776.489258,589.70682
unknown,0.11755102,592.1630859,194.762231
unknown,0.097959184,1205.859375,828.606842
unknown,0.104489796,2045.654297,363.208357
unknown,0.104489796,1248.925781,-321.021719
unknown,0.104489796,1808.789063,555.969257
unknown,0.100136054,1076.660156,772.463294
unknown,0.093605442,1087.426758,-53.779649
unknown,0.104489796,785.9619141,594.629693
unknown,0.104489796,1108.959961,269.93728
unknown,0.095782313,1227.392578,23.0848
unknown,0.111020408,1291.992188,538.068009
unknown,0.113197279,1098.193359,-155.831202
unknown,0.100136054,1173.55957,267.629333
unknown,0.082721088,1259.692383,-184.601676
unknown,0.097959184,1184.326172,121.561546
unknown,0.106666667,1248.925781,224.081122
unknown,0.100136054,1281.225586,633.940515
unknown,0.104489796,968.9941406,719.892867
unknown,0.111020408,915.1611328,740.924233
unknown,0.097959184,1507.324219,641.396611
unknown,0.097959184,872.0947266,868.599258
unknown,0.11755102,2260.986328,624.270771
unknown,0.102312925,2228.686523,809.006663
unknown,0.089251701,1087.426758,489.023428
unknown,0.100136054,2077.954102,738.121176
unknown,0.102312925,1087.426758,682.118397
unknown,0.102312925,893.6279297,783.500598
unknown,0.093605442,850.5615234,750.339468
unknown,0.11755102,2508.618164,683.606409
unknown,0.095782313,968.9941406,699.735962
unknown,0.104489796,1862.62207,570.152053
unknown,0.102312925,549.0966797,588.525689
unknown,0.119727891,1485.791016,802.344136
unknown,0.045714286,947.4609375,81.51309
unknown,0.100136054,1539.624023,707.067519
unknown,0.113197279,2164.086914,664.144244
unknown,0.102312925,904.3945313,573.622027
unknown,0.095782313,1604.223633,700.717298
unknown,0.113197279,699.8291016,723.603103
unknown,0.106666667,602.9296875,881.714112
unknown,0.102312925,1593.457031,732.632489
unknown,0.108843537,2271.75293,739.859973
unknown,0.089251701,1055.126953,519.087983
unknown,0.095782313,1442.724609,670.996316
unknown,0.104489796,1291.992188,824.44142
unknown,0.097959184,1916.455078,751.785798
unknown,0.132789116,1076.660156,877.558103
unknown,0.11537415,1690.356445,791.58863
unknown,0.119727891,1195.092773,854.563774
unknown,0.104489796,613.6962891,690.60389
unknown,0.100136054,2067.1875,626.953924
unknown,0.119727891,732.1289063,665.451118
unknown,0.113197279,1894.921875,775.799885
unknown,0.111020408,1658.056641,805.480057
unknown,0.106666667,1152.026367,586.650692
unknown,0.119727891,1658.056641,684.630295
unknown,0.126258503,979.7607422,129.514644
unknown,0.11537415,1701.123047,732.907563
