category,duration,frequency_change,direction
unknown,0.267755102,2077.954102,-176.5699084
unknown,0.248163265,850.5615234,-357.971111
unknown,0.055510204,2820.849609,10.27278181
unknown,0.248163265,936.6943359,-558.1687478
unknown,0.333061224,699.8291016,-457.8391108
unknown,0.293877551,742.8955078,-415.0938082
unknown,0.326530612,861.328125,-337.2458022
unknown,0.055510204,2422.485352,-259.3056778
unknown,0.316734694,1130.493164,-211.9572922
unknown,0.257959184,1205.859375,-134.0642101
unknown,0.208979592,1216.625977,-269.4924104
unknown,0.179591837,1205.859375,-574.4296779
unknown,0.199183673,1259.692383,-578.6089379
unknown,0.205714286,678.2958984,-769.6540173
unknown,0.20244898,753.6621094,-640.3412786
unknown,0.248163265,592.1630859,-296.111788
unknown,0.212244898,506.0302734,-522.3718912
unknown,0.215510204,1744.189453,-191.9799551
unknown,0.088163265,2153.320313,-123.0596187
unknown,0.163265306,2454.785156,-437.1825526
unknown,0.143673469,2476.318359,-299.1206102
unknown,0.176326531,2110.253906,-298.7131999
unknown,0.107755102,2304.052734,141.2027278
unknown,0.091428571,2185.620117,123.6652727
unknown,0.107755102,1905.688477,366.7881582
unknown,0.097959184,2304.052734,63.38972998
unknown,0.088163265,2691.650391,17.11349055
unknown,0.111020408,2390.185547,-282.6434427
unknown,0.124081633,1647.290039,-227.0042034
unknown,0.111020408,2896.21582,-154.3322484
unknown,0.104489796,2239.453125,-145.5112902
unknown,0.104489796,2777.783203,-171.3213388
unknown,0.111020408,2304.052734,-270.4824751
unknown,0.104489796,2357.885742,124.2278424
unknown,0.124081633,2680.883789,-233.7519577
unknown,0.094693878,2013.354492,126.9915965
unknown,0.111020408,2648.583984,-46.83352283
unknown,0.094693878,2293.286133,-277.7807707
unknown,0.091428571,1776.489258,229.4717787
unknown,0.10122449,1507.324219,388.3010287
unknown,0.111020408,2282.519531,316.5819083
unknown,0.062040816,2164.086914,141.7402046
unknown,0.091428571,2788.549805,-195.4215918
unknown,0.084897959,2487.084961,479.0283754
unknown,0.11755102,2347.119141,-41.1113635
unknown,0.094693878,1981.054688,286.7816782
unknown,0.068571429,2390.185547,94.69516109
unknown,0.088163265,1873.388672,291.9949518
unknown,0.10122449,1658.056641,398.2715685
unknown,0.11755102,2723.950195,-174.4167972
unknown,0.107755102,2702.416992,-196.8022877
unknown,0.130612245,2562.451172,-306.8800847
unknown,0.16,2616.28418,-441.4294716
unknown,0.130612245,2325.585938,-339.0889508
unknown,0.146938776,2540.917969,-555.65252
unknown,0.176326531,2562.451172,-331.7774812
unknown,0.163265306,2411.71875,-525.9937683
unknown,0.111020408,2142.553711,-217.0857127
unknown,0.107755102,2282.519531,307.0368661
unknown,0.163265306,2164.086914,-530.0969959
unknown,0.133877551,1894.921875,-302.2521755
unknown,0.130612245,2411.71875,-362.1518418
unknown,0.114285714,1873.388672,-374.809713
unknown,0.124081633,1905.688477,-171.3562161
unknown,0.124081633,2217.919922,-198.6415551
unknown,0.120816327,2282.519531,-324.908638
unknown,0.300408163,2282.519531,-460.9749206
unknown,0.32,1345.825195,-280.6594722
unknown,0.271020408,1679.589844,-633.5647341
unknown,0.264489796,1173.55957,-358.0603883
unknown,0.248163265,807.4951172,-347.6235394
unknown,0.280816327,839.7949219,-669.6236245
unknown,0.248163265,689.0625,-481.8301024
unknown,0.075102041,2540.917969,-190.9775494
unknown,0.287346939,2034.887695,-394.3359206
unknown,0.124081633,2917.749023,-832.9814673
unknown,0.20244898,678.2958984,-390.0841418
unknown,0.199183673,1378.125,-289.5689703
unknown,0.166530612,1410.424805,-604.1419117
unknown,0.195918367,2293.286133,-410.5669993
unknown,0.248163265,667.5292969,-385.5224907
unknown,0.20244898,1701.123047,-329.5280032
unknown,0.284081633,624.4628906,-402.5027106
unknown,0.052244898,2842.382813,-79.88589652
unknown,0.248163265,689.0625,-490.0286876
unknown,0.267755102,699.8291016,-430.1134728
unknown,0.107755102,2659.350586,-329.7967426
unknown,0.235102041,1636.523438,-180.0537857
unknown,0.264489796,592.1630859,-406.2523992
unknown,0.146938776,2896.21582,-371.1237589
unknown,0.097959184,2400.952148,1.375704123
unknown,0.104489796,2605.517578,-287.1538904
unknown,0.065306122,2637.817383,64.12628495
unknown,0.107755102,2024.121094,-42.88981989
unknown,0.114285714,2540.917969,-270.660796
unknown,0.104489796,2594.750977,310.6383592
unknown,0.104489796,2713.183594,-283.2350924
unknown,0.097959184,2648.583984,-86.07474552
unknown,0.10122449,2583.984375,317.1629007
unknown,0.104489796,2756.25,-10.04713474
unknown,0.120816327,2756.25,-214.2405417
unknown,0.094693878,2390.185547,-36.98858125
unknown,0.140408163,2713.183594,26.16047554
unknown,0.127346939,2357.885742,-396.30423
unknown,0.107755102,2670.117188,-192.4615826
unknown,0.081632653,2820.849609,220.2335351
unknown,0.088163265,2745.483398,84.19724447
unknown,0.081632653,1916.455078,-79.96634753
unknown,0.078367347,2713.183594,-97.30509164
unknown,0.088163265,2390.185547,-194.5430972
unknown,0.097959184,710.5957031,249.5638232
unknown,0.081632653,2002.587891,199.9538414
unknown,0.088163265,1873.388672,361.0877221
unknown,0.097959184,2099.487305,191.1627445
unknown,0.111020408,1636.523438,289.8384819
unknown,0.084897959,2853.149414,327.8727858
unknown,0.290612245,613.6962891,-456.6518735
unknown,0.094693878,2153.320313,224.8867804
unknown,0.104489796,2476.318359,310.1747233
unknown,0.075102041,2121.020508,89.78465827
unknown,0.094693878,1851.855469,220.1584134
unknown,0.097959184,2745.483398,296.31053
unknown,0.088163265,2465.551758,332.9892422
unknown,0.084897959,2605.517578,124.6912956
unknown,0.094693878,2357.885742,183.1589288
unknown,0.091428571,1647.290039,317.4496673
unknown,0.088163265,2583.984375,112.2507095
unknown,0.094693878,2444.018555,130.6314168
unknown,0.094693878,2239.453125,-316.8706233
unknown,0.107755102,2379.418945,528.1742408
unknown,0.078367347,2648.583984,311.8201588
unknown,0.111020408,2497.851563,566.6870117
unknown,0.104489796,1701.123047,126.0622229
unknown,0.107755102,2573.217773,414.5330418
unknown,0.130612245,2788.549805,176.2578888
unknown,0.124081633,2573.217773,-70.73165917
unknown,0.104489796,2325.585938,-154.768437
unknown,0.10122449,2185.620117,-119.7260711
unknown,0.097959184,2540.917969,-299.3386885
unknown,0.075102041,2659.350586,-94.32692001
unknown,0.088163265,2099.487305,226.364157
unknown,0.091428571,2400.952148,210.371032
unknown,0.081632653,1711.889648,348.7051401
unknown,0.094693878,1690.356445,286.4790507
unknown,0.104489796,2508.618164,-43.42743205
unknown,0.084897959,1528.857422,98.81313133
unknown,0.091428571,2239.453125,296.3154735
unknown,0.097959184,1905.688477,200.1826928
unknown,0.107755102,2314.819336,214.9828734
unknown,0.094693878,1948.754883,162.2647201
unknown,0.081632653,2734.716797,-150.0678014
unknown,0.10122449,2034.887695,256.2406583
unknown,0.107755102,2637.817383,218.3604164
unknown,0.124081633,2142.553711,-369.5323791
unknown,0.120816327,2530.151367,-181.5156916
unknown,0.137142857,2820.849609,-279.9326635
unknown,0.143673469,2573.217773,-146.9598337
unknown,0.091428571,2648.583984,136.6447625
unknown,0.137142857,1851.855469,-306.8995784
unknown,0.104489796,2444.018555,-75.53100001
unknown,0.091428571,2228.686523,356.2562163
unknown,0.111020408,2670.117188,119.4119848
unknown,0.088163265,2670.117188,-114.1597662
unknown,0.10122449,2077.954102,353.9705604
unknown,0.114285714,2228.686523,636.9754068
unknown,0.10122449,2444.018555,98.88281847
unknown,0.11755102,1970.288086,349.4405288
unknown,0.111020408,1959.521484,441.6233812
unknown,0.114285714,2573.217773,-94.33902267
unknown,0.124081633,2723.950195,-395.2549538
unknown,0.133877551,2433.251953,-187.3733885
unknown,0.097959184,1690.356445,150.3374616
unknown,0.094693878,2185.620117,315.6059508
unknown,0.244897959,1098.193359,-370.7047854
unknown,0.26122449,1227.392578,-385.3809381
unknown,0.241632653,1453.491211,-190.9889742
unknown,0.179591837,1044.360352,-539.4027079
unknown,0.199183673,915.1611328,-392.7501008
unknown,0.186122449,1065.893555,-432.6414892
unknown,0.163265306,1098.193359,-598.9496585
unknown,0.140408163,2573.217773,-319.3596011
unknown,0.156734694,1862.62207,-666.1588059
unknown,0.169795918,904.3945313,-419.4281123
unknown,0.062040816,2745.483398,150.8152009
unknown,0.173061224,2562.451172,-259.558463
unknown,0.133877551,1937.988281,-610.2653115
unknown,0.176326531,2390.185547,-749.2710069
unknown,0.107755102,2077.954102,-287.9126121
unknown,0.163265306,2260.986328,-370.626618
unknown,0.124081633,1819.555664,-364.5431326
unknown,0.120816327,2390.185547,-237.8801395
unknown,0.156734694,2627.050781,-363.8749905
unknown,0.143673469,2433.251953,-316.886994
unknown,0.124081633,2831.616211,-23.42748477
unknown,0.094693878,2024.121094,-47.44127627
unknown,0.127346939,2024.121094,-308.1229082
unknown,0.11755102,2002.587891,-363.4348381
unknown,0.091428571,2540.917969,284.6457006
unknown,0.120816327,2702.416992,36.80959452
unknown,0.146938776,2400.952148,-208.5483768
unknown,0.111020408,2540.917969,-267.0334344
unknown,0.097959184,2723.950195,-286.3278468
unknown,0.107755102,2174.853516,-150.0638169
unknown,0.114285714,2293.286133,331.4882549
unknown,0.120816327,2411.71875,203.7349569
unknown,0.104489796,2863.916016,-226.8858648
unknown,0.091428571,1894.921875,300.0626222
unknown,0.065306122,2723.950195,129.4322319
unknown,0.078367347,2519.384766,388.9094562
unknown,0.071836735,2347.119141,225.5805833
unknown,0.10122449,2002.587891,489.2613785
unknown,0.094693878,1399.658203,279.0232592
unknown,0.10122449,1894.921875,296.156376
unknown,0.097959184,1550.390625,168.182929
unknown,0.094693878,2519.384766,154.0704279
unknown,0.091428571,1884.155273,235.2845927
unknown,0.091428571,2476.318359,313.5429986
unknown,0.068571429,2476.318359,143.3353061
unknown,0.126984127,1399.658203,333.0568498
unknown,0.132063492,1625.756836,371.4265254
unknown,0.111746032,1313.525391,595.4720408
unknown,0.116825397,1711.889648,468.8740276
unknown,0.137142857,1098.193359,291.9291997
unknown,0.111746032,1561.157227,595.960431
unknown,0.101587302,1087.426758,484.3937017
unknown,0.121904762,1539.624023,576.895056
unknown,0.126984127,1690.356445,345.6364145
unknown,0.101587302,1141.259766,414.3357063
unknown,0.152380952,1152.026367,63.21465758
unknown,0.126984127,1550.390625,472.3508123
unknown,0.106666667,1281.225586,405.7343218
unknown,0.111746032,1539.624023,695.7139641
unknown,0.106666667,1022.827148,746.7453891
unknown,0.132063492,1205.859375,606.5354735
unknown,0.147301587,1205.859375,523.1607745
unknown,0.132063492,1442.724609,696.0925622
unknown,0.121904762,2400.952148,141.3922454
unknown,0.116825397,1001.293945,534.6496565
unknown,0.101587302,1808.789063,177.0257736
unknown,0.121904762,1593.457031,426.8745239
unknown,0.121904762,1356.591797,610.9576368
unknown,0.111746032,1431.958008,394.6969626
unknown,0.116825397,1216.625977,480.7337731
unknown,0.132063492,1410.424805,188.4266775
unknown,0.121904762,1571.923828,363.6212096
unknown,0.111746032,1216.625977,476.0687453
unknown,0.111746032,1152.026367,323.2016643
unknown,0.116825397,1582.69043,541.8917501
unknown,0.126984127,2013.354492,283.3602226
unknown,0.132063492,1173.55957,342.0435408
unknown,0.116825397,1238.15918,549.2624679
unknown,0.121904762,1701.123047,393.738948
unknown,0.106666667,1324.291992,371.7407862
unknown,0.101587302,1022.827148,301.9840911
unknown,0.121904762,1507.324219,376.265891
unknown,0.106666667,1259.692383,422.1160508
unknown,0.106666667,936.6943359,345.6328088
unknown,0.096507937,1248.925781,608.1342798
unknown,0.101587302,1162.792969,226.3654569
unknown,0.116825397,1496.557617,298.8409462
unknown,0.126984127,1248.925781,574.3561544
unknown,0.116825397,1238.15918,308.6802718
unknown,0.132063492,1625.756836,575.7563359
unknown,0.116825397,1475.024414,599.9082563
unknown,0.116825397,1281.225586,360.3685591
unknown,0.101587302,1356.591797,474.4596416
unknown,0.116825397,1496.557617,612.6627607
unknown,0.101587302,1582.69043,566.9350804
unknown,0.106666667,1238.15918,235.9349153
unknown,0.126984127,1937.988281,433.5833505
unknown,0.106666667,1270.458984,447.9957151
unknown,0.121904762,1453.491211,423.7813391
unknown,0.116825397,1711.889648,235.9884197
unknown,0.116825397,1205.859375,562.6218387
unknown,0.116825397,1475.024414,388.0776316
unknown,0.096507937,2077.954102,206.0859614
unknown,0.121904762,1367.358398,353.7169394
unknown,0.121904762,1335.058594,462.0700962
unknown,0.111746032,1356.591797,343.3360164
unknown,0.116825397,1421.191406,441.1026755
unknown,0.106666667,872.0947266,548.0972165
unknown,0.116825397,2024.121094,315.0335089
unknown,0.121904762,1582.69043,734.9031796
unknown,0.106666667,1431.958008,491.2402081
unknown,0.111746032,1227.392578,389.5310332
unknown,0.111746032,1335.058594,563.0770286
unknown,0.101587302,861.328125,471.7627808
unknown,0.101587302,839.7949219,410.3886213
unknown,0.101587302,1281.225586,297.279942
unknown,0.106666667,1324.291992,427.1816442
unknown,0.126984127,1970.288086,262.5423468
unknown,0.106666667,1270.458984,486.7825133
unknown,0.121904762,1539.624023,336.2275305
unknown,0.116825397,1593.457031,497.8167651
unknown,0.132063492,1776.489258,600.4286667
unknown,0.111746032,1453.491211,348.4339428
unknown,0.116825397,2034.887695,218.5136666
unknown,0.106666667,1431.958008,457.011942
unknown,0.101587302,1324.291992,395.7708422
unknown,0.121904762,1636.523438,359.0818335
unknown,0.132063492,1001.293945,311.1643533
unknown,0.132063492,1496.557617,340.3956158
unknown,0.121904762,1141.259766,456.7737653
unknown,0.121904762,1356.591797,401.6185378
unknown,0.111746032,1130.493164,397.5795473
unknown,0.106666667,1582.69043,330.0131299
unknown,0.111746032,1970.288086,342.7409011
unknown,0.132063492,1291.992188,401.5734232
unknown,0.106666667,1475.024414,614.3166399
unknown,0.106666667,1927.22168,307.4016085
unknown,0.111746032,1152.026367,63.9381432
unknown,0.121904762,1981.054688,450.651048
unknown,0.137142857,1162.792969,378.1651145
unknown,0.091428571,990.5273438,554.3708096
unknown,0.111746032,1453.491211,458.2193797
unknown,0.111746032,2164.086914,170.0971445
unknown,0.132063492,1431.958008,423.4218943
unknown,0.101587302,1076.660156,283.0771182
unknown,0.101587302,958.2275391,532.2050526
unknown,0.111746032,1690.356445,360.9254798
unknown,0.121904762,1464.257813,437.4003483
unknown,0.137142857,1087.426758,563.5997026
unknown,0.132063492,1130.493164,453.1955413
unknown,0.132063492,1238.15918,382.6863648
unknown,0.111746032,1324.291992,514.5391538
unknown,0.126984127,1711.889648,295.1575605
unknown,0.111746032,753.6621094,237.4384211
unknown,0.121904762,1302.758789,460.4295649
unknown,0.126984127,807.4951172,518.2011511
unknown,0.126984127,1055.126953,589.0047048
unknown,0.126984127,1291.992188,489.6837284
unknown,0.126984127,1765.722656,426.5029742
unknown,0.137142857,861.328125,422.0655424
unknown,0.137142857,1733.422852,442.9524496
unknown,0.116825397,1453.491211,618.5283141
unknown,0.106666667,1431.958008,243.3316248
unknown,0.106666667,1776.489258,211.4612805
unknown,0.121904762,1291.992188,627.6229428
unknown,0.132063492,1464.257813,359.6394168
unknown,0.121904762,1055.126953,775.0054633
unknown,0.126984127,1442.724609,441.5386942
unknown,0.121904762,990.5273438,546.7730521
unknown,0.116825397,979.7607422,584.9128312
unknown,0.126984127,1410.424805,672.2583814
unknown,0.111746032,1033.59375,552.9822166
unknown,0.121904762,290.6982422,495.5364969
unknown,0.121904762,1744.189453,425.1754258
unknown,0.116825397,2034.887695,397.0239931
unknown,0.132063492,1108.959961,485.3010709
unknown,0.132063492,1291.992188,455.5490376
unknown,0.132063492,1819.555664,360.1467103
unknown,0.132063492,1496.557617,448.909195
unknown,0.132063492,1690.356445,307.7997067
unknown,0.111746032,1378.125,568.6729153
unknown,0.111746032,775.1953125,473.3902859
unknown,0.137142857,1571.923828,345.4894859
unknown,0.126984127,2164.086914,335.7288446
unknown,0.111746032,1173.55957,554.3123648
unknown,0.096507937,1819.555664,232.550966
unknown,0.121904762,1894.921875,320.2126271
unknown,0.121904762,1625.756836,456.7318504
unknown,0.116825397,1367.358398,406.3396558
unknown,0.132063492,1410.424805,297.8120913
unknown,0.126984127,1981.054688,348.9344011
unknown,0.116825397,1948.754883,221.5921097
unknown,0.111746032,968.9941406,647.7634145
unknown,0.137142857,1851.855469,359.5781078
unknown,0.126984127,1830.322266,393.0260056
unknown,0.101587302,1162.792969,457.5925646
unknown,0.126984127,936.6943359,664.8427045
unknown,0.101587302,1378.125,236.5074804
unknown,0.126984127,1378.125,588.7806698
unknown,0.116825397,1453.491211,431.1451036
unknown,0.132063492,1033.59375,538.3829113
unknown,0.106666667,1582.69043,428.8287166
unknown,0.106666667,1119.726563,508.4170108
unknown,0.121904762,1431.958008,595.949805
unknown,0.126984127,1335.058594,396.8707575
unknown,0.137142857,2605.517578,402.3578269
unknown,0.106666667,1012.060547,560.9477753
unknown,0.086349206,1625.756836,388.5582832
unknown,0.111746032,1378.125,518.7201432
unknown,0.121904762,1238.15918,338.8614204
unknown,0.111746032,1367.358398,484.6738749
unknown,0.116825397,1291.992188,427.6817227
unknown,0.137142857,1238.15918,805.8759061
unknown,0.106666667,1098.193359,401.5926743
unknown,0.116825397,1184.326172,468.8164776
unknown,0.126984127,1453.491211,368.4853287
unknown,0.137142857,1550.390625,391.4208786
unknown,0.106666667,1442.724609,337.8978023
unknown,0.126984127,1485.791016,357.9822125
unknown,0.106666667,979.7607422,400.3771174
unknown,0.111746032,1754.956055,375.011896
unknown,0.121904762,1001.293945,513.401064
unknown,0.121904762,2228.686523,520.960703
unknown,0.132063492,1421.191406,527.1990202
unknown,0.116825397,1733.422852,578.9818931
unknown,0.121904762,1345.825195,319.5754213
unknown,0.126984127,2024.121094,299.5337878
unknown,0.126984127,1302.758789,362.1722138
unknown,0.111746032,1065.893555,400.9846985
unknown,0.121904762,1141.259766,527.8991505
unknown,0.126984127,570.6298828,516.5239484
unknown,0.132063492,1571.923828,506.9711966
unknown,0.111746032,979.7607422,592.5669501
unknown,0.121904762,1281.225586,745.0262066
unknown,0.137142857,1259.692383,388.3665991
unknown,0.147301587,990.5273438,624.4891045
unknown,0.111746032,1561.157227,318.5434493
unknown,0.126984127,1475.024414,412.0708301
unknown,0.116825397,1012.060547,471.2041715
unknown,0.137142857,1270.458984,464.1091779
unknown,0.121904762,936.6943359,656.5176134
unknown,0.091428571,904.3945313,499.9317512
unknown,0.121904762,1765.722656,553.2310978
unknown,0.126984127,1001.293945,659.5636827
unknown,0.116825397,1065.893555,580.2630277
unknown,0.096507937,1959.521484,717.1467551
unknown,0.116825397,1571.923828,820.7520543
unknown,0.132063492,1238.15918,589.6406137
unknown,0.132063492,764.4287109,564.1717767
unknown,0.137142857,1593.457031,252.6062239
unknown,0.121904762,1173.55957,510.2802747
unknown,0.121904762,1571.923828,412.2980809
unknown,0.121904762,678.2958984,270.0705124
unknown,0.137142857,839.7949219,568.2783398
unknown,0.126984127,1205.859375,310.2535361
unknown,0.121904762,1291.992188,474.481758
unknown,0.106666667,1238.15918,406.0365727
unknown,0.121904762,839.7949219,868.4392834
unknown,0.121904762,1410.424805,510.2121736
unknown,0.121904762,1044.360352,558.6824015
unknown,0.121904762,689.0625,529.4498871
unknown,0.132063492,861.328125,642.9344403
unknown,0.121904762,710.5957031,423.418087
unknown,0.137142857,1335.058594,600.2868822
unknown,0.137142857,1937.988281,652.7379437
unknown,0.126984127,1528.857422,703.4433119
unknown,0.101587302,1345.825195,446.1023338
unknown,0.147301587,1399.658203,699.0518474
unknown,0.132063492,1012.060547,764.5378395
unknown,0.126984127,904.3945313,641.280065
unknown,0.111746032,1012.060547,600.9411048
unknown,0.126984127,1044.360352,639.9128227
unknown,0.116825397,1291.992188,557.4911278
unknown,0.111746032,1367.358398,498.3317319
unknown,0.137142857,839.7949219,348.8123423
unknown,0.116825397,979.7607422,608.5617687
unknown,0.121904762,1162.792969,553.1307767
unknown,0.111746032,968.9941406,517.1417276
unknown,0.137142857,1550.390625,485.5274579
unknown,0.121904762,1291.992188,358.5713582
unknown,0.121904762,1162.792969,765.7442883
unknown,0.106666667,990.5273438,591.1990509
unknown,0.142222222,1141.259766,663.0999598
unknown,0.126984127,1335.058594,705.9026773
unknown,0.106666667,882.8613281,463.0912178
unknown,0.132063492,1335.058594,163.1664443
unknown,0.121904762,1152.026367,748.4153878
unknown,0.116825397,1184.326172,560.2933971
unknown,0.091428571,1098.193359,276.764808
unknown,0.121904762,1162.792969,528.1229825
unknown,0.111746032,861.328125,-255.8112368
unknown,0.116825397,850.5615234,634.5663176
unknown,0.137142857,1722.65625,496.7242764
unknown,0.132063492,1894.921875,765.1706079
unknown,0.116825397,2024.121094,483.8805122
unknown,0.132063492,1033.59375,628.3192049
unknown,0.126984127,1044.360352,612.3978561
unknown,0.111746032,1162.792969,736.1895277
unknown,0.137142857,1431.958008,785.545863
unknown,0.121904762,1098.193359,623.0904524
unknown,0.142222222,893.6279297,579.0431098
unknown,0.121904762,1302.758789,602.3835577
unknown,0.116825397,1065.893555,710.0130351
unknown,0.106666667,1001.293945,574.8518936
unknown,0.132063492,1076.660156,624.3984498
unknown,0.126984127,1291.992188,342.982359
unknown,0.091428571,775.1953125,307.5428529
unknown,0.091428571,990.5273438,515.9604326
unknown,0.116825397,1496.557617,160.2512371
unknown,0.106666667,764.4287109,616.667139
unknown,0.121904762,1367.358398,536.3680304
unknown,0.147301587,1496.557617,630.5852173
unknown,0.116825397,1119.726563,589.0766184
unknown,0.126984127,1937.988281,408.2631149
unknown,0.132063492,1916.455078,230.4142009
unknown,0.118639456,1324.291992,587.0836576
unknown,0.11755102,1055.126953,553.4266883
unknown,0.133877551,1087.426758,469.1172684
unknown,0.126984127,1248.925781,670.8655494
unknown,0.116825397,1453.491211,131.0186578
unknown,0.121904762,2077.954102,-67.30576346
unknown,0.137142857,1238.15918,430.6105124
unknown,0.127346939,1130.493164,415.0706233
unknown,0.114285714,721.3623047,614.2755535
unknown,0.121904762,1033.59375,524.2317178
unknown,0.132063492,2217.919922,178.5079715
unknown,0.121904762,1098.193359,400.3350753
unknown,0.137142857,1431.958008,607.9208397
unknown,0.097959184,839.7949219,715.5665183
unknown,0.137142857,904.3945313,461.2958444
unknown,0.116825397,807.4951172,444.3960708
unknown,0.111746032,1948.754883,773.9433094
unknown,0.121904762,1238.15918,44.49432112
unknown,0.112834467,990.5273438,428.3140723
unknown,0.142222222,1291.992188,449.8279697
unknown,0.126984127,1819.555664,611.9455735
unknown,0.120816327,635.2294922,586.6456701
unknown,0.132063492,1593.457031,553.2558634
unknown,0.121904762,1604.223633,431.1230885
unknown,0.121904762,796.7285156,513.9719003
unknown,0.126984127,1776.489258,449.9560374
unknown,0.142222222,818.2617188,539.5962413
unknown,0.121904762,1302.758789,621.1710933
unknown,0.116825397,1259.692383,483.9540975
unknown,0.107755102,1065.893555,615.1815648
unknown,0.104489796,979.7607422,410.2213026
unknown,0.126984127,1787.255859,360.4445057
unknown,0.142222222,1431.958008,406.7585091
unknown,0.132063492,1754.956055,437.9812701
unknown,0.130612245,1195.092773,586.351109
unknown,0.091428571,936.6943359,208.2401629
unknown,0.121904762,1162.792969,550.6950566
unknown,0.132063492,1464.257813,477.3326121
unknown,0.116825397,1205.859375,353.8209481
unknown,0.126984127,839.7949219,230.2854892
unknown,0.121904762,1830.322266,380.7906716
unknown,0.137142857,1356.591797,504.9129899
unknown,0.132063492,1162.792969,444.6069648
unknown,0.126984127,1345.825195,610.80871
unknown,0.147301587,1367.358398,312.9373837
unknown,0.137142857,1184.326172,475.0573465
unknown,0.111746032,1227.392578,509.3889127
unknown,0.116825397,1701.123047,381.8022379
unknown,0.132063492,1765.722656,-4.953551021
unknown,0.121904762,1205.859375,517.3812582
unknown,0.162539683,1001.293945,-529.1926305
unknown,0.126984127,1227.392578,677.3510211
unknown,0.126984127,1324.291992,506.1593402
unknown,0.132063492,1475.024414,418.4624831
unknown,0.107755102,721.3623047,630.8465184
unknown,0.11755102,1012.060547,421.1703946
unknown,0.127346939,936.6943359,570.1973049
unknown,0.11755102,1335.058594,540.4692567
unknown,0.132063492,1787.255859,-280.2181428
unknown,0.111746032,1162.792969,472.6034103
unknown,0.128435374,1238.15918,412.2831669
unknown,0.140408163,1065.893555,648.884019
unknown,0.116825397,1496.557617,343.7680252
unknown,0.114285714,689.0625,384.1325476
unknown,0.124081633,1001.293945,557.5790546
unknown,0.116825397,753.6621094,503.1859301
unknown,0.111746032,893.6279297,630.3663224
unknown,0.114285714,506.0302734,492.8307741
unknown,0.137142857,1496.557617,155.6763305
unknown,0.121904762,1087.426758,144.9518452
unknown,0.116825397,1507.324219,698.5606931
unknown,0.130612245,1335.058594,658.8267418
unknown,0.116825397,592.1630859,416.393455
unknown,0.137142857,1507.324219,477.5170686
unknown,0.10122449,1044.360352,643.0513384
unknown,0.107755102,936.6943359,487.5364133
unknown,0.114285714,850.5615234,534.2502479
unknown,0.098684807,904.3945313,483.3070005
unknown,0.120816327,1281.225586,461.0614276
unknown,0.097959184,947.4609375,206.4510437
unknown,0.107755102,1130.493164,623.2721817
unknown,0.107755102,1313.525391,645.0270478
unknown,0.114285714,1130.493164,562.4622672
unknown,0.111020408,1130.493164,476.0906638
unknown,0.091428571,1431.958008,-268.5597827
unknown,0.11755102,1012.060547,427.7435516
unknown,0.107755102,990.5273438,457.4464901
unknown,0.10122449,1076.660156,495.9397491
unknown,0.091428571,1367.358398,438.590355
unknown,0.104489796,904.3945313,596.3134439
unknown,0.111020408,1270.458984,432.5270489
unknown,0.133514739,1399.658203,483.8296019
unknown,0.114285714,613.6962891,497.3614188
unknown,0.127709751,1345.825195,349.2543592
unknown,0.097959184,925.9277344,461.5265778
unknown,0.121904762,1205.859375,530.7383121
unknown,0.111020408,1098.193359,344.9712566
unknown,0.097959184,1076.660156,601.8440894
unknown,0.107755102,1690.356445,530.0046309
unknown,0.11755102,1012.060547,634.3306876
unknown,0.10122449,1033.59375,352.2122421
unknown,0.133514739,1410.424805,345.5272214
unknown,0.10122449,1798.022461,659.4271455
unknown,0.114285714,958.2275391,447.1402816
unknown,0.104489796,1270.458984,504.7116635
unknown,0.10122449,1367.358398,519.1228364
unknown,0.114285714,1421.191406,548.3520799
unknown,0.111020408,613.6962891,597.8535442
unknown,0.114285714,1238.15918,481.3400728
unknown,0.091428571,1205.859375,465.9300178
unknown,0.121904762,1141.259766,456.2236712
unknown,0.116099773,1819.555664,371.4110781
unknown,0.133514739,1658.056641,426.1049277
unknown,0.11755102,1141.259766,420.4234464
unknown,0.133514739,1098.193359,491.2817761
unknown,0.133514739,968.9941406,518.7236639
unknown,0.111020408,1248.925781,564.5734524
unknown,0.137142857,1119.726563,634.69269
unknown,0.114285714,1055.126953,604.7522171
unknown,0.120816327,1033.59375,566.2368417
unknown,0.11755102,1012.060547,632.5970175
unknown,0.121904762,947.4609375,245.501113
unknown,0.097959184,936.6943359,477.3269859
unknown,0.111020408,839.7949219,625.5730187
unknown,0.11755102,1098.193359,524.138996
unknown,0.10122449,1098.193359,357.7978527
unknown,0.127709751,947.4609375,507.9057787
unknown,0.11755102,1205.859375,661.546897
unknown,0.114285714,1076.660156,463.3252252
unknown,0.097959184,882.8613281,593.9544962
unknown,0.121904762,1636.523438,529.0234203
unknown,0.121904762,1205.859375,238.8788808
unknown,0.133514739,1001.293945,558.560564
unknown,0.114285714,1281.225586,497.9758649
unknown,0.084897959,1022.827148,637.907831
unknown,0.107755102,1022.827148,556.3295257
unknown,0.127709751,796.7285156,634.6614797
unknown,0.107755102,1561.157227,651.0475572
unknown,0.111020408,1313.525391,466.3297785
unknown,0.121904762,2002.587891,416.634646
unknown,0.11755102,635.2294922,549.0008148
unknown,0.120816327,1378.125,689.3115043
unknown,0.10122449,1141.259766,504.0281618
unknown,0.130612245,1367.358398,563.5874873
