prog,category,duration_scaled,frequency_change_scaled,direction_scaled
3251,unknown,0.517006804,3345.336914,-1199.518057
3252,unknown,0.625850339,3287.658691,-927.9524895
3253,unknown,0.571428571,3172.302246,-1261.728853
3254,unknown,0.501457727,2076.416016,-1080.827206
3255,unknown,0.559766764,3249.206543,-833.9979173
3256,unknown,0.524781341,3345.336914,-1196.77687
3257,unknown,0.548104957,4479.675293,-1070.058631
3258,unknown,0.520894071,3287.658691,-1153.740304
3259,unknown,0.590864918,1672.668457,-1324.017127
3260,unknown,0.539682539,3345.336914,-1033.405015
3261,unknown,0.167800454,4114.379882,-204.008298
3262,unknown,0.281179138,5229.492188,-876.2133295
3263,unknown,0.60770975,3902.893066,-847.3533077
3264,unknown,0.57596372,3364.562988,-1107.347731
3265,unknown,0.526077098,4306.640625,-819.1481579
3266,unknown,0.603174604,2057.189941,-1407.477711
3267,unknown,0.503401361,2903.137207,-1245.77049
3268,unknown,0.199546486,3691.40625,121.071409
3269,unknown,0.571428571,4537.353516,-1098.137181
3270,unknown,0.453514739,3979.797363,-719.2691334
3271,unknown,0.653061225,4768.066407,27.42902818
3272,unknown,0.580498866,2807.006836,-791.246207
3273,unknown,0.39909297,4614.257813,-112.1111149
3274,unknown,0.195011338,4018.249513,-490.2626714
3275,unknown,0.199546486,3614.501954,582.8157629
3276,unknown,0.58632977,2422.485352,-738.5142005
3277,unknown,0.589569161,2633.972168,-1275.787798
3278,unknown,0.344671202,2903.137207,-35.93883771
3279,unknown,0.476190477,4825.744629,-543.7208593
3280,unknown,0.544217688,2460.9375,-700.5989668
3281,unknown,0.362811791,884.3994141,-449.4099934
3282,unknown,0.34920635,961.3037109,-345.2457518
3283,unknown,0.503401361,1192.016602,-603.8726904
3284,unknown,0.603174604,2941.589355,-1377.758468
3285,unknown,0.566893423,2787.780763,-1223.43407
3286,unknown,0.321995464,4864.196777,-878.049113
3287,unknown,0.276643991,4421.99707,-827.8838204
3288,unknown,0.562358277,2807.006836,-1349.061544
3289,unknown,0.231292518,4056.701661,-898.063722
3290,unknown,0.308390023,4941.101075,-672.447092
3291,unknown,0.385487529,4671.936036,-174.4631677
3292,unknown,0.258503402,2480.163575,-1077.670933
3293,unknown,0.557823129,1826.47705,-1447.930994
3294,unknown,0.517006804,2768.554688,-1017.635613
3295,unknown,0.566893423,5344.848632,-764.5230525
3296,unknown,0.190476191,3672.180175,571.3677702
3297,unknown,0.458049888,1095.886231,-434.026615
3298,unknown,0.163265305,4441.223145,456.7248661
3299,unknown,0.540978296,2191.772461,-1182.332425
3300,unknown,0.598639455,1538.085938,-835.2713518
3301,unknown,0.566893423,1768.798828,-1441.545006
3302,unknown,0.267573696,3479.919434,-793.8946045
3303,unknown,0.548104957,1884.155273,-1099.702895
3304,unknown,0.594104309,5075.683595,-233.6034248
3305,unknown,0.299319729,4844.970704,-909.1705073
3306,unknown,0.621315193,2864.685059,-835.3948895
3307,unknown,0.235827664,3922.119141,-857.0580104
3308,unknown,0.639455782,2576.293945,-1183.650118
3309,unknown,0.358276645,2941.589355,-163.3873185
3310,unknown,0.448979591,1076.660156,-846.758238
3311,unknown,0.181405896,4075.927734,10.82739637
3312,unknown,0.244897959,3460.693359,-532.101323
3313,unknown,0.616780045,2249.450684,-1299.229741
3314,unknown,0.512471655,3056.9458,-1020.749698
3315,unknown,0.566893423,2268.676757,-1208.115296
3316,unknown,0.498866213,2095.642089,-1458.191189
3317,unknown,0.526077098,2191.772461,-968.042113
3318,unknown,0.57596372,2037.963868,-1329.174695
3319,unknown,0.571428571,2307.128907,-1484.751018
3320,unknown,0.163265305,1557.312012,304.192067
3321,unknown,0.163265305,3326.110839,644.0329295
3322,unknown,0.172335602,2807.006836,195.7315598
3323,unknown,0.185941043,4402.770996,264.0274704
3324,unknown,0.190476191,4210.510254,479.0501304
3325,unknown,0.190476191,3941.345214,305.7246855
3326,unknown,0.419637735,3934.782096,-395.8543175
3327,unknown,0.524547169,4280.697006,212.2486809
3328,unknown,0.209818867,2810.558641,606.1845112
3329,unknown,0.419637735,3264.57196,-424.3386576
3330,unknown,0.445865092,2961.896414,-668.3012697
3331,unknown,0.37592547,3956.401779,-362.4062343
3332,unknown,0.131136791,4237.457643,-87.1587245
3333,unknown,0.428380187,3415.909733,-313.8235
3334,unknown,0.201076414,2940.276733,306.819598
3335,unknown,0.349698112,3934.782096,-73.41711036
3336,unknown,0.192333962,3502.38846,469.6086689
3337,unknown,0.271016036,4302.316689,209.5877659
3338,unknown,0.410895281,3869.923052,151.7249049
3339,unknown,0.480834904,3869.923052,-658.8875693
3340,unknown,0.393410376,3134.853869,-582.280038
3341,unknown,0.253531131,3891.542733,-272.2299271
3342,unknown,0.358440564,3696.965596,-214.8928468
3343,unknown,0.218561319,3113.234187,714.6634145
3344,unknown,0.288500942,3632.106552,-5.623854498
3345,unknown,0.209818867,3178.093233,585.9316906
3346,unknown,0.332213207,4237.457643,321.0465966
3347,unknown,0.472092452,4367.175735,-84.71038882
3348,unknown,0.201076414,3610.486869,-122.2157877
3349,unknown,0.192333962,3372.670369,899.6366056
3350,unknown,0.192333962,3199.712914,836.71766
3351,unknown,0.498319809,3978.021462,-461.7250251
3352,unknown,0.410895281,3567.247506,-728.6824659
3353,unknown,0.157364151,2810.558641,193.5168825
3354,unknown,0.349698112,3675.345916,-326.6173149
3355,unknown,0.393410376,3567.247506,-403.9138129
3356,unknown,0.131136791,4194.218279,-27.22732293
3357,unknown,0.445865092,3740.20496,-710.2175518
3358,unknown,0.349698112,3956.401779,186.1527425
3359,unknown,0.445865092,3869.923052,-136.1646014
3360,unknown,0.402152829,3134.853869,-359.6137853
3361,unknown,0.393410376,4194.218279,121.0540933
3362,unknown,0.454607546,4259.077325,-214.9017815
3363,unknown,0.466264149,2897.037367,-222.268889
3364,unknown,0.472092452,3675.345916,-274.4183976
3365,unknown,0.480834904,4259.077325,-89.67428014
3366,unknown,0.384667924,3524.008143,-585.9680906
3367,unknown,0.428380187,2788.93896,-88.13924277
3368,unknown,0.358440564,3696.965596,-516.0304245
3369,unknown,0.384667924,3848.303369,-273.6496958
3370,unknown,0.428380187,4237.457643,13.13442325
3371,unknown,0.410895281,3740.20496,-696.6310904
3372,unknown,0.472092452,4215.837962,563.7577813
3373,unknown,0.367183018,3783.444323,-558.4669655
3374,unknown,0.454607546,3696.965596,-649.1306251
3375,unknown,0.463349998,2983.516096,-625.4264819
3376,unknown,0.422551886,3459.149096,-597.2751432
3377,unknown,0.349698112,4107.739552,-13.80003792
3378,unknown,0.400695753,2983.516096,-1083.273193
3379,unknown,0.415266508,3091.614504,-934.2609835
3380,unknown,0.445865092,3286.191643,-407.3121193
3381,unknown,0.451693396,3502.38846,-292.6687414
3382,unknown,0.340955659,3869.923052,-398.173338
3383,unknown,0.332213207,3632.106552,-135.3680258
3384,unknown,0.349698112,3610.486869,-140.2457398
3385,unknown,0.393410376,3632.106552,-491.4308536
3386,unknown,0.444408018,3415.909733,-365.5190078
3387,unknown,0.437122641,3869.923052,-57.32849657
3388,unknown,0.349698112,4150.978916,-54.25706386
3389,unknown,0.364268867,3394.29005,-652.1400418
3390,unknown,0.402152829,2702.460231,-782.0517398
3391,unknown,0.378839622,3805.064006,-68.31906691
3392,unknown,0.472092452,3934.782096,-54.81883624
3393,unknown,0.473549526,4432.034779,-361.0389106
3394,unknown,0.437122641,3610.486869,-341.7854697
3395,unknown,0.489577357,4367.175735,-36.96532026
3396,unknown,0.335127357,4367.175735,-234.4281157
3397,unknown,0.211275944,2832.178323,-230.2769604
3398,unknown,0.400695753,3632.106552,-922.5439444
3399,unknown,0.240417452,2983.516096,-426.4366823
3400,unknown,0.397781602,3913.162416,-677.497543
3401,unknown,0.305985847,3696.965596,-677.0438434
3402,unknown,0.254988207,2248.446914,-431.1238936
3403,unknown,0.393410376,3978.021462,-672.4301347
3404,unknown,0.233132074,3372.670369,-407.4499906
3405,unknown,0.225846697,2356.545321,-742.1171695
3406,unknown,0.345326886,4367.175735,-656.9682809
3407,unknown,0.32784198,3113.234187,-714.7385504
3408,unknown,0.407981131,4259.077325,-472.9484614
3409,unknown,0.160278301,2486.263414,38.82215289
3410,unknown,0.397781602,2853.798004,-811.9258952
3411,unknown,0.203990566,2745.699594,-176.4751795
3412,unknown,0.35698349,3956.401779,321.0189697
3413,unknown,0.384667924,3480.768779,-819.4235821
3414,unknown,0.254988207,3480.768779,-187.0432283
3415,unknown,0.145707546,3199.712914,-463.6424386
3416,unknown,0.233132074,3242.952277,-317.5583299
3417,unknown,0.233132074,2248.446914,-600.2803108
3418,unknown,0.342412735,3653.726233,-280.757399
3419,unknown,0.189419811,3567.247506,99.91479787
3420,unknown,0.340955659,4367.175735,-1351.655516
3421,unknown,0.218561319,3221.332596,340.7616998
3422,unknown,0.349698112,4280.697006,55.91995737
3423,unknown,0.349698112,3826.683689,-881.2594237
3424,unknown,0.419637735,3567.247506,-593.6174074
3425,unknown,0.240417452,2659.220867,-860.8867227
3426,unknown,0.211275944,2594.361823,-566.8930398
3427,unknown,0.152992924,3826.683689,-59.16591914
3428,unknown,0.371554245,3761.824643,-566.933046
3429,unknown,0.240417452,2853.798004,-320.2029145
3430,unknown,0.196705189,2918.65705,-474.6901815
3431,unknown,0.415266508,3805.064006,-526.5386319
3432,unknown,0.371554245,3199.712914,-805.9638129
3433,unknown,0.288500942,3286.191643,-584.2957329
3434,unknown,0.35698349,3761.824643,-670.4807876
3435,unknown,0.349698112,2961.896414,-982.5731831
3436,unknown,0.332213207,4475.274143,-597.6338779
3437,unknown,0.437122641,1491.758048,-790.8003486
3438,unknown,0.29870047,3459.149096,-856.9001643
3439,unknown,0.314728301,3437.529414,-1175.055916
3440,unknown,0.389039151,4453.654462,-909.8680542
3441,unknown,0.384667924,2248.446914,-516.345809
3442,unknown,0.332213207,3588.867187,-575.3042046
3443,unknown,0.407981131,1837.672957,-1086.421121
3444,unknown,0.367183018,4215.837962,-1027.202538
3445,unknown,0.305985847,4994.146508,-1014.591034
3446,unknown,0.37592547,1210.702184,-679.7885924
3447,unknown,0.371554245,4064.500189,-960.5657104
3448,unknown,0.349698112,1945.771367,-676.5092225
3449,unknown,0.288500942,1448.518684,-1020.410104
3450,unknown,0.444408018,929.6463197,-272.5668098
3451,unknown,0.313271225,3437.529414,-1278.141366
3452,unknown,0.389039151,1513.37773,-559.6906209
3453,unknown,0.502691036,778.3085468,-445.4954345
3454,unknown,0.397781602,3221.332596,-1059.730256
3455,unknown,0.32784198,3740.20496,-382.7930247
3456,unknown,0.32784198,4907.667781,-1441.633177
3457,unknown,0.499048347,3524.008143,-466.590858
3458,unknown,0.380296697,3869.923052,-378.1876273
3459,unknown,0.340955659,3761.824643,-1330.175258
3460,unknown,0.301614622,4669.851281,-1255.629742
3461,unknown,0.37592547,2572.742141,-838.6011074
3462,unknown,0.424008962,5534.638554,-1321.479396
3463,unknown,0.358440564,3005.135777,-702.2397687
3464,unknown,0.362811791,3134.853869,-969.6943197
3465,unknown,0.384667924,2594.361823,-1230.603993
3466,unknown,0.382482309,1924.151685,-1300.524864
3467,unknown,0.380296697,3934.782096,-812.7275697
3468,unknown,0.362811791,2745.699594,-977.6141388
3469,unknown,0.323470753,4367.175735,-1484.915117
3470,unknown,0.367911556,3242.952277,-987.6870793
3471,unknown,0.557331365,1037.744729,-319.4579974
3472,unknown,0.601043631,1059.364411,-421.89736
3473,unknown,0.586472876,821.5479104,-428.6689251
3474,unknown,0.499048347,756.6888649,-577.7072922
3475,unknown,0.506333725,908.0266378,-515.8609629
3476,unknown,0.473549526,886.406956,-843.3579313
3477,unknown,0.597400942,994.5053653,-550.9631819
3478,unknown,0.451693396,908.0266378,-898.7910394
3479,unknown,0.644755894,843.1675922,-155.2825328
3480,unknown,0.619257074,864.7872741,-458.6275036
3481,unknown,0.619257074,691.8298193,-331.24624
3482,unknown,0.57190212,886.406956,-64.49462745
3483,unknown,0.52090448,1102.603774,-320.3429253
3484,unknown,0.531832546,735.0691829,-453.1909556
3485,unknown,0.557331365,929.6463197,-382.4848751
3486,unknown,0.480834904,778.3085468,-538.8962962
3487,unknown,0.601043631,670.2101373,-559.9888201
3488,unknown,0.553688677,670.2101373,-672.2928918
3489,unknown,0.644755894,821.5479104,-565.6345787
3490,unknown,0.641113205,756.6888649,-428.9681398
3491,unknown,0.513619102,1210.702184,-490.4058956
3492,unknown,0.619257074,778.3085468,-165.5971971
3493,unknown,0.57190212,929.6463197,-113.7514623
3494,unknown,0.582830187,929.6463197,-617.0867878
3495,unknown,0.506333725,929.6463197,-657.0527169
3496,unknown,0.546403301,1145.843138,-78.13168898
3497,unknown,0.49176297,864.7872741,-753.5032135
3498,unknown,0.539117924,1362.039957,-973.3871871
3499,unknown,0.688468159,951.2660016,-683.3582861
3500,unknown,0.458978773,929.6463197,-370.1951562
3501,unknown,0.469906837,864.7872741,-630.3669104
3502,unknown,0.575544809,1080.984093,-716.7934088
3503,unknown,0.550045988,886.406956,-496.0148367
3504,unknown,0.378839622,3696.965596,-1000.912637
3505,unknown,0.455336084,994.5053653,-731.7467066
3506,unknown,0.637470516,778.3085468,-487.8811299
3507,unknown,0.528189857,929.6463197,-506.4117526
3508,unknown,0.659326649,778.3085468,-574.830945
3509,unknown,0.666612026,691.8298193,-908.4810769
3510,unknown,0.601043631,1513.37773,-669.8098102
3511,unknown,0.65568396,1080.984093,-442.2413273
3512,unknown,0.553688677,691.8298193,-401.5145936
3513,unknown,0.557331365,886.406956,-485.9280627
3514,unknown,0.692110847,648.5904556,-425.434759
3515,unknown,0.309628536,2399.784685,-965.9812797
3516,unknown,0.349698112,3653.726233,-1023.065024
3517,unknown,0.499048347,626.9707737,-224.0057592
3518,unknown,0.619257074,691.8298193,-122.5631221
3519,unknown,0.254988207,2161.968185,-632.8773474
3520,unknown,0.659326649,756.6888649,-100.3981023
3521,unknown,0.214918631,1232.321866,1276.118943
3522,unknown,0.440765329,1686.335185,-706.779061
3523,unknown,0.32784198,3502.38846,-314.2411757
3524,unknown,0.302343159,4410.415098,-1061.574235
3525,unknown,0.324199291,3351.050687,-815.6329361
3526,unknown,0.280487028,2032.250094,544.7053516
3527,unknown,0.207633255,1621.476139,977.1830717
3528,unknown,0.630185141,1989.010731,-150.6472657
3529,unknown,0.611971697,497.2526825,-201.4799508
3530,unknown,0.203990566,1729.574548,506.060645
3531,unknown,0.531832546,367.5345916,33.49498436
3532,unknown,0.506333725,691.8298193,-485.8982566
3533,unknown,0.178491745,3221.332596,1167.673454
3534,unknown,0.32784198,2810.558641,-1138.889192
3535,unknown,0.218561319,1275.561229,1489.331849
3536,unknown,0.568259432,691.8298193,-149.527326
3537,unknown,0.214918631,3286.191643,1148.296436
3538,unknown,0.273201651,1967.391049,-1078.281711
3539,unknown,0.560974054,562.1117281,-397.2955787
3540,unknown,0.331484669,3588.867187,-623.5044335
3541,unknown,0.225846697,1945.771367,444.7831934
3542,unknown,0.575544809,626.9707737,-709.651905
3543,unknown,0.287772406,2010.630412,10.77951985
3544,unknown,0.717609669,605.351092,-244.5069215
3545,unknown,0.455336084,1189.082502,-819.4132163
3546,unknown,0.353340801,3632.106552,-1066.120141
3547,unknown,0.648398582,605.351092,-280.8739434
3548,unknown,0.550045988,562.1117281,-204.0608723
3549,unknown,0.455336084,713.4495012,83.37624942
3550,unknown,0.203990566,4756.330008,778.5618673
3551,unknown,0.502691036,994.5053653,-701.7310359
3552,unknown,0.211275944,2875.417687,1331.699873
3553,unknown,0.360626179,3242.952277,-402.7112171
3554,unknown,0.178491745,2140.348504,1324.564235
3555,unknown,0.16392099,2724.079914,864.2093484
3556,unknown,0.240417452,1340.420275,262.0811108
3557,unknown,0.316913914,1059.364411,-976.8069098
3558,unknown,0.579187498,648.5904556,-441.1230042
3559,unknown,0.364268867,2075.489458,-663.6311968
3560,unknown,0.553688677,1232.321866,-158.926409
3561,unknown,0.200347878,4756.330008,1332.497003
3562,unknown,0.287772406,864.7872741,126.6688491
3563,unknown,0.550045988,691.8298193,-579.0635022
3564,unknown,0.68482547,670.2101373,-307.8873689
3565,unknown,0.196705189,3351.050687,1562.936834
3566,unknown,0.214918631,2940.276733,1529.500134
3567,unknown,0.648398582,626.9707737,-403.1345066
3568,unknown,0.214918631,2832.178323,1183.777208
3569,unknown,0.535475235,1643.095821,-451.9754622
3570,unknown,0.211275944,4691.470962,1022.296079
3571,unknown,0.579187498,562.1117281,-211.6529243
3572,unknown,0.211275944,2226.827231,913.4483446
3573,unknown,0.196705189,5556.258237,871.752695
3574,unknown,0.196705189,4604.992235,1090.736443
3575,unknown,0.517261791,2443.02405,-1004.81553
3576,unknown,0.185777122,2486.263414,1290.382082
3577,unknown,0.196705189,3113.234187,1583.165568
3578,unknown,0.601043631,540.4920464,-240.4740301
3579,unknown,0.316913914,2940.276733,-620.0258871
3580,unknown,0.1930625,2572.742141,1293.889039
3581,unknown,0.57190212,562.1117281,-178.8196114
3582,unknown,0.240417452,518.8723645,837.8748661
3583,unknown,0.509976414,2918.65705,-788.9587853
3584,unknown,0.182134434,2118.728821,646.3549301
3585,unknown,0.273201651,2637.601187,383.7044863
3586,unknown,0.670254715,735.0691829,-242.828204
3587,unknown,0.196705189,3718.585279,1320.201409
3588,unknown,0.57190212,540.4920464,7.089156167
3589,unknown,0.269558962,1534.997411,-780.3244293
3590,unknown,0.200347878,5015.766191,1025.135126
3591,unknown,0.57190212,583.73141,-147.6001101
3592,unknown,0.539117924,605.351092,-357.9373147
3593,unknown,0.269558962,583.73141,-342.3883159
3594,unknown,0.601043631,1167.46282,-337.731848
3595,unknown,0.178491745,2918.65705,750.6447813
3596,unknown,0.320556602,1643.095821,-831.2531709
3597,unknown,0.174849056,2097.109141,1060.939649
3598,unknown,0.200347878,626.9707737,1237.746407
3599,unknown,0.542760612,626.9707737,-359.1772211
3600,unknown,0.531832546,475.6330008,72.85129612
3601,unknown,0.185777122,1772.813912,1459.806854
3602,unknown,0.560974054,626.9707737,183.781485
3603,unknown,0.353340801,3113.234187,-625.531196
3604,unknown,0.244060141,1816.053276,244.8074104
3605,unknown,0.177763207,1902.532003,459.148306
3606,unknown,0.177763207,2918.65705,571.7264514
3607,unknown,0.189419811,1318.800593,1485.509069
3608,unknown,0.166106602,2897.037367,928.4455127
3609,unknown,0.373011319,972.8856833,-422.6109367
3610,unknown,0.214918631,1924.151685,-149.8393228
3611,unknown,0.167563679,2464.643731,-234.1820805
3612,unknown,0.418909197,1318.800593,-784.1079707
3613,unknown,0.378839622,972.8856833,-408.4286886
3614,unknown,0.387582074,994.5053653,-516.1548422
3615,unknown,0.152992924,3026.75546,523.058608
3616,unknown,0.393410376,756.6888649,-583.9329165
3617,unknown,0.273201651,3242.952277,-329.6133598
3618,unknown,0.218561319,2032.250094,870.9625008
3619,unknown,0.396324528,799.9282285,-848.6351335
3620,unknown,0.186505661,2875.417687,594.452694
3621,unknown,0.207633255,3242.952277,1327.638136
3622,unknown,0.560974054,778.3085468,-532.0346376
3623,unknown,0.185777122,1102.603774,694.5134966
3624,unknown,0.123851416,3610.486869,-239.9501695
3625,unknown,0.502691036,1232.321866,-635.7265347
3626,unknown,0.546403301,799.9282285,-682.4253215
3627,unknown,0.160278301,4669.851281,876.2728996
3628,unknown,0.495405659,778.3085468,-541.6259775
3629,unknown,0.167563679,2183.587867,984.3734641
3630,unknown,0.29870047,3091.614504,-662.4630978
3631,unknown,0.174849056,994.5053653,-256.8302217
3632,unknown,0.156635612,5426.540145,575.947796
3633,unknown,0.542760612,1253.941547,-474.844652
3634,unknown,0.404338442,1707.954866,-745.8024076
3635,unknown,0.399238679,1059.364411,-667.5570446
3636,unknown,0.196705189,5231.963008,1734.321349
3637,unknown,0.182134434,1902.532003,870.4040749
3638,unknown,0.127494102,3286.191643,640.2133663
3639,unknown,0.178491745,4150.978916,760.6685412
3640,unknown,0.207633255,994.5053653,1089.844628
3641,unknown,0.489577357,605.351092,-616.850756
3642,unknown,0.200347878,951.2660016,254.7955343
3643,unknown,0.203990566,2291.686277,520.8239382
3644,unknown,0.207633255,1794.433594,1464.3798
3645,unknown,0.183591508,2053.869775,89.46896839
3646,unknown,0.195248112,3005.135777,-432.4886398
3647,unknown,0.195248112,2140.348504,898.2734815
3648,unknown,0.531832546,778.3085468,-613.8326661
3649,unknown,0.37592547,4129.359233,-1275.304633
3650,unknown,0.335127357,3372.670369,-744.9668554
3651,unknown,0.177763207,1664.715503,94.33034845
3652,unknown,0.358440564,3696.965596,-836.3905861
3653,unknown,0.218561319,1059.364411,-114.1402778
3654,unknown,0.225846697,2443.02405,-548.5817104
3655,unknown,0.206904717,1751.19423,-20.05250136
3656,unknown,0.539117924,886.406956,-306.3251763
3657,unknown,0.225846697,691.8298193,935.4508295
3658,unknown,0.477920753,1621.476139,-802.9172376
3659,unknown,0.469906837,756.6888649,-412.1322757
3660,unknown,0.167563679,1102.603774,-130.2107805
3661,unknown,0.214918631,1924.151685,978.5007307
3662,unknown,0.477920753,972.8856833,-620.8058406
3663,unknown,0.192333962,5059.005554,1171.055143
3664,unknown,0.200347878,3632.106552,1602.961234
3665,unknown,0.288500942,1859.292639,-1223.195369
3666,unknown,0.495405659,778.3085468,-841.1838263
3667,unknown,0.499048347,799.9282285,-532.8804074
3668,unknown,0.145707546,2075.489458,1151.129152
3669,unknown,0.1930625,1189.082502,1312.832986
3670,unknown,0.148621697,2118.728821,1032.445275
3671,unknown,0.203990566,2097.109141,1116.908628
3672,unknown,0.177763207,691.8298193,111.2223928
3673,unknown,0.189419811,2832.178323,265.4267795
3674,unknown,0.35698349,2615.981504,-942.0828259
3675,unknown,0.1930625,908.0266378,1149.97512
3676,unknown,0.1930625,713.4495012,829.7687044
3677,unknown,0.128222641,2853.798004,-102.345391
3678,unknown,0.495405659,735.0691829,-446.582539
3679,unknown,0.531832546,735.0691829,-261.8538137
3680,unknown,0.224389622,3761.824643,473.6202333
3681,unknown,0.221475472,2832.178323,559.6588026
3682,unknown,0.180677357,1880.912321,910.1888681
3683,unknown,0.174849056,1037.744729,-48.1614008
3684,unknown,0.169020755,2010.630412,881.6049986
3685,unknown,0.177763207,2832.178323,-316.4447311
3686,unknown,0.433479952,929.6463197,-954.2979958
3687,unknown,0.509976414,3696.965596,-1305.800031
3688,unknown,0.160278301,2205.207548,536.2364026
3689,unknown,0.407981131,1859.292639,-1473.965014
3690,unknown,0.402152829,821.5479104,-775.6697657
3691,unknown,0.180677357,1837.672957,885.7679006
3692,unknown,0.195248112,1902.532003,-232.5729665
3693,unknown,0.451693396,756.6888649,-556.7452273
3694,unknown,0.311814151,3178.093233,-763.9567195
3695,unknown,0.579187498,886.406956,-356.0723769
3696,unknown,0.611971697,1340.420275,-551.7152693
3697,unknown,0.371554245,3891.542733,-728.7075201
3698,unknown,0.568259432,735.0691829,-544.5286494
3699,unknown,0.16392099,2356.545321,-297.980793
3700,unknown,0.477192215,1016.125047,-432.1203422
3701,unknown,0.157364151,1362.039957,-17.34038335
3702,unknown,0.422551886,1362.039957,-851.1941084
3703,unknown,0.604686319,562.1117281,-353.8121345
3704,unknown,0.557331365,929.6463197,-782.1671355
3705,unknown,0.349698112,3178.093233,-289.3207217
3706,unknown,0.224389622,1189.082502,611.3138227
3707,unknown,0.189419811,994.5053653,-597.3098116
3708,unknown,0.429837263,2291.686277,-1618.943246
3709,unknown,0.1930625,3913.162416,-208.4494552
3710,unknown,0.288500942,3545.627823,-293.5524952
3711,unknown,0.180677357,1664.715503,-1177.351463
3712,unknown,0.397053064,4064.500189,-1517.612193
3713,unknown,0.469906837,864.7872741,-619.8432717
3714,unknown,0.230217924,3480.768779,-1674.413739
3715,unknown,0.353340801,540.4920464,-757.0290161
3716,unknown,0.262273584,951.2660016,-627.5276835
3717,unknown,0.273930189,5123.864598,-2305.869516
3718,unknown,0.371554245,3956.401779,-2211.529538
3719,unknown,0.535475235,756.6888649,-344.2801815
3720,unknown,0.455336084,1578.236775,-918.3169853
3721,unknown,0.52090448,821.5479104,-470.80469
3722,unknown,0.448050707,1707.954866,-618.8323046
3723,unknown,0.415266508,2486.263414,-449.722398
3724,unknown,0.171934906,2551.122458,-227.6934181
3725,unknown,0.662969337,648.5904556,-460.5114225
3726,unknown,0.404338442,886.406956,-732.2254193
3727,unknown,0.265916273,3286.191643,-395.1210237
3728,unknown,0.311814151,1902.532003,-885.2458548
3729,unknown,0.211275944,1383.659639,-295.4109661
3730,unknown,0.611971697,1102.603774,-498.4665131
3731,unknown,0.564616743,1059.364411,-562.4493791
3732,unknown,0.535475235,713.4495012,-356.7180462
3733,unknown,0.222204008,1989.010731,222.5162592
3734,unknown,0.227303773,3351.050687,144.3956446
3735,unknown,0.29870047,1859.292639,-1028.083527
3736,unknown,0.335127357,3567.247506,-494.0979365
3737,unknown,0.477192215,864.7872741,-1248.169704
3738,unknown,0.604686319,562.1117281,-373.6673247
3739,unknown,0.314728301,2529.502777,-1051.5956
3740,unknown,0.302343159,2313.305958,-1905.873282
3741,unknown,0.227303773,3567.247506,-624.6071502
3742,unknown,0.236774763,2075.489458,-514.8796594
3743,unknown,0.282672641,1037.744729,-802.5961988
3744,unknown,0.294329245,2940.276733,-317.1694325
3745,unknown,0.177763207,1210.702184,748.4801994
3746,unknown,0.582830187,929.6463197,-484.5917789
3747,unknown,0.611971697,605.351092,-229.2546062
3748,unknown,0.320556602,1729.574548,-1342.570272
3749,unknown,0.236774763,3459.149096,-538.0047655
3750,unknown,0.586472876,1924.151685,-805.8435131
3751,unknown,0.300157546,2075.489458,-618.899
3752,unknown,0.338041508,4129.359233,-1022.510889
3753,unknown,0.342412735,4756.330008,-2270.912139
3754,unknown,0.509976414,994.5053653,-757.539951
3755,unknown,0.619257074,735.0691829,-155.3201899
3756,unknown,0.575544809,583.73141,-84.84712715
3757,unknown,0.535475235,1080.984093,-642.9249438
3758,unknown,0.586472876,908.0266378,-376.495793
3759,unknown,0.343869811,1513.37773,-492.4906906
3760,unknown,0.244788679,4453.654462,-373.6034825
3761,unknown,0.195248112,2053.869775,-285.1906576
3762,unknown,0.437122641,908.0266378,-638.4077317
3763,unknown,0.311814151,2680.84055,-790.5930552
3764,unknown,0.238960378,1513.37773,821.4921759
3765,unknown,0.451693396,1426.899002,-556.7741076
3766,unknown,0.227303773,2767.319277,-1704.374282
3767,unknown,0.163192452,3091.614504,371.8845978
3768,unknown,0.251345518,3653.726233,-261.8933526
3769,unknown,0.542760612,908.0266378,-556.6471478
3770,unknown,0.247702829,518.8723645,-156.1893357
3771,unknown,0.269558962,3329.431006,-188.390075
3772,unknown,0.349698112,4086.119869,-303.0279476
3773,unknown,0.240417452,3826.683689,20.19253171
3774,unknown,0.564616743,626.9707737,-483.2788729
3775,unknown,0.619257074,756.6888649,-260.5005012
3776,unknown,0.637470516,1102.603774,-589.296641
3777,unknown,0.65568396,908.0266378,-660.6447116
3778,unknown,0.673897404,735.0691829,-521.2284118
3779,unknown,0.68482547,1059.364411,-604.8368255
3780,unknown,0.76496462,799.9282285,-643.6358458
3781,unknown,0.65568396,691.8298193,-489.9289771
3782,unknown,0.633827829,821.5479104,-447.9511408
3783,unknown,0.688468159,756.6888649,-800.574248
3784,unknown,0.670254715,821.5479104,-350.5251705
3785,unknown,0.590115564,3264.57196,212.747602
3786,unknown,0.65568396,432.3936371,-135.5208643
3787,unknown,0.708867215,583.73141,-112.5766548
3788,unknown,0.724895044,648.5904556,-600.1229882
3789,unknown,0.677540092,821.5479104,-615.0183151
3790,unknown,0.677540092,756.6888649,-416.0368896
3791,unknown,0.546403301,713.4495012,-109.5033246
3792,unknown,0.611971697,713.4495012,-505.177856
3793,unknown,0.666612026,756.6888649,-337.9248639
3794,unknown,0.670254715,691.8298193,-437.6308173
