category,duration,change,direction
contact,0.29,1819.56,-233.88
contact,0.28,1841.09,-248.34
contact,0.24,1658.06,-197.44
contact,0.24,1830.32,-131.89
contact,0.27,1884.16,-475.73
contact,0.28,1776.49,-164.74
contact,0.31,1937.99,-87.44
contact,0.3,1937.99,-151.42
contact,0.33,1776.49,166.37
contact,0.33,1959.52,-331.73
contact,0.32,1754.96,-405.2
contact,0.37,1604.22,-64.33
contact,0.32,1948.75,-150.25
contact,0.28,1851.86,-51.67
contact,0.32,1776.49,-137.17
contact,0.33,1485.79,-31.64
contact,0.3,1841.09,-392.36
contact,0.32,1851.86,-457.51
contact,0.33,1744.19,-290.56
contact,0.31,1808.79,-302.91
contact,0.28,2088.72,-9.85
contact,0.31,1894.92,-308.76
contact,0.31,1561.16,-57.86
contact,0.26,1937.99,-275.71
contact,0.32,1722.66,8.57
contact,0.34,1830.32,37.17
contact,0.3,1636.52,-671.09
contact,0.31,1604.22,12.73
contact,0.28,1604.22,-148.55
contact,0.33,1884.16,-287.88
contact,0.33,1959.52,-139.4
contact,0.29,1421.19,-482.62
contact,0.27,2024.12,-29.96
contact,0.31,1798.02,-110.77
contact,0.3,1744.19,-315.92
contact,0.31,1916.46,-138.79
contact,0.28,1475.02,-233.87
contact,0.3,1830.32,-309.91
contact,0.35,1754.96,-236.92
contact,0.34,1270.46,-26.41
contact,0.34,1808.79,-145.31
contact,0.35,1970.29,-207.23
contact,0.29,1808.79,-305.65
contact,0.28,1733.42,21.68
contact,0.3,1464.26,-465.9
contact,0.33,1625.76,-5.59
contact,0.33,1302.76,112.38
contact,0.3,1119.73,36.78
contact,0.3,2056.42,-135.94
contact,0.28,1507.32,137.9
contact,0.33,1873.39,-252.15
contact,0.33,1808.79,-207.32
contact,0.31,2088.72,-50.5
contact,0.32,1884.16,-363.98
contact,0.29,1744.19,-239.31
pleasure,0.2,1130.49,135.66
pleasure,0.17,1464.26,420.12
pleasure,0.19,1561.16,25.24
pleasure,0.13,1324.29,178.46
pleasure,0.15,1291.99,93.13
pleasure,0.15,1571.92,148.96
pleasure,0.19,1701.12,414.05
pleasure,0.15,1841.09,279.93
pleasure,0.2,1571.92,226.72
pleasure,0.16,1884.16,-169.47
pleasure,0.17,1076.66,214.96
pleasure,0.2,1496.56,133.67
pleasure,0.17,1711.89,348.92
pleasure,0.15,1378.13,352.23
pleasure,0.21,1539.62,244.43
pleasure,0.21,1270.46,288.83
pleasure,0.17,1141.26,163.6
pleasure,0.19,1690.36,-21.22
pleasure,0.16,1141.26,269.92
pleasure,0.19,1754.96,47.97
pleasure,0.23,1884.16,-32.26
pleasure,0.15,1625.76,250.49
pleasure,0.14,1614.99,250.08
pleasure,0.19,1345.83,544.73
pleasure,0.2,1335.06,223.39
pleasure,0.15,1313.53,203.2
pleasure,0.14,1302.76,368.11
pleasure,0.14,1378.13,320.65
pleasure,0.18,1130.49,179.86
pleasure,0.17,1119.73,414.24
pleasure,0.17,936.69,475.72
pleasure,0.19,1496.56,256.64
pleasure,0.2,1173.56,195.02
pleasure,0.17,1561.16,434.12
pleasure,0.16,1313.53,468.44
pleasure,0.16,1367.36,287.42
pleasure,0.14,1658.06,472.28
pleasure,0.17,1442.72,303.66
pleasure,0.14,1087.43,151.62
pleasure,0.17,1388.89,395.66
contact,0.27,2002.59,-196.74
contact,0.22,1722.66,-163.48
contact,0.23,2045.65,-149.42
contact,0.21,1582.69,-101.58
contact,0.23,1830.32,8.75
contact,0.19,1593.46,-143
contact,0.22,2110.25,-311.04
contact,0.28,1787.26,-65.93
contact,0.26,1841.09,-89.17
contact,0.24,1884.16,-329.17
contact,0.2,2174.85,-230.14
contact,0.18,1518.09,-203.62
contact,0.27,1873.39,-204.82
contact,0.34,1658.06,-233.67
contact,0.31,1571.92,33.21
contact,0.25,1647.29,-342.55
contact,0.27,1518.09,-334.76
contact,0.28,1851.86,-162.88
contact,0.24,2056.42,10.7
contact,0.28,1733.42,123.79
contact,0.23,2034.89,-94.61
contact,0.29,1561.16,-308.31
contact,0.25,2002.59,-80.06
contact,0.24,1722.66,-86.54
contact,0.28,2228.69,-289.44
contact,0.31,1604.22,-200.41
contact,0.27,1571.92,-93.84
contact,0.25,1884.16,-232.06
pleasure,0.15,1259.69,246.43
pleasure,0.12,1248.93,129.24
pleasure,0.14,1248.93,235.29
pleasure,0.12,1227.39,127.64
pleasure,0.14,1475.02,-29.71
pleasure,0.13,1948.75,122.04
pleasure,0.1,1259.69,317.58
pleasure,0.18,1518.09,330.62
pleasure,0.14,1130.49,255.55
pleasure,0.17,1356.59,-3.67
contact,0.28,1765.72,-303.61
contact,0.24,1722.66,-544.17
contact,0.29,646,-504.11
contact,0.28,2034.89,-104.91
contact,0.28,2099.49,73.38
contact,0.26,1862.62,-246.64
contact,0.29,1916.46,-177.21
contact,0.29,1754.96,-134.12
contact,0.24,2336.35,-245.18
contact,0.28,1916.46,-272.55
contact,0.27,2131.79,-93.36
contact,0.28,1873.39,-144.48
contact,0.29,2002.59,-132.53
contact,0.28,1302.76,-295.76
contact,0.28,1927.22,-400.72
contact,0.36,1937.99,-678.45
contact,0.31,2099.49,-513.02
contact,0.34,2099.49,-557.88
contact,0.3,2013.35,-445.17
contact,0.33,2121.02,-695.49
contact,0.36,2077.95,-312.15
contact,0.35,2024.12,-499.38
contact,0.35,1981.05,-640.67
contact,0.34,2013.35,-474.92
contact,0.36,1927.22,-362.84
contact,0.37,2304.05,-378.46
contact,0.35,1991.82,-442.79
contact,0.34,2153.32,-278.2
contact,0.29,2239.45,-471.65
contact,0.33,1981.05,-364.64
contact,0.37,2045.65,-572.54
contact,0.33,1819.56,-659.07
contact,0.36,2056.42,-470.63
contact,0.36,2153.32,-278.03
contact,0.32,1948.75,-669.56
contact,0.27,1647.29,-540
contact,0.32,2088.72,-396.08
contact,0.38,1841.09,-714.89
contact,0.33,2282.52,-494.21
contact,0.33,2271.75,-182.08
contact,0.34,1884.16,-719.25
contact,0.37,1754.96,-636.09
contact,0.33,1916.46,-762.42
contact,0.32,2207.15,-481.28
contact,0.29,2142.55,-473.13
contact,0.34,2067.19,-651.36
contact,0.33,1981.05,-693.35
contact,0.35,1981.05,-458.38
contact,0.34,2110.25,-599.35
contact,0.31,2142.55,-581.2
pleasure,0.17,1227.39,-44.66
pleasure,0.16,882.86,59.21
pleasure,0.18,1227.39,276.34
pleasure,0.2,947.46,-47.8
pleasure,0.16,904.39,17.83
pleasure,0.15,850.56,142.13
pleasure,0.16,1399.66,-40.58
pleasure,0.14,1098.19,195.73
pleasure,0.17,1033.59,233.81
pleasure,0.2,1087.43,233.66
pleasure,0.16,1001.29,248.83
pleasure,0.18,1108.96,195.39
pleasure,0.16,1098.19,43.8
pleasure,0.2,925.93,323.45
