N,category,duration,minimum,maximum,frequency_range,direction,centroid,mel,tonnetz,zerocross
902,C,0.384580499,2077.954102,4403.540039,2325.585938,-846.1309102,3853.056549,-328.1342,-0.028990815,0.181640625
903,C,0.428117914,1604.223633,4285.107422,2680.883789,-856.1924911,3550.529703,-384.49673,-0.011424695,0.166503906
904,C,0.420861678,1614.990234,4511.206055,2896.21582,-714.5809924,3635.850564,-355.93784,0.008956233,0.168457031
905,C,0.379501134,3445.3125,4123.608398,678.2958984,-693.8139254,3781.724467,-296.60245,-0.028575446,0.1796875
906,C,0.417959184,1571.923828,4382.006836,2810.083008,-432.1977323,3513.361023,-384.60532,-0.068563999,0.172363281
907,C,0.397641723,3789.84375,4328.173828,538.3300781,-1278.87624,4004.739587,-345.01266,0.061315408,0.173828125
908,C,0.420861678,1744.189453,4543.505859,2799.316406,-973.9354549,3649.748741,-389.02112,-0.107394282,0.1796875
909,C,0.459319728,1905.688477,4274.34082,2368.652344,-588.7548314,3667.157925,-348.74472,0.129747739,0.166503906
910,C,0.439002268,3133.081055,4500.439453,1367.358398,-1118.222703,4001.678098,-345.91605,0.033383485,0.187988281
911,C,0.315646259,1475.024414,4102.075195,2627.050781,-339.5335665,3405.273383,-355.08722,0.064192537,0.162109375
912,C,0.366439909,1830.322266,4489.672852,2659.350586,-1075.048465,3850.25685,-306.72226,0.043505825,0.185546875
913,C,0.290249433,2131.787109,4748.071289,2616.28418,-1231.086156,4035.565231,-345.03293,0.103661402,0.1953125
914,C,0.362811791,1582.69043,4026.708984,2444.018555,-393.2858186,3337.39081,-381.1409,-0.073106403,0.160644531
915,C,0.355555556,1722.65625,4274.34082,2551.68457,-677.2259338,3557.114275,-411.44373,0.064320157,0.179199219
916,P,0.189387755,1571.923828,3499.145508,1927.22168,-455.5378209,3017.566268,-421.1084,0.120150687,0.1484375
917,P,0.215510204,1421.191406,3929.80957,2508.618164,-377.5516779,2948.160967,-398.8589,-0.084195772,0.145507813
918,P,0.052244898,1367.358398,4231.274414,2863.916016,-139.0996289,2635.882393,-465.93695,0.050299094,0.101074219
919,P,0.228571429,1518.09082,3348.413086,1830.322266,-451.7659402,2994.530283,-372.38467,0.140185111,0.149902344
920,P,0.228571429,1658.056641,3305.34668,1647.290039,-189.589143,2907.879684,-447.20956,-0.027015702,0.133300781
921,P,0.215510204,1647.290039,3111.547852,1464.257813,-301.755453,2753.554553,-523.29736,0.09508101,0.132324219
922,P,0.208979592,1561.157227,3897.509766,2336.352539,-612.0409436,3178.743223,-411.62842,0.040252407,0.161132813
923,P,0.215510204,1421.191406,3951.342773,2530.151367,-249.5668751,2849.736227,-450.19577,0.089780612,0.130859375
924,P,0.176326531,1442.724609,3359.179688,1916.455078,120.2038075,2680.338122,-417.551,0.084173307,0.127929688
925,P,0.195918367,1582.69043,3951.342773,2368.652344,-220.5653793,2765.781788,-421.0113,0.105348585,0.125488281
926,P,0.20244898,1561.157227,3423.779297,1862.62207,-300.430299,2845.345771,-429.10828,0.05942576,0.145996094
927,P,0.223492063,1722.65625,3025.415039,1302.758789,-136.792341,2763.180702,-500.3712,0.030910325,0.129882813
928,P,0.211156463,1776.489258,5157.202148,3380.712891,-431.7287493,2980.805759,-388.11234,0.108578988,0.129394531
929,P,0.200997732,1485.791016,3391.479492,1905.688477,-224.5656177,2843.759078,-399.6638,0.071211654,0.137207031
930,P,0.195918367,1819.555664,3456.079102,1636.523438,-431.2505847,3117.644493,-318.84442,0.125833692,0.15234375
931,P,0.248163265,1593.457031,4242.041016,2648.583984,-811.8904624,3456.634146,-396.12567,-0.039904171,0.165039063
932,P,0.163265306,1507.324219,3552.978516,2045.654297,9.565516455,2812.523893,-368.87375,0.130479966,0.121582031
933,P,0.175238095,1378.125,3843.676758,2465.551758,-546.7479453,3021.268872,-408.47775,0.028363388,0.161621094
934,P,0.162539683,2013.354492,4995.703125,2982.348633,-351.9834791,2901.37658,-369.41675,0.117623499,0.123046875
935,P,0.12952381,2034.887695,4242.041016,2207.15332,-843.8893079,3633.844922,-335.2749,0.098470666,0.178222656
936,P,0.238730159,1873.388672,3219.213867,1345.825195,-323.6613355,2887.368835,-402.34085,0.009467805,0.12890625
937,P,0.210068027,2497.851563,3348.413086,850.5615234,-545.1140094,3100.987096,-468.45267,0.006400733,0.146484375
938,P,0.227482993,2217.919922,3176.147461,958.2275391,-355.4367365,3022.490961,-300.95294,0.012309784,0.140625
939,P,0.162539683,2357.885742,3003.881836,645.9960938,-197.7965504,2867.494132,-289.95276,-0.144607136,0.133300781
940,P,0.115918367,1442.724609,4629.638672,3186.914063,-379.1216179,2953.503502,-386.66483,-0.031576688,0.118652344
941,P,0.068571429,1571.923828,4586.572266,3014.648438,3.908967135,2909.321062,-430.39267,0.154526731,0.128417969
942,P,0.089795918,1453.491211,4974.169922,3520.678711,-242.3099,3112.237706,-314.68622,-0.189760655,0.1328125
943,P,0.08,1571.923828,4091.308594,2519.384766,117.3403957,2750.917072,-354.98734,0.028239092,0.124511719
944,P,0.08,1399.658203,4651.171875,3251.513672,-285.3592196,3081.496286,-320.67557,0.007654036,0.127441406
945,P,0.126984127,1442.724609,4371.240234,2928.515625,-107.9382201,2759.632168,-465.34653,-0.113906519,0.111816406
946,P,0.097959184,1345.825195,3789.84375,2444.018555,-144.1433475,2537.963074,-396.49432,-0.021386631,0.12109375
947,P,0.094693878,1679.589844,4446.606445,2767.016602,-461.1944159,3150.561886,-441.1931,-0.041522375,0.146484375
948,P,0.140408163,1410.424805,4123.608398,2713.183594,-457.4048135,2916.375487,-413.8906,0.003928759,0.14453125
949,P,0.052244898,1367.358398,4220.507813,2853.149414,252.3509115,2654.570382,-297.2353,-0.120311502,0.135253906
950,P,0.093061224,1485.791016,4618.87207,3133.081055,-230.1188974,2741.304376,-385.90402,-0.004090107,0.119140625
951,P,0.11755102,1798.022461,3273.046875,1475.024414,-14.91526998,2757.155586,-420.88165,-0.058824522,0.129882813
952,P,0.133877551,1636.523438,4446.606445,2810.083008,-155.6107782,2744.512022,-401.17786,-0.021257163,0.123535156
953,P,0.096326531,1421.191406,3746.777344,2325.585938,-97.66792351,2822.83383,-316.9235,0.027425271,0.135742188
954,P,0.135510204,1442.724609,3305.34668,1862.62207,-171.407176,2704.009363,-451.48087,0.067138742,0.125976563
955,P,0.109387755,1507.324219,3962.109375,2454.785156,-126.9472694,2633.077209,-370.33603,0.012128289,0.116210938
956,P,0.111020408,1281.225586,3940.576172,2659.350586,164.8694174,2509.674863,-370.51773,-0.037563855,0.1328125
957,P,0.104489796,1345.825195,4252.807617,2906.982422,-64.40649062,2704.126228,-400.50058,0.160973422,0.125488281
958,P,0.171428571,1248.925781,3757.543945,2508.618164,68.12321497,2602.051358,-358.36655,-0.010964888,0.143066406
959,P,0.111020408,1550.390625,3100.78125,1550.390625,19.73222253,2727.994278,-329.41724,0.18373571,0.130859375
960,P,0.094693878,1367.358398,4651.171875,3283.813477,47.87788062,2631.119072,-370.691,-0.011147795,0.116699219
961,P,0.13877551,1291.992188,4521.972656,3229.980469,-7.945098848,2611.539129,-362.08002,-0.020496189,0.107421875
962,P,0.142040816,1528.857422,3283.813477,1754.956055,264.5623387,2788.05512,-354.39365,-0.033903395,0.131835938
963,P,0.156734694,1528.857422,4166.674805,2637.817383,-347.8400486,2904.049701,-444.00223,0.042528428,0.145996094
964,P,0.109387755,1421.191406,4306.640625,2885.449219,-70.65062586,2654.932341,-370.0606,-0.018814777,0.097167969
965,P,0.115918367,1894.921875,4295.874023,2400.952148,75.95792652,2765.624895,-391.3306,0.103226539,0.125
966,P,0.128979592,1507.324219,3337.646484,1830.322266,1.952372221,2657.089057,-408.93256,0.136358752,0.123535156
967,P,0.099591837,1442.724609,3552.978516,2110.253906,90.30219053,2582.706607,-428.12985,-0.00354811,0.133789063
968,P,0.16,1324.291992,4231.274414,2906.982422,-239.4270767,2950.30821,-330.9339,-0.005068034,0.14453125
969,P,0.184489796,1442.724609,3466.845703,2024.121094,-127.8814421,2908.622282,-418.52866,0.081175976,0.146484375
970,P,0.125170068,1604.223633,3337.646484,1733.422852,-183.8294435,2927.22153,-412.6778,0.039063557,0.143554688
971,P,0.15600907,1399.658203,3994.40918,2594.750977,23.4294484,2886.635345,-458.0153,0.062199496,0.142578125
972,P,0.161632653,1453.491211,3779.077148,2325.585938,-234.2015708,3031.024639,-380.15628,-0.069317419,0.147460938
973,P,0.163265306,1399.658203,3552.978516,2153.320313,-259.0218656,2873.874346,-422.6739,-0.05744132,0.150878906
974,P,0.133877551,1614.990234,3757.543945,2142.553711,-286.5591327,3090.772933,-478.91013,-0.062768525,0.153320313
975,P,0.093061224,1981.054688,4188.208008,2207.15332,-25.70287047,2741.998883,-320.55746,0.070059892,0.123046875
976,P,0.199546485,1367.358398,3811.376953,2444.018555,-267.056558,2837.719001,-388.23862,-0.026133124,0.145996094
977,P,0.188662132,2034.887695,3456.079102,1421.191406,-685.5503781,3233.34134,-387.73193,0.12575259,0.145996094
978,P,0.188662132,1367.358398,4414.306641,3046.948242,-215.2294273,2655.261645,-385.93085,-0.015149891,0.106445313
979,P,0.15600907,1356.591797,3800.610352,2444.018555,-185.8661427,2832.658278,-377.55765,0.014375285,0.137695313
980,C,0.34829932,2637.817383,3875.976563,1238.15918,-528.0120265,3412.997492,-363.11874,-0.160244648,0.16015625
981,C,0.377324263,1518.09082,3714.477539,2196.386719,-406.985776,3169.615936,-357.34097,-0.053360313,0.142089844
982,C,0.337414966,1701.123047,3865.209961,2164.086914,-107.9711074,3339.241014,-337.70956,0.128101594,0.157714844
983,C,0.431746032,1937.988281,3843.676758,1905.688477,-853.0895226,3444.966062,-359.66068,0.033243381,0.161621094
984,C,0.312018141,1765.722656,3886.743164,2121.020508,-477.7257121,3442.288936,-334.15097,0.007815573,0.165039063
985,C,0.351927438,2325.585938,4489.672852,2164.086914,-547.4001821,3602.353115,-201.17094,0.075389293,0.1640625
986,C,0.377324263,2034.887695,3714.477539,1679.589844,-731.4526007,3363.762654,-340.14737,0.138060979,0.163085938
987,C,0.380952381,2659.350586,3671.411133,1012.060547,-713.268556,3376.048221,-386.0291,0.068642202,0.15625
988,C,0.409977324,2217.919922,4392.773438,2174.853516,-1085.516152,3637.923309,-225.14987,0.147995419,0.166992188
989,C,0.428117914,2465.551758,3983.642578,1518.09082,-1017.99193,3527.953797,-338.3389,0.020910355,0.16796875
990,C,0.431746032,1604.223633,3972.875977,2368.652344,-735.8020001,3343.294447,-347.2143,-0.00572933,0.16015625
991,C,0.344671202,2939.282227,3972.875977,1033.59375,-492.8027471,3664.288328,-318.00806,-0.023717528,0.16796875
992,C,0.297505669,1367.358398,4328.173828,2960.81543,-2.063650831,2901.873203,-369.14236,0.018045027,0.149414063
993,C,0.402721088,2723.950195,4188.208008,1464.257813,-648.481208,3560.611005,-305.64777,-0.030413945,0.166503906
994,C,0.315646259,2820.849609,3886.743164,1065.893555,-410.3531756,3520.145061,-276.7951,0.229639566,0.165039063
995,C,0.43537415,2433.251953,3940.576172,1507.324219,-984.5943771,3569.451371,-305.93506,-0.143061645,0.171386719
996,C,0.326530612,2465.551758,3832.910156,1367.358398,-287.4331856,3406.343805,-380.61447,0.000013,0.163574219
997,C,0.301133787,2583.984375,4511.206055,1927.22168,-613.3936822,3763.80024,-210.86568,0.034055387,0.169921875
998,C,0.420861678,2239.453125,3994.40918,1754.956055,-665.052755,3446.320251,-355.65344,-0.13263175,0.159667969
999,C,0.41723356,2820.849609,4134.375,1313.525391,-871.0770191,3588.264303,-297.97357,0.074222464,0.165039063
1000,C,0.341043084,2228.686523,4242.041016,2013.354492,-740.3258196,3603.227678,-398.60968,0.102293998,0.16796875
1001,C,0.409977324,2422.485352,3951.342773,1528.857422,-780.1207839,3459.664421,-339.9852,-0.050626596,0.165527344
1002,C,0.319274376,1658.056641,4511.206055,2853.149414,-508.5947572,3472.447106,-370.87216,-0.09229325,0.165527344
1003,C,0.457142857,1991.821289,4102.075195,2110.253906,-834.9406047,3423.085946,-386.34848,0.067624112,0.1640625
1004,C,0.312018141,2476.318359,3897.509766,1421.191406,-470.3757384,3448.487379,-333.0789,0.362014799,0.162109375
1005,C,0.337414966,2863.916016,4231.274414,1367.358398,-621.7478317,3604.346425,-299.31348,0.011770072,0.167480469
1006,C,0.341043084,2627.050781,3768.310547,1141.259766,-521.775034,3468.352118,-393.31943,0.074542507,0.164550781
1007,C,0.333786848,2067.1875,3736.010742,1668.823242,-841.0299207,3478.956561,-294.31674,-0.062367951,0.163574219
1008,C,0.409977324,1808.789063,4134.375,2325.585938,-859.7480357,3486.541253,-341.3545,-0.025833062,0.167480469
1009,C,0.409977324,2099.487305,3875.976563,1776.489258,-731.271859,3486.115138,-385.47073,-0.020408175,0.168457031
1010,C,0.290249433,2077.954102,3897.509766,1819.555664,-435.8107312,3486.173844,-399.9696,0.120552855,0.168457031
1011,C,0.406349206,3229.980469,4026.708984,796.7285156,-1213.462793,3836.528327,-311.14197,0.192252608,0.179199219
1012,C,0.413605442,3617.578125,4069.775391,452.1972656,-891.2026431,3757.623514,-324.87024,0.009794821,0.165039063
1013,C,0.413605442,2304.052734,3972.875977,1668.823242,-786.2443355,3612.063837,-354.5165,0.212988734,0.164550781
1014,C,0.453514739,3520.678711,3908.276367,387.5976563,-1054.337262,3676.618519,-352.70972,-0.126530319,0.168945313
1015,C,0.420861678,3165.380859,3972.875977,807.4951172,-1081.527604,3749.397279,-344.85992,-0.19341735,0.173339844
1016,C,0.409977324,3488.378906,3897.509766,409.1308594,-944.640796,3684.192848,-343.19925,-0.178441578,0.171875
1017,C,0.431746032,3100.78125,4123.608398,1022.827148,-1062.840709,3687.04935,-380.22845,-0.104336565,0.168457031
1018,C,0.442630385,2594.750977,3897.509766,1302.758789,-1002.334382,3523.12626,-386.30402,-0.083148961,0.155761719
1019,C,0.457142857,1970.288086,4629.638672,2659.350586,-1249.121293,3903.400218,-378.78946,0.083987678,0.180664063
